idx,dataset,method_a,method_b,jaccard_topk,spearman_rank,delta_l2
0,data_wgs,ig_zero,ig_boundary,0.5384615384615384,0.2321428507566452,3.8931620121002197
0,data_wgs,ig_zero,lime_zero,0.8181818181818182,0.8535714745521545,2.6229071617126465
0,data_wgs,ig_zero,lime_boundary,0.6666666666666666,0.32499998807907104,3.9214296340942383
0,data_wgs,ig_zero,ks_zero,0.8181818181818182,0.8071430325508118,2.613576650619507
0,data_wgs,ig_zero,ks_boundary,0.6666666666666666,0.23571427166461945,3.9213054180145264
0,data_wgs,ig_boundary,lime_zero,0.5384615384615384,0.06785715371370316,3.2011806964874268
0,data_wgs,ig_boundary,lime_boundary,0.5384615384615384,0.7464285492897034,0.145502507686615
0,data_wgs,ig_boundary,ks_zero,0.42857142857142855,0.12857143580913544,2.674830436706543
0,data_wgs,ig_boundary,ks_boundary,0.8181818181818182,0.9785715341567993,0.07443831861019135
0,data_wgs,lime_zero,lime_boundary,0.5384615384615384,-0.025000015273690224,3.2044572830200195
0,data_wgs,lime_zero,ks_zero,0.8181818181818182,0.8892858028411865,1.1567325592041016
0,data_wgs,lime_zero,ks_boundary,0.6666666666666666,0.07500001788139343,3.2204344272613525
0,data_wgs,lime_boundary,ks_zero,0.5384615384615384,0.060714300721883774,2.6854348182678223
0,data_wgs,lime_boundary,ks_boundary,0.6666666666666666,0.735714316368103,0.14613984525203705
0,data_wgs,ks_zero,ks_boundary,0.5384615384615384,0.17499999701976776,2.685894250869751
1,data_wgs,ig_zero,ig_boundary,1.0,0.3499999940395355,3.74996280670166
1,data_wgs,ig_zero,lime_zero,0.6666666666666666,0.9464285969734192,1.0465925931930542
1,data_wgs,ig_zero,lime_boundary,1.0,0.3571428954601288,3.7811031341552734
1,data_wgs,ig_zero,ks_zero,0.6666666666666666,0.9178572297096252,1.085671305656433
1,data_wgs,ig_zero,ks_boundary,1.0,0.3464285731315613,3.7504465579986572
1,data_wgs,ig_boundary,lime_zero,0.6666666666666666,0.3678571581840515,3.7391490936279297
1,data_wgs,ig_boundary,lime_boundary,1.0,0.9964286684989929,0.16913124918937683
1,data_wgs,ig_boundary,ks_zero,0.6666666666666666,0.521428644657135,3.685321092605591
1,data_wgs,ig_boundary,ks_boundary,1.0,0.9928572177886963,0.06270517408847809
1,data_wgs,lime_zero,lime_boundary,0.6666666666666666,0.36071428656578064,3.7651543617248535
1,data_wgs,lime_zero,ks_zero,0.5384615384615384,0.8714286684989929,1.0902884006500244
1,data_wgs,lime_zero,ks_boundary,0.6666666666666666,0.3499999940395355,3.7404122352600098
1,data_wgs,lime_boundary,ks_zero,0.6666666666666666,0.5285714864730835,3.7247753143310547
1,data_wgs,lime_boundary,ks_boundary,1.0,0.9964286684989929,0.15092183649539948
1,data_wgs,ks_zero,ks_boundary,0.6666666666666666,0.5250000357627869,3.6834468841552734
2,data_wgs,ig_zero,ig_boundary,0.42857142857142855,0.08571431040763855,5.041423320770264
2,data_wgs,ig_zero,lime_zero,0.6666666666666666,0.8857143521308899,1.552756428718567
2,data_wgs,ig_zero,lime_boundary,0.42857142857142855,0.11071430146694183,5.029726028442383
2,data_wgs,ig_zero,ks_zero,0.8181818181818182,0.8714286684989929,1.493776559829712
2,data_wgs,ig_zero,ks_boundary,0.42857142857142855,0.03928571194410324,5.010322093963623
2,data_wgs,ig_boundary,lime_zero,0.5384615384615384,-0.14285717904567719,4.774765491485596
2,data_wgs,ig_boundary,lime_boundary,1.0,0.9821428656578064,0.248435378074646
2,data_wgs,ig_boundary,ks_zero,0.42857142857142855,0.21785718202590942,4.961829662322998
2,data_wgs,ig_boundary,ks_boundary,1.0,0.9928572177886963,0.19281208515167236
2,data_wgs,lime_zero,lime_boundary,0.5384615384615384,-0.11071432381868362,4.770015716552734
2,data_wgs,lime_zero,ks_zero,0.6666666666666666,0.7892857789993286,1.1616748571395874
2,data_wgs,lime_zero,ks_boundary,0.5384615384615384,-0.18571434915065765,4.753345966339111
2,data_wgs,lime_boundary,ks_zero,0.42857142857142855,0.22857147455215454,4.976311683654785
2,data_wgs,lime_boundary,ks_boundary,1.0,0.9750001430511475,0.19490133225917816
2,data_wgs,ks_zero,ks_boundary,0.42857142857142855,0.16785714030265808,4.940114974975586
3,data_wgs,ig_zero,ig_boundary,0.5384615384615384,-0.07857143133878708,3.6119842529296875
3,data_wgs,ig_zero,lime_zero,0.42857142857142855,0.6499999761581421,2.5000791549682617
3,data_wgs,ig_zero,lime_boundary,0.5384615384615384,-0.17142857611179352,3.7664153575897217
3,data_wgs,ig_zero,ks_zero,0.6666666666666666,0.4571428894996643,2.7507927417755127
3,data_wgs,ig_zero,ks_boundary,0.5384615384615384,0.0892857164144516,3.764918565750122
3,data_wgs,ig_boundary,lime_zero,0.42857142857142855,-0.125,2.742030143737793
3,data_wgs,ig_boundary,lime_boundary,0.6666666666666666,0.8964285254478455,0.4949227571487427
3,data_wgs,ig_boundary,ks_zero,0.5384615384615384,0.18928572535514832,2.887930154800415
3,data_wgs,ig_boundary,ks_boundary,0.6666666666666666,0.8785715699195862,0.3654271066188812
3,data_wgs,lime_zero,lime_boundary,0.42857142857142855,-0.20714284479618073,2.7456777095794678
3,data_wgs,lime_zero,ks_zero,0.42857142857142855,0.5250000357627869,1.6565874814987183
3,data_wgs,lime_zero,ks_boundary,0.42857142857142855,0.02142859250307083,2.788269281387329
3,data_wgs,lime_boundary,ks_zero,0.6666666666666666,0.26428571343421936,2.853382110595703
3,data_wgs,lime_boundary,ks_boundary,0.42857142857142855,0.7750000357627869,0.19855472445487976
3,data_wgs,ks_zero,ks_boundary,0.5384615384615384,0.0892857238650322,2.929570436477661
4,data_wgs,ig_zero,ig_boundary,0.6666666666666666,0.16428571939468384,5.544074058532715
4,data_wgs,ig_zero,lime_zero,0.6666666666666666,0.8785714507102966,2.6591904163360596
4,data_wgs,ig_zero,lime_boundary,0.5384615384615384,0.19642861187458038,5.494087219238281
4,data_wgs,ig_zero,ks_zero,0.6666666666666666,0.932142972946167,2.6000030040740967
4,data_wgs,ig_zero,ks_boundary,0.6666666666666666,0.14642858505249023,5.486834526062012
4,data_wgs,ig_boundary,lime_zero,0.5384615384615384,0.24285714328289032,3.3670055866241455
