dataset,method_a,method_b,jaccard_topk,spearman_rank,delta_l2
data_wgs,ig_boundary,ks_boundary,0.9005128205128206,0.9730000597238541,0.13523893569130452
data_wgs,ig_boundary,ks_zero,0.5594738594738594,0.06667857861611992,3.853867257237434
data_wgs,ig_boundary,lime_boundary,0.9023135198135198,0.9593125580251217,0.20171300599351524
data_wgs,ig_boundary,lime_zero,0.5636704961704961,0.06883929114730564,3.7313424703478812
data_wgs,ig_zero,ig_boundary,0.5846761571761572,0.09657143565282848,5.067603846490383
data_wgs,ig_zero,ks_boundary,0.578076923076923,0.09416072128076727,5.067492688596249
data_wgs,ig_zero,ks_zero,0.6791466866466866,0.7840804088488221,2.4667294178903103
data_wgs,ig_zero,lime_boundary,0.5743473193473193,0.09525000827111459,5.06335153490305
data_wgs,ig_zero,lime_zero,0.7001273726273726,0.7932946920394898,2.4832988618314267
data_wgs,ks_zero,ks_boundary,0.5558857808857809,0.06468750604051941,3.8516020476818085
data_wgs,lime_boundary,ks_boundary,0.8889327339327339,0.9581607691943645,0.17986406976357103
data_wgs,lime_boundary,ks_zero,0.5577231102231103,0.06603571987842831,3.840046080946922
data_wgs,lime_zero,ks_boundary,0.5630361305361304,0.06776786147655608,3.7283264896273614
data_wgs,lime_zero,ks_zero,0.6996953046953047,0.8475893420726061,1.2176660849899053
data_wgs,lime_zero,lime_boundary,0.5613403263403263,0.07125000425024579,3.7125583186745645
