idx,dataset,method_a,method_b,jaccard_topk,spearman_rank,delta_l2
0,data_wgs,ig_zero,ig_boundarycrawler,1.0,1.0,1.8707023859024048
0,data_wgs,ig_zero,ig_gs,1.0,1.0,2.0705718994140625
0,data_wgs,ig_zero,lime_zero,1.0,1.0,0.05496302247047424
0,data_wgs,ig_zero,lime_boundarycrawler,1.0,1.0,1.8367549180984497
0,data_wgs,ig_zero,lime_gs,1.0,1.0,2.039365530014038
0,data_wgs,ig_zero,ks_zero,1.0,1.0,1.6096786566777155e-05
0,data_wgs,ig_zero,ks_boundarycrawler,1.0,1.0,1.8707045316696167
0,data_wgs,ig_zero,ks_gs,1.0,1.0,2.070573329925537
0,data_wgs,ig_boundarycrawler,ig_gs,1.0,1.0,0.22591425478458405
0,data_wgs,ig_boundarycrawler,lime_zero,1.0,1.0,1.8260148763656616
0,data_wgs,ig_boundarycrawler,lime_boundarycrawler,1.0,1.0,0.06252725422382355
0,data_wgs,ig_boundarycrawler,lime_gs,1.0,1.0,0.22984005510807037
0,data_wgs,ig_boundarycrawler,ks_zero,1.0,1.0,1.870700478553772
0,data_wgs,ig_boundarycrawler,ks_boundarycrawler,1.0,1.0,1.4931171790522058e-05
0,data_wgs,ig_boundarycrawler,ks_gs,1.0,1.0,0.2259104698896408
0,data_wgs,ig_gs,lime_zero,1.0,1.0,2.0241940021514893
0,data_wgs,ig_gs,lime_boundarycrawler,1.0,1.0,0.23891928791999817
0,data_wgs,ig_gs,lime_gs,1.0,1.0,0.0626683160662651
0,data_wgs,ig_gs,ks_zero,1.0,1.0,2.070570468902588
0,data_wgs,ig_gs,ks_boundarycrawler,1.0,1.0,0.22591961920261383
0,data_wgs,ig_gs,ks_gs,1.0,1.0,1.2131851690355688e-05
0,data_wgs,lime_zero,lime_boundarycrawler,1.0,1.0,1.791172981262207
0,data_wgs,lime_zero,lime_gs,1.0,1.0,1.992218255996704
0,data_wgs,lime_zero,ks_zero,1.0,1.0,0.05497054383158684
0,data_wgs,lime_zero,ks_boundarycrawler,1.0,1.0,1.8260172605514526
0,data_wgs,lime_zero,ks_gs,1.0,1.0,2.024196147918701
0,data_wgs,lime_boundarycrawler,lime_gs,1.0,1.0,0.225908562541008
0,data_wgs,lime_boundarycrawler,ks_zero,1.0,1.0,1.836753249168396
0,data_wgs,lime_boundarycrawler,ks_boundarycrawler,1.0,1.0,0.06254073977470398
0,data_wgs,lime_boundarycrawler,ks_gs,1.0,1.0,0.23891866207122803
0,data_wgs,lime_gs,ks_zero,1.0,1.0,2.0393645763397217
0,data_wgs,lime_gs,ks_boundarycrawler,1.0,1.0,0.22984901070594788
0,data_wgs,lime_gs,ks_gs,1.0,1.0,0.06267952919006348
