dataset,method_a,method_b,jaccard_topk,spearman_rank,delta_l2
data_wgs,ig_boundarycrawler,ig_gs,1.0,1.0,0.21045471592748072
data_wgs,ig_boundarycrawler,ks_boundarycrawler,1.0,1.0,2.3884156438498393e-05
data_wgs,ig_boundarycrawler,ks_gs,1.0,1.0,0.21045558326099126
data_wgs,ig_boundarycrawler,ks_zero,0.9775,0.97,1.4133607624471187
data_wgs,ig_boundarycrawler,lime_boundarycrawler,1.0,1.0,0.061529004769399764
data_wgs,ig_boundarycrawler,lime_gs,1.0,1.0,0.2253993702866137
data_wgs,ig_boundarycrawler,lime_zero,0.9775,0.97,1.3932240879535676
data_wgs,ig_gs,ks_boundarycrawler,1.0,1.0,0.21045424270181684
data_wgs,ig_gs,ks_gs,1.0,1.0,2.4089938776228337e-05
data_wgs,ig_gs,ks_zero,0.9775,0.97,1.4257422198355199
data_wgs,ig_gs,lime_boundarycrawler,1.0,1.0,0.2255142649728805
data_wgs,ig_gs,lime_gs,1.0,1.0,0.061625195536762475
data_wgs,ig_gs,lime_zero,0.9775,0.97,1.4056173726916312
data_wgs,ig_zero,ig_boundarycrawler,0.9775,0.97,1.4133530429005623
data_wgs,ig_zero,ig_gs,0.9775,0.97,1.4257344582676887
data_wgs,ig_zero,ks_boundarycrawler,0.9775,0.97,1.413348769247532
data_wgs,ig_zero,ks_gs,0.9775,0.97,1.4257300513982774
data_wgs,ig_zero,ks_zero,1.0,1.0,2.6076706137274642e-05
data_wgs,ig_zero,lime_boundarycrawler,0.9775,0.97,1.4115528571605682
data_wgs,ig_zero,lime_gs,0.9775,0.97,1.4236371484398842
data_wgs,ig_zero,lime_zero,1.0,1.0,0.06093000223860145
data_wgs,ks_boundarycrawler,ks_gs,1.0,1.0,0.210455096540245
data_wgs,ks_zero,ks_boundarycrawler,0.9775,0.97,1.4133564957976341
data_wgs,ks_zero,ks_gs,0.9775,0.97,1.425737809240818
data_wgs,lime_boundarycrawler,ks_boundarycrawler,1.0,1.0,0.06155005331151187
data_wgs,lime_boundarycrawler,ks_gs,1.0,1.0,0.2255234587471932
data_wgs,lime_boundarycrawler,ks_zero,0.9775,0.97,1.4115609933435918
data_wgs,lime_boundarycrawler,lime_gs,1.0,1.0,0.2097414459761785
data_wgs,lime_gs,ks_boundarycrawler,1.0,1.0,0.22540747688151896
data_wgs,lime_gs,ks_gs,1.0,1.0,0.0616464267950505
data_wgs,lime_gs,ks_zero,0.9775,0.97,1.4236453039944172
data_wgs,lime_zero,ks_boundarycrawler,0.9775,0.97,1.393220184147358
data_wgs,lime_zero,ks_gs,0.9775,0.97,1.405613314807415
data_wgs,lime_zero,ks_zero,1.0,1.0,0.060950998906046154
data_wgs,lime_zero,lime_boundarycrawler,0.9775,0.97,1.3904473707079887
data_wgs,lime_zero,lime_gs,0.9775,0.97,1.4025402319431306
