dataset,method_a,method_b,jaccard_topk,spearman_rank,delta_l2
data_wgs,ig_boundarycrawler,ig_gs,0.7455357142857143,0.7386309090442955,1.1485424911230802
data_wgs,ig_boundarycrawler,ks_boundarycrawler,0.9460714285714286,0.974285681694746,0.1848763853055425
data_wgs,ig_boundarycrawler,ks_gs,0.750892857142857,0.7384523355029523,1.1647195789590479
data_wgs,ig_boundarycrawler,ks_zero,0.6747321428571428,0.1537499900534749,4.276817266345024
data_wgs,ig_boundarycrawler,lime_boundarycrawler,0.9508333333333333,0.9699404419958592,0.22250326442532242
data_wgs,ig_boundarycrawler,lime_gs,0.7436607142857143,0.7388690020330251,1.1621257438510657
data_wgs,ig_boundarycrawler,lime_zero,0.6858630952380952,0.14988094353117049,4.522688085436821
data_wgs,ig_gs,ks_boundarycrawler,0.7425892857142857,0.7401785269845277,1.1506229362636804
data_wgs,ig_gs,ks_gs,0.9402380952380952,0.9736309207975864,0.19041086830955464
data_wgs,ig_gs,ks_zero,0.6752678571428571,0.15315475248731672,4.350175191760063
data_wgs,ig_gs,lime_boundarycrawler,0.7432738095238095,0.7468451909441501,1.147381834797561
data_wgs,ig_gs,lime_gs,0.9369047619047619,0.9689880615472793,0.22676152836531402
data_wgs,ig_gs,lime_zero,0.6933333333333332,0.14410713601857425,4.594879901409149
data_wgs,ig_zero,ig_boundarycrawler,0.6795833333333333,0.19029760794714093,4.056330891847611
data_wgs,ig_zero,ig_gs,0.6850595238095238,0.18755951548926533,4.125978792905808
data_wgs,ig_zero,ks_boundarycrawler,0.6825595238095238,0.19023808472789824,4.069360374212265
data_wgs,ig_zero,ks_gs,0.6940773809523809,0.18749999053776265,4.139055560231209
data_wgs,ig_zero,ks_zero,0.8578869047619048,0.9260118620097637,0.7638007214991376
data_wgs,ig_zero,lime_boundarycrawler,0.6828273809523808,0.18505951319355518,4.092272558808327
data_wgs,ig_zero,lime_gs,0.6918154761904762,0.18607141907326877,4.161535053253174
data_wgs,ig_zero,lime_zero,0.8488095238095238,0.919523766040802,0.8859987027943135
data_wgs,ks_boundarycrawler,ks_gs,0.7572321428571428,0.7473213840834796,1.1458204961568117
data_wgs,ks_zero,ks_boundarycrawler,0.6842559523809524,0.15613094397820532,4.284106271266937
data_wgs,ks_zero,ks_gs,0.679672619047619,0.1538690388854593,4.358151141405106
data_wgs,lime_boundarycrawler,ks_boundarycrawler,0.9544047619047619,0.9737499664723873,0.148150241561234
data_wgs,lime_boundarycrawler,ks_gs,0.7554166666666667,0.7487499524652957,1.1466088834777475
data_wgs,lime_boundarycrawler,ks_zero,0.6777083333333332,0.15285713195800782,4.3033449447155
data_wgs,lime_boundarycrawler,lime_gs,0.7511309523809524,0.7537499538436532,1.1309600617736577
data_wgs,lime_gs,ks_boundarycrawler,0.7479464285714286,0.7428570972569287,1.147543815486133
data_wgs,lime_gs,ks_gs,0.949047619047619,0.9729761581122875,0.1491897757537663
data_wgs,lime_gs,ks_zero,0.6805952380952381,0.15374999262392522,4.376359044313431
data_wgs,lime_zero,ks_boundarycrawler,0.6878869047619047,0.14970237207598985,4.529918338656426
data_wgs,lime_zero,ks_gs,0.7022916666666665,0.1466666605696082,4.602857963442802
data_wgs,lime_zero,ks_zero,0.8727380952380952,0.9367261496186257,0.501554273115471
data_wgs,lime_zero,lime_boundarycrawler,0.6908333333333333,0.1504166578128934,4.550237110257148
data_wgs,lime_zero,lime_gs,0.6984523809523808,0.15047618251293898,4.622551167011261
