idx,dataset,method_a,method_b,jaccard_topk,spearman_rank,delta_l2
0,data_wgs,ig_zero,ig_boundarycrawler,0.6666666666666666,0.904761791229248,5.907061576843262
0,data_wgs,ig_zero,ig_gs,0.42857142857142855,0.6904761791229248,5.05568790435791
0,data_wgs,ig_zero,lime_zero,0.6666666666666666,0.9047619104385376,2.4321069717407227
0,data_wgs,ig_zero,lime_boundarycrawler,0.6666666666666666,0.904761791229248,5.88808536529541
0,data_wgs,ig_zero,lime_gs,0.42857142857142855,0.6904761791229248,5.044923782348633
0,data_wgs,ig_zero,ks_zero,0.6666666666666666,0.9047619104385376,2.120932102203369
0,data_wgs,ig_zero,ks_boundarycrawler,0.6666666666666666,0.904761791229248,5.817348003387451
0,data_wgs,ig_zero,ks_gs,0.42857142857142855,0.6904761791229248,4.980125904083252
0,data_wgs,ig_boundarycrawler,ig_gs,0.6666666666666666,0.7857142686843872,1.5084034204483032
0,data_wgs,ig_boundarycrawler,lime_zero,0.42857142857142855,0.7142857313156128,7.867696762084961
0,data_wgs,ig_boundarycrawler,lime_boundarycrawler,1.0,0.9999999403953552,0.18640200793743134
0,data_wgs,ig_boundarycrawler,lime_gs,0.6666666666666666,0.7857142686843872,1.4678382873535156
0,data_wgs,ig_boundarycrawler,ks_zero,0.42857142857142855,0.7142857313156128,7.68654203414917
0,data_wgs,ig_boundarycrawler,ks_boundarycrawler,1.0,0.9999999403953552,0.15961351990699768
0,data_wgs,ig_boundarycrawler,ks_gs,0.6666666666666666,0.7857142686843872,1.5032200813293457
0,data_wgs,ig_gs,lime_zero,0.6666666666666666,0.7380951642990112,6.836833953857422
0,data_wgs,ig_gs,lime_boundarycrawler,0.6666666666666666,0.7857142686843872,1.5106531381607056
0,data_wgs,ig_gs,lime_gs,1.0,0.9999999403953552,0.20258788764476776
0,data_wgs,ig_gs,ks_zero,0.6666666666666666,0.7380951642990112,6.669776439666748
0,data_wgs,ig_gs,ks_boundarycrawler,0.6666666666666666,0.7857142686843872,1.4746094942092896
0,data_wgs,ig_gs,ks_gs,1.0,0.9999999403953552,0.13301412761211395
0,data_wgs,lime_zero,lime_boundarycrawler,0.42857142857142855,0.7142857313156128,7.829280376434326
0,data_wgs,lime_zero,lime_gs,0.6666666666666666,0.7380951642990112,6.806603908538818
0,data_wgs,lime_zero,ks_zero,1.0,0.9999999403953552,0.41296958923339844
0,data_wgs,lime_zero,ks_boundarycrawler,0.42857142857142855,0.7142857313156128,7.768331527709961
0,data_wgs,lime_zero,ks_gs,0.6666666666666666,0.7380951642990112,6.758133888244629
0,data_wgs,lime_boundarycrawler,lime_gs,0.6666666666666666,0.7857142686843872,1.4584319591522217
0,data_wgs,lime_boundarycrawler,ks_zero,0.42857142857142855,0.7142857313156128,7.6543755531311035
0,data_wgs,lime_boundarycrawler,ks_boundarycrawler,1.0,0.9999999403953552,0.1096949651837349
0,data_wgs,lime_boundarycrawler,ks_gs,0.6666666666666666,0.7857142686843872,1.4939714670181274
0,data_wgs,lime_gs,ks_zero,0.6666666666666666,0.7380951642990112,6.645805835723877
0,data_wgs,lime_gs,ks_boundarycrawler,0.6666666666666666,0.7857142686843872,1.4260059595108032
0,data_wgs,lime_gs,ks_gs,1.0,0.9999999403953552,0.14233197271823883
0,data_wgs,ks_zero,ks_boundarycrawler,0.42857142857142855,0.7142857313156128,7.590466022491455
0,data_wgs,ks_zero,ks_gs,0.6666666666666666,0.7380951642990112,6.593712329864502
0,data_wgs,ks_boundarycrawler,ks_gs,0.6666666666666666,0.7857142686843872,1.457553505897522
1,data_wgs,ig_zero,ig_boundarycrawler,0.6666666666666666,0.8333333134651184,4.832879066467285
1,data_wgs,ig_zero,ig_gs,0.6666666666666666,0.8333333134651184,5.42643404006958
1,data_wgs,ig_zero,lime_zero,1.0,0.952380895614624,2.682042121887207
1,data_wgs,ig_zero,lime_boundarycrawler,0.6666666666666666,0.738095223903656,5.006921768188477
1,data_wgs,ig_zero,lime_gs,0.6666666666666666,0.8333332538604736,5.589189052581787
1,data_wgs,ig_zero,ks_zero,1.0,0.976190447807312,2.3423092365264893
1,data_wgs,ig_zero,ks_boundarycrawler,0.6666666666666666,0.928571343421936,4.866879940032959
1,data_wgs,ig_zero,ks_gs,0.6666666666666666,0.928571343421936,5.455576419830322
1,data_wgs,ig_boundarycrawler,ig_gs,0.42857142857142855,0.714285671710968,1.267524242401123
1,data_wgs,ig_boundarycrawler,lime_zero,0.6666666666666666,0.8333332538604736,7.066468715667725
1,data_wgs,ig_boundarycrawler,lime_boundarycrawler,1.0,0.9047619104385376,0.4389605224132538
1,data_wgs,ig_boundarycrawler,lime_gs,0.6666666666666666,0.7142857313156128,1.3144667148590088
1,data_wgs,ig_boundarycrawler,ks_zero,0.6666666666666666,0.8809522986412048,6.517815113067627
1,data_wgs,ig_boundarycrawler,ks_boundarycrawler,1.0,0.952380895614624,0.33361580967903137
1,data_wgs,ig_boundarycrawler,ks_gs,0.6666666666666666,0.8333333134651184,1.4902892112731934
1,data_wgs,ig_gs,lime_zero,0.6666666666666666,0.6904761791229248,7.827609539031982
1,data_wgs,ig_gs,lime_boundarycrawler,0.42857142857142855,0.5476190447807312,1.4162366390228271
1,data_wgs,ig_gs,lime_gs,0.6666666666666666,0.928571343421936,0.9806044101715088
1,data_wgs,ig_gs,ks_zero,0.6666666666666666,0.7380951642990112,7.313249588012695
1,data_wgs,ig_gs,ks_boundarycrawler,0.42857142857142855,0.69047611951828,1.3056305646896362
1,data_wgs,ig_gs,ks_gs,0.6666666666666666,0.952380895614624,0.8302170634269714
1,data_wgs,lime_zero,lime_boundarycrawler,0.6666666666666666,0.8571428060531616,7.191748142242432
1,data_wgs,lime_zero,lime_gs,0.6666666666666666,0.7619046568870544,7.924394130706787
1,data_wgs,lime_zero,ks_zero,1.0,0.976190447807312,0.6634755730628967
1,data_wgs,lime_zero,ks_boundarycrawler,0.6666666666666666,0.952380895614624,7.11034631729126
1,data_wgs,lime_zero,ks_gs,0.6666666666666666,0.8095237612724304,7.887436389923096
1,data_wgs,lime_boundarycrawler,lime_gs,0.6666666666666666,0.6190475821495056,1.1609344482421875
1,data_wgs,lime_boundarycrawler,ks_zero,0.6666666666666666,0.8333332538604736,6.6419525146484375
1,data_wgs,lime_boundarycrawler,ks_boundarycrawler,1.0,0.9047618508338928,0.3158721327781677
1,data_wgs,lime_boundarycrawler,ks_gs,0.6666666666666666,0.6428571343421936,1.4776277542114258
1,data_wgs,lime_gs,ks_zero,0.6666666666666666,0.738095223903656,7.4143452644348145
1,data_wgs,lime_gs,ks_boundarycrawler,0.6666666666666666,0.7142856121063232,1.1623812913894653
1,data_wgs,lime_gs,ks_gs,1.0,0.928571343421936,0.5860466361045837
1,data_wgs,ks_zero,ks_boundarycrawler,0.6666666666666666,0.9761903285980225,6.565245628356934
1,data_wgs,ks_zero,ks_gs,0.6666666666666666,0.8571428656578064,7.39585018157959
1,data_wgs,ks_boundarycrawler,ks_gs,0.6666666666666666,0.8333332538604736,1.3570207357406616
2,data_wgs,ig_zero,ig_boundarycrawler,0.25,-0.3571428656578064,3.989018440246582
2,data_wgs,ig_zero,ig_gs,0.42857142857142855,0.2142857015132904,4.564782619476318
2,data_wgs,ig_zero,lime_zero,0.6666666666666666,0.8095238208770752,0.24607016146183014
2,data_wgs,ig_zero,lime_boundarycrawler,0.25,-0.4047618806362152,4.132551670074463
2,data_wgs,ig_zero,lime_gs,0.42857142857142855,0.2142856866121292,4.733620643615723
2,data_wgs,ig_zero,ks_zero,0.6666666666666666,0.8095238208770752,0.21064385771751404
2,data_wgs,ig_zero,ks_boundarycrawler,0.25,-0.238095223903656,3.9535529613494873
2,data_wgs,ig_zero,ks_gs,0.42857142857142855,0.0476190447807312,4.771162986755371
2,data_wgs,ig_boundarycrawler,ig_gs,0.42857142857142855,-0.023809507489204407,4.960513591766357
2,data_wgs,ig_boundarycrawler,lime_zero,0.25,-0.4523809254169464,3.897491216659546
2,data_wgs,ig_boundarycrawler,lime_boundarycrawler,1.0,0.976190447807312,0.26367247104644775
2,data_wgs,ig_boundarycrawler,lime_gs,0.42857142857142855,-0.1904761642217636,5.147131443023682
2,data_wgs,ig_boundarycrawler,ks_zero,0.25,-0.4523809254169464,3.9534475803375244
2,data_wgs,ig_boundarycrawler,ks_boundarycrawler,1.0,0.976190447807312,0.0803283080458641
2,data_wgs,ig_boundarycrawler,ks_gs,0.42857142857142855,-0.1904761791229248,5.178686618804932
2,data_wgs,ig_gs,lime_zero,0.6666666666666666,-0.2857142388820648,4.645555019378662
2,data_wgs,ig_gs,lime_boundarycrawler,0.42857142857142855,0.071428582072258,5.035983085632324
2,data_wgs,ig_gs,lime_gs,1.0,0.928571343421936,0.2536248564720154
2,data_wgs,ig_gs,ks_zero,0.6666666666666666,-0.2857142388820648,4.685839653015137
2,data_wgs,ig_gs,ks_boundarycrawler,0.42857142857142855,0.0238095223903656,4.908905982971191
2,data_wgs,ig_gs,ks_gs,0.6666666666666666,0.8333333134651184,0.28368914127349854
2,data_wgs,lime_zero,lime_boundarycrawler,0.25,-0.5476190447807312,4.04141092300415
2,data_wgs,lime_zero,lime_gs,0.6666666666666666,-0.2619047164916992,4.815611839294434
2,data_wgs,lime_zero,ks_zero,1.0,1.0,0.10283012688159943
2,data_wgs,lime_zero,ks_boundarycrawler,0.25,-0.333333283662796,3.8625051975250244
2,data_wgs,lime_zero,ks_gs,0.6666666666666666,-0.2857142686843872,4.85105037689209
2,data_wgs,lime_boundarycrawler,lime_gs,0.42857142857142855,-0.09523807466030121,5.217548847198486
2,data_wgs,lime_boundarycrawler,ks_zero,0.25,-0.5476190447807312,4.097273349761963
2,data_wgs,lime_boundarycrawler,ks_boundarycrawler,1.0,0.952380895614624,0.2878090441226959
2,data_wgs,lime_boundarycrawler,ks_gs,0.42857142857142855,-0.023809507489204407,5.251955986022949
2,data_wgs,lime_gs,ks_zero,0.6666666666666666,-0.2619047164916992,4.856015205383301
2,data_wgs,lime_gs,ks_boundarycrawler,0.42857142857142855,-0.1428571343421936,5.0961527824401855
2,data_wgs,lime_gs,ks_gs,0.6666666666666666,0.8333332538604736,0.13621297478675842
2,data_wgs,ks_zero,ks_boundarycrawler,0.25,-0.333333283662796,3.918602705001831
2,data_wgs,ks_zero,ks_gs,0.6666666666666666,-0.2857142686843872,4.891462802886963
