idx,dataset,y,pred_target,crawler_success,gs_success,gs_radius_found,angle_x_crawler_gs_deg,sphere_frac,sphere_vol,dist_x_to_crawler,dist_x_to_gs,dist_crawler_to_gs,ring_n,ring_r_min,ring_r_max,ring_count_y0,ring_count_y1,ring_count_pred0,ring_count_pred1,attr_methods,attr_baselines,attr_ig_steps,attr_topk,attr_sg_samples,attr_sg_stdevs,attr_sg_nt_type,attr_perturb_samples,attr_ig_zero_success,attr_ig_zero_sensitivity,attr_ig_zero_fidelity_del_auc,attr_ig_zero_fidelity_ins_auc,attr_ig_zero_fidelity_del_delta_topk,attr_ig_zero_fidelity_ins_delta_topk,attr_ig_zero_stability_lipschitz,attr_ig_zero_stability_mean_attr_change,attr_ig_zero_cosine_truegrad,attr_ig_zero_boundary_alignment,attr_ig_boundary_success,attr_ig_boundary_sensitivity,attr_ig_boundary_fidelity_del_auc,attr_ig_boundary_fidelity_ins_auc,attr_ig_boundary_fidelity_del_delta_topk,attr_ig_boundary_fidelity_ins_delta_topk,attr_ig_boundary_stability_lipschitz,attr_ig_boundary_stability_mean_attr_change,attr_ig_boundary_cosine_truegrad,attr_ig_boundary_boundary_alignment,attr_lime_zero_success,attr_lime_zero_sensitivity,attr_lime_zero_fidelity_del_auc,attr_lime_zero_fidelity_ins_auc,attr_lime_zero_fidelity_del_delta_topk,attr_lime_zero_fidelity_ins_delta_topk,attr_lime_zero_stability_lipschitz,attr_lime_zero_stability_mean_attr_change,attr_lime_zero_cosine_truegrad,attr_lime_zero_boundary_alignment,attr_lime_boundary_success,attr_lime_boundary_sensitivity,attr_lime_boundary_fidelity_del_auc,attr_lime_boundary_fidelity_ins_auc,attr_lime_boundary_fidelity_del_delta_topk,attr_lime_boundary_fidelity_ins_delta_topk,attr_lime_boundary_stability_lipschitz,attr_lime_boundary_stability_mean_attr_change,attr_lime_boundary_cosine_truegrad,attr_lime_boundary_boundary_alignment,attr_ks_zero_success,attr_ks_zero_sensitivity,attr_ks_zero_fidelity_del_auc,attr_ks_zero_fidelity_ins_auc,attr_ks_zero_fidelity_del_delta_topk,attr_ks_zero_fidelity_ins_delta_topk,attr_ks_zero_stability_lipschitz,attr_ks_zero_stability_mean_attr_change,attr_ks_zero_cosine_truegrad,attr_ks_zero_boundary_alignment,attr_ks_boundary_success,attr_ks_boundary_sensitivity,attr_ks_boundary_fidelity_del_auc,attr_ks_boundary_fidelity_ins_auc,attr_ks_boundary_fidelity_del_delta_topk,attr_ks_boundary_fidelity_ins_delta_topk,attr_ks_boundary_stability_lipschitz,attr_ks_boundary_stability_mean_attr_change,attr_ks_boundary_cosine_truegrad,attr_ks_boundary_boundary_alignment
0,data_wgs,1,1,True,True,1.0499999999999998,56.51672481007092,0.00015,0.00018988312292030668,0.8644718527793884,1.006973385810852,0.8948789238929749,0,0.8644718527793884,1.0499999999999998,0,0,0,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,True,,0.24911943078041077,4.237695693969727,4.450722694396973,4.450722694396973,9.264423370361328,0.1040311761200428,0.41307976841926575,0.7462548017501831,True,,0.798728883266449,4.165417194366455,4.307244300842285,4.307244300842285,2.999998092651367,0.05306325815618038,0.827852189540863,0.9465904831886292,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,
1,data_wgs,1,1,True,True,2.1,83.31169011682384,0.0025,11.661729315591666,2.4129834175109863,2.085721731185913,3.0000667572021484,0,2.1,2.4129834175109863,0,0,0,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,True,,0.6650964021682739,8.94658374786377,11.850143432617188,11.850143432617188,4.038680076599121,0.04914335800955693,0.6086657047271729,0.6111440062522888,True,,3.5576488971710205,8.621971130371094,11.781988143920898,11.781988143920898,3.740816831588745,0.061305078429480395,0.7093610167503357,-0.18101857602596283,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,
2,data_wgs,0,0,True,True,1.75,60.816390515326674,0.00045,0.21256508407311792,1.8123263120651245,1.6986474990844727,1.7798067331314087,0,1.75,1.8123263120651245,0,0,0,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,True,,0.7728157639503479,4.193560600280762,5.0213541984558105,5.0213541984558105,4.038083076477051,0.0543726942812403,0.4439365267753601,-0.48517394065856934,True,,0.8210780024528503,3.5062878131866455,5.127294063568115,5.127294063568115,2.4478378295898438,0.03265109335382779,0.9367952942848206,-0.0710829496383667,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,
3,data_wgs,0,0,True,True,1.0499999999999998,39.735778085270944,0.0005,0.002747491249038475,1.0385974645614624,1.0315765142440796,0.7035849094390869,0,1.0385974645614624,1.0499999999999998,0,0,0,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,True,,-0.17557156085968018,2.801499366760254,4.5217742919921875,4.5217742919921875,3.527320384979248,0.05290024181207021,0.42226096987724304,-0.5894753336906433,True,,0.7528144121170044,3.4057252407073975,4.229087829589844,4.229087829589844,2.4814271926879883,0.04517942179615299,0.9096462726593018,-0.4449131488800049,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,
4,data_wgs,0,0,True,True,1.4,25.039603494528297,0.0,0.0,1.3331935405731201,1.3903814554214478,0.5930418372154236,0,1.3331935405731201,1.4,0,0,0,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,True,,0.5637215971946716,4.069802761077881,12.120718002319336,12.120718002319336,10.098379135131836,0.12721304992834728,0.6261007785797119,-0.5960462689399719,True,,2.9265201091766357,10.321005821228027,11.279546737670898,11.279546737670898,4.543935775756836,0.07839960989852747,0.8494606018066406,-0.8969417214393616,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,
5,data_wgs,0,1,True,True,0.7,117.71494291139813,0.0186,0.0020954626537578705,0.6388844847679138,2.154235829721074e-07,0.6388846039772034,0,0.6388844847679138,0.7,0,0,0,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,True,,0.09822605550289154,0.6354535818099976,1.977931022644043,1.977931022644043,5.549323081970215,0.07171218662212292,0.4182239770889282,-0.4044025242328644,True,,0.5159276127815247,1.7047390937805176,1.7300703525543213,1.7300703525543213,2.16694974899292,0.038203851257761316,0.672305166721344,-0.8130238652229309,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,
6,data_wgs,0,1,True,True,0.7,60.93794186986293,0.1488,0.004506035384682759,0.5421262383460999,1.1920928955078125e-07,0.5421261787414551,0,0.5421262383460999,0.7,0,0,0,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,True,,0.15684844553470612,2.8810205459594727,1.4272773265838623,1.4272773265838623,5.644320964813232,0.08036976257960002,0.338125079870224,0.45483148097991943,True,,0.3785659074783325,1.132619857788086,1.3631852865219116,1.3631852865219116,4.781408786773682,0.06753159941484531,0.5790541768074036,-0.26223108172416687,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,
7,data_wgs,0,1,True,True,0.7,92.85525974330514,0.00255,18.214482268467396,2.544989824295044,3.332000986233652e-08,2.544989824295044,1,0.7,2.544989824295044,1,0,0,1,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,True,,2.34306001663208,3.474580764770508,7.648234844207764,7.648234844207764,4.796273231506348,0.06286065982033809,0.7802516222000122,-0.3033794164657593,True,,1.8455727100372314,6.094335556030273,7.782582759857178,7.782582759857178,1.8273521661758423,0.036210207361727954,0.6581346988677979,0.5160085558891296,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,
8,data_wgs,1,0,True,True,0.7,122.7310005700855,0.00015,0.020590242889336658,1.5529152154922485,3.488272284357663e-07,1.5529154539108276,0,0.7,1.5529152154922485,0,0,0,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,True,,0.7741943597793579,4.361372470855713,4.911627769470215,4.911627769470215,2.5455269813537598,0.037360682928313814,0.5660569667816162,-0.4666310250759125,True,,2.2275583744049072,3.188258647918701,4.161751747131348,4.161751747131348,2.2106330394744873,0.03917824712892373,0.8452218174934387,-0.04794788360595703,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,
9,data_wgs,1,1,True,True,1.0499999999999998,16.44512459104607,0.0,0.0,0.7250856161117554,0.7666086554527283,0.21726232767105103,0,0.7250856161117554,1.0499999999999998,0,0,0,0,"ig,lime,ks","zero,boundary",64,10,50,0.1,smoothgrad,300,True,,0.1361924409866333,2.086855888366699,3.5906083583831787,3.5906083583831787,5.508288383483887,0.08606902838995059,0.13582217693328857,0.8485071659088135,True,,1.3104296922683716,3.0476226806640625,3.2559783458709717,3.2559783458709717,3.070510149002075,0.046494164131581785,0.8992570638656616,0.0249117910861969,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,,False,,,,,,,,,
