feature1,feature2,class
1.159255623817443848e+00,-8.803972005844116211e-01,1.000000000000000000e+00
-3.011015415191650391e+00,-2.938369512557983398e+00,2.000000000000000000e+00
4.818150997161865234e+00,2.508139848709106445e+00,1.000000000000000000e+00
8.533589541912078857e-03,-3.984312534332275391e+00,2.000000000000000000e+00
-1.108084678649902344e+00,3.347628355026245117e+00,0.000000000000000000e+00
-1.282368540763854980e+00,4.074155330657958984e+00,0.000000000000000000e+00
-8.029546737670898438e-01,3.531269311904907227e+00,1.000000000000000000e+00
1.185043677687644958e-01,5.000269889831542969e+00,0.000000000000000000e+00
6.179979324340820312e+00,1.075412511825561523e+00,1.000000000000000000e+00
3.381567239761352539e+00,1.428846716880798340e-01,1.000000000000000000e+00
-1.982644081115722656e+00,4.629954338073730469e+00,0.000000000000000000e+00
-3.426725387573242188e+00,2.395947456359863281e+00,0.000000000000000000e+00
-4.942243576049804688e+00,-3.861705303192138672e+00,2.000000000000000000e+00
-1.048056006431579590e+00,-4.710496902465820312e+00,2.000000000000000000e+00
1.114220380783081055e+00,5.658295154571533203e+00,0.000000000000000000e+00
-1.149895668029785156e+00,3.929172754287719727e+00,0.000000000000000000e+00
4.787391185760498047e+00,6.130307912826538086e-01,1.000000000000000000e+00
-2.779791831970214844e+00,-4.193136215209960938e+00,2.000000000000000000e+00
-3.184190988540649414e-01,5.449661254882812500e+00,0.000000000000000000e+00
2.754601716995239258e+00,4.099686145782470703e+00,1.000000000000000000e+00
-5.184216499328613281e+00,5.739996910095214844e+00,0.000000000000000000e+00
-5.360270023345947266e+00,-2.131368875503540039e+00,2.000000000000000000e+00
1.032402753829956055e+00,2.037049770355224609e+00,1.000000000000000000e+00
-3.533653736114501953e+00,3.780791997909545898e+00,0.000000000000000000e+00
-2.471587419509887695e+00,-1.951727122068405151e-01,2.000000000000000000e+00
-3.646240234375000000e+00,3.608080625534057617e+00,0.000000000000000000e+00
2.340833425521850586e+00,9.503971934318542480e-01,1.000000000000000000e+00
3.564047813415527344e+00,-2.330118179321289062e+00,1.000000000000000000e+00
2.307980537414550781e+00,3.206501007080078125e+00,1.000000000000000000e+00
8.017828464508056641e-01,-1.495700120925903320e+00,1.000000000000000000e+00
6.983546018600463867e-01,2.566314220428466797e+00,1.000000000000000000e+00
3.252654314041137695e+00,-1.368752241134643555e+00,1.000000000000000000e+00
-3.321102857589721680e+00,3.100405454635620117e+00,0.000000000000000000e+00
1.975174903869628906e+00,3.356121778488159180e+00,0.000000000000000000e+00
-1.961156249046325684e+00,4.855217933654785156e+00,0.000000000000000000e+00
-2.614735364913940430e+00,-4.892571449279785156e+00,2.000000000000000000e+00
-3.530563414096832275e-02,5.451586246490478516e+00,0.000000000000000000e+00
-1.246733307838439941e+00,4.577613830566406250e+00,0.000000000000000000e+00
-7.432838082313537598e-01,-2.478790521621704102e+00,2.000000000000000000e+00
-1.153306484222412109e+00,2.370020866394042969e+00,0.000000000000000000e+00
-2.481929779052734375e+00,7.645723819732666016e+00,0.000000000000000000e+00
-4.440442562103271484e+00,3.718510627746582031e+00,0.000000000000000000e+00
3.185547590255737305e+00,6.820167899131774902e-01,1.000000000000000000e+00
1.973537564277648926e+00,2.030894279479980469e+00,1.000000000000000000e+00
1.778490185737609863e+00,2.725579500198364258e+00,1.000000000000000000e+00
-2.178848266601562500e+00,-4.418990612030029297e+00,2.000000000000000000e+00
-1.924371242523193359e+00,5.791741371154785156e+00,0.000000000000000000e+00
-2.655560255050659180e+00,-4.300604820251464844e+00,2.000000000000000000e+00
-2.773845434188842773e+00,4.978514194488525391e+00,0.000000000000000000e+00
1.876816153526306152e-02,2.903100013732910156e+00,1.000000000000000000e+00
3.907576084136962891e+00,-1.651524424552917480e+00,1.000000000000000000e+00
-3.072515428066253662e-01,-3.649439334869384766e+00,2.000000000000000000e+00
-5.317122936248779297e+00,-1.274407863616943359e+00,2.000000000000000000e+00
-1.246928572654724121e+00,4.155262470245361328e+00,0.000000000000000000e+00
3.573477506637573242e+00,-7.079754471778869629e-01,1.000000000000000000e+00
-2.740403413772583008e+00,3.657696485519409180e+00,0.000000000000000000e+00
1.816262364387512207e+00,3.490117073059082031e+00,1.000000000000000000e+00
-2.602220773696899414e+00,5.245021820068359375e+00,0.000000000000000000e+00
-7.125054001808166504e-01,6.814198017120361328e+00,0.000000000000000000e+00
6.983444094657897949e-01,1.910488247871398926e+00,1.000000000000000000e+00
-3.145924806594848633e+00,5.883935928344726562e+00,0.000000000000000000e+00
-4.413719177246093750e-01,-9.327806234359741211e-01,1.000000000000000000e+00
2.403526782989501953e+00,2.627872228622436523e+00,1.000000000000000000e+00
-2.840978860855102539e+00,-2.469260931015014648e+00,2.000000000000000000e+00
-9.334582090377807617e-01,2.638534784317016602e+00,0.000000000000000000e+00
3.624348402023315430e+00,3.020041704177856445e+00,1.000000000000000000e+00
1.544062972068786621e+00,5.217892646789550781e+00,0.000000000000000000e+00
-2.464511871337890625e+00,-3.588818550109863281e+00,2.000000000000000000e+00
-8.484988212585449219e-01,-2.785569190979003906e+00,2.000000000000000000e+00
-1.716665029525756836e+00,-6.049625396728515625e+00,2.000000000000000000e+00
-2.150857076048851013e-02,7.352332592010498047e+00,0.000000000000000000e+00
2.491280794143676758e+00,1.212037444114685059e+00,1.000000000000000000e+00
3.876249313354492188e+00,2.215602397918701172e-01,1.000000000000000000e+00
1.774521112442016602e+00,9.011663794517517090e-01,1.000000000000000000e+00
-4.109088897705078125e+00,-6.274365901947021484e+00,2.000000000000000000e+00
-1.942798376083374023e+00,-7.784437656402587891e+00,2.000000000000000000e+00
3.114645719528198242e+00,3.148937702178955078e+00,1.000000000000000000e+00
-2.475729465484619141e+00,-1.446326017379760742e+00,2.000000000000000000e+00
-1.269346714019775391e+00,-3.145222663879394531e+00,2.000000000000000000e+00
-1.839801549911499023e+00,-1.686111450195312500e+00,2.000000000000000000e+00
-2.187575250864028931e-01,3.280910253524780273e+00,1.000000000000000000e+00
-5.888696908950805664e-01,5.669094085693359375e+00,0.000000000000000000e+00
2.703984022140502930e+00,2.460621356964111328e+00,1.000000000000000000e+00
4.071612358093261719e+00,1.368216156959533691e+00,1.000000000000000000e+00
-1.225003123283386230e+00,-1.369917750358581543e+00,2.000000000000000000e+00
-1.945413351058959961e+00,-4.180689811706542969e+00,2.000000000000000000e+00
9.350895285606384277e-01,-1.040942072868347168e+00,1.000000000000000000e+00
-9.767908453941345215e-01,-1.925329208374023438e+00,2.000000000000000000e+00
-4.272613048553466797e+00,-6.183192133903503418e-01,2.000000000000000000e+00
-3.350368022918701172e+00,-4.410459995269775391e+00,2.000000000000000000e+00
-3.110024929046630859e+00,2.526458263397216797e+00,0.000000000000000000e+00
-2.481718301773071289e+00,-5.154561996459960938e+00,2.000000000000000000e+00
-4.688346862792968750e+00,-2.732931375503540039e+00,2.000000000000000000e+00
-1.842761039733886719e+00,2.311870574951171875e+00,0.000000000000000000e+00
4.596354067325592041e-01,5.635042667388916016e+00,0.000000000000000000e+00
2.940091848373413086e+00,3.801778554916381836e+00,1.000000000000000000e+00
-1.656515240669250488e+00,2.623845100402832031e+00,1.000000000000000000e+00
-3.806048631668090820e+00,-1.993924021720886230e+00,2.000000000000000000e+00
-3.801667690277099609e+00,-2.911971807479858398e+00,2.000000000000000000e+00
-2.274635791778564453e+00,4.855523586273193359e+00,0.000000000000000000e+00
5.142976284027099609e+00,3.004714965820312500e+00,1.000000000000000000e+00
1.194018125534057617e+00,2.361931085586547852e+00,0.000000000000000000e+00
-8.395625948905944824e-01,5.747918128967285156e+00,0.000000000000000000e+00
-1.781524658203125000e+00,-1.659509301185607910e+00,2.000000000000000000e+00
-1.116957664489746094e+00,1.525789737701416016e+00,0.000000000000000000e+00
-3.366523504257202148e+00,-3.379167318344116211e+00,2.000000000000000000e+00
4.043849468231201172e+00,-6.817979365587234497e-02,1.000000000000000000e+00
-2.269981861114501953e+00,5.424657344818115234e+00,0.000000000000000000e+00
4.715282469987869263e-02,3.036896228790283203e+00,1.000000000000000000e+00
3.288003444671630859e+00,3.039532184600830078e+00,1.000000000000000000e+00
-5.979249000549316406e+00,-3.587564229965209961e+00,2.000000000000000000e+00
-2.282265424728393555e+00,-7.712868690490722656e+00,2.000000000000000000e+00
-8.916553854942321777e-01,1.637222647666931152e+00,0.000000000000000000e+00
-7.190755605697631836e-01,3.467778682708740234e+00,0.000000000000000000e+00
-6.698580980300903320e-01,-5.045181751251220703e+00,2.000000000000000000e+00
