dataset,method_a,method_b,jaccard_topk,spearman_rank,delta_l2
data_wgs,ig_boundarycrawler,ig_gs,0.8166666666666667,0.6433333333333333,2.368134954223994
data_wgs,ig_boundarycrawler,ks_boundarycrawler,0.9566666666666667,0.9133333333333333,0.5300868794240523
data_wgs,ig_boundarycrawler,ks_gs,0.79,0.58,2.2851788486307485
data_wgs,ig_boundarycrawler,ks_zero,0.4483333333333333,-0.09,11.857608112196127
data_wgs,ig_boundarycrawler,lime_boundarycrawler,0.9433333333333334,0.9166666666666666,0.5475224925903603
data_wgs,ig_boundarycrawler,lime_gs,0.7866666666666666,0.5833333333333334,2.3244449510937555
data_wgs,ig_boundarycrawler,lime_zero,0.445,-0.08666666666666667,12.008519250750542
data_wgs,ig_gs,ks_boundarycrawler,0.7933333333333333,0.5966666666666667,2.4557349064028435
data_wgs,ig_gs,ks_gs,0.9533333333333334,0.91,0.6376589746139489
data_wgs,ig_gs,ks_zero,0.5116666666666667,0.02,11.678918129205703
data_wgs,ig_gs,lime_boundarycrawler,0.78,0.5933333333333334,2.4607464808420105
data_wgs,ig_gs,lime_gs,0.9333333333333333,0.8666666666666667,0.6342033318036311
data_wgs,ig_gs,lime_zero,0.515,0.03666666666666667,11.843054832617442
data_wgs,ig_zero,ig_boundarycrawler,0.45166666666666666,-0.07333333333333333,9.047288250525792
data_wgs,ig_zero,ig_gs,0.5383333333333333,0.07,9.303520128627618
data_wgs,ig_zero,ks_boundarycrawler,0.46166666666666667,-0.04,8.84433591445287
data_wgs,ig_zero,ks_gs,0.545,0.06666666666666667,8.95932596951723
data_wgs,ig_zero,ks_zero,0.96,0.9233333333333333,3.7414484629015594
data_wgs,ig_zero,lime_boundarycrawler,0.4583333333333333,-0.043333333333333335,8.859778891603153
data_wgs,ig_zero,lime_gs,0.5116666666666667,0.08333333333333333,9.009922570486863
data_wgs,ig_zero,lime_zero,0.96,0.9266666666666666,3.7632360644017657
data_wgs,ks_boundarycrawler,ks_gs,0.8233333333333334,0.6466666666666666,2.008295874091042
data_wgs,ks_zero,ks_boundarycrawler,0.4583333333333333,-0.056666666666666664,11.690050375858943
data_wgs,ks_zero,ks_gs,0.5183333333333333,0.016666666666666666,11.579848383466402
data_wgs,lime_boundarycrawler,ks_boundarycrawler,0.98,0.99,0.08796625988092273
data_wgs,lime_boundarycrawler,ks_gs,0.8066666666666666,0.6433333333333333,2.0254582372211596
data_wgs,lime_boundarycrawler,ks_zero,0.45166666666666666,-0.06,11.701109247207642
data_wgs,lime_boundarycrawler,lime_gs,0.8166666666666667,0.6466666666666666,2.041027636297937
data_wgs,lime_gs,ks_boundarycrawler,0.82,0.65,2.059890357379336
data_wgs,lime_gs,ks_gs,0.9633333333333334,0.9433333333333334,0.12546356778198242
data_wgs,lime_gs,ks_zero,0.48833333333333334,0.04,11.63386074046294
data_wgs,lime_zero,ks_boundarycrawler,0.455,-0.05333333333333334,11.842534945011138
data_wgs,lime_zero,ks_gs,0.5216666666666666,0.03333333333333333,11.739794422388076
data_wgs,lime_zero,ks_zero,0.9866666666666667,0.9833333333333333,0.7807336253828059
data_wgs,lime_zero,lime_boundarycrawler,0.455,-0.056666666666666664,11.854908458987872
data_wgs,lime_zero,lime_gs,0.49166666666666664,0.056666666666666664,11.795240906079611
