num_feature,feature_1,feature_2,class,gs_success,radius_found,x_enemy_0,x_enemy_1,x_boundary_0,x_boundary_1,dist_x0_enemy,dist_x0_boundary
2,1.1592556238174438,-0.8803972005844116,1,True,1.8100000000000012,-0.4011852741241455,-1.79752516746521,-0.3588525950908661,-1.7726445198059082,1.809999942779541,1.760896921157837
2,-3.0110154151916504,-2.9383695125579834,2,True,2.909999999999998,-0.3805670738220215,-1.6938445568084717,-0.4017583727836609,-1.7038706541061401,2.9100000858306885,2.886556625366211
2,4.818150997161865,2.5081398487091064,1,True,3.209999999999997,2.3660664558410645,4.579704761505127,2.3777225017547607,4.569856643676758,3.2100000381469727,3.1947405338287354
2,0.008533589541912079,-3.9843125343322754,2,True,0.7600000000000002,0.6861099004745483,-3.6400883197784424,0.6622711420059204,-3.6521992683410645,0.7599999904632568,0.7332611680030823
2,-1.1080846786499023,3.347628355026245,0,True,1.7600000000000011,0.544262170791626,2.741534471511841,0.5396412014961243,2.7432291507720947,1.7599999904632568,1.7550780773162842
2,-1.282368540763855,4.074155330657959,0,True,2.2600000000000002,0.5457801818847656,2.7454445362091064,0.5421528816223145,2.7480807304382324,2.259999990463257,2.2555160522460938
2,-0.8029546737670898,3.5312693119049072,1,True,0.01,-0.792961597442627,3.5316412448883057,-0.8029546737670898,3.5312695503234863,0.009999995119869709,2.384185791015625e-07
2,0.1185043677687645,5.000269889831543,0,True,1.9600000000000013,1.7555164098739624,3.922405481338501,1.750145435333252,3.9259419441223145,1.9600000381469727,1.9535692930221558
2,6.17997932434082,1.0754125118255615,1,True,5.20999999999999,2.226367473602295,4.468502044677734,2.255375385284424,4.443606853485107,5.210000514984131,5.171774387359619
2,3.3815672397613525,0.14288467168807983,1,True,3.6099999999999954,0.3492140769958496,2.101693868637085,0.3805750012397766,2.0814356803894043,3.609999895095825,3.572664976119995
2,-1.9826440811157227,4.6299543380737305,0,True,3.159999999999997,0.7282500267028809,3.006176471710205,0.6933754682540894,3.0270657539367676,3.1600003242492676,3.1193482875823975
2,-3.426725387573242,2.3959474563598633,0,True,1.2600000000000007,-3.6110944747924805,1.149509310722351,-3.6091856956481934,1.1624144315719604,1.2599999904632568,1.2469544410705566
2,-4.942243576049805,-3.8617053031921387,2,True,4.959999999999991,-1.3839125633239746,-0.4062919616699219,-1.3848950862884521,-0.4072459936141968,4.960000038146973,4.958630561828613
2,-1.0480560064315796,-4.71049690246582,2,True,2.010000000000001,0.7693508863449097,-3.8519327640533447,0.7666271924972534,-3.853219509124756,2.009999990463257,2.0069878101348877
2,1.114220380783081,5.658295154571533,0,True,1.710000000000001,2.567981243133545,4.757917881011963,2.5529558658599854,4.767222881317139,1.709999918937683,1.6923267841339111
2,-1.1498956680297852,3.9291727542877197,0,True,2.060000000000001,0.6354368925094604,2.901463031768799,0.6247384548187256,2.9076218605041504,2.059999942779541,2.0476553440093994
2,4.787391185760498,0.6130307912826538,1,True,4.509999999999993,1.7383291721343994,3.936180591583252,1.748891830444336,3.924668788909912,4.510000228881836,4.494377136230469
2,-2.779791831970215,-4.193136215209961,2,True,3.3099999999999965,0.17502498626708984,-2.7014403343200684,0.1732398122549057,-2.702341318130493,3.309999942779541,3.308000087738037
