idx,dataset,method_a,method_b,jaccard_topk,spearman_rank,delta_l2
0,data_wgs,ig_zero,ig_boundarycrawler,1.0,-1.0,7.96553373336792
0,data_wgs,ig_zero,ig_gs,1.0,-1.0,8.154400825500488
0,data_wgs,ig_zero,lime_zero,1.0,1.0,0.3379944860935211
0,data_wgs,ig_zero,lime_boundarycrawler,1.0,-1.0,7.9681220054626465
0,data_wgs,ig_zero,lime_gs,1.0,-1.0,8.133941650390625
0,data_wgs,ig_zero,ks_zero,1.0,1.0,0.2644670307636261
0,data_wgs,ig_zero,ks_boundarycrawler,1.0,-1.0,8.009726524353027
0,data_wgs,ig_zero,ks_gs,1.0,-1.0,8.174301147460938
0,data_wgs,ig_boundarycrawler,ig_gs,1.0,1.0,0.23679669201374054
0,data_wgs,ig_boundarycrawler,lime_zero,1.0,-1.0,7.724421501159668
0,data_wgs,ig_boundarycrawler,lime_boundarycrawler,1.0,1.0,0.08790431916713715
0,data_wgs,ig_boundarycrawler,lime_gs,1.0,1.0,0.2595498561859131
0,data_wgs,ig_boundarycrawler,ks_zero,1.0,-1.0,7.762661933898926
0,data_wgs,ig_boundarycrawler,ks_boundarycrawler,1.0,1.0,0.06252576410770416
0,data_wgs,ig_boundarycrawler,ks_gs,1.0,1.0,0.2715073823928833
0,data_wgs,ig_gs,lime_zero,1.0,-1.0,7.908984184265137
0,data_wgs,ig_gs,lime_boundarycrawler,1.0,1.0,0.19393658638000488
0,data_wgs,ig_gs,lime_gs,1.0,1.0,0.05914235860109329
0,data_wgs,ig_gs,ks_zero,1.0,-1.0,7.948474884033203
0,data_wgs,ig_gs,ks_boundarycrawler,1.0,1.0,0.17501069605350494
0,data_wgs,ig_gs,ks_gs,1.0,1.0,0.03678708150982857
0,data_wgs,lime_zero,lime_boundarycrawler,1.0,-1.0,7.724370956420898
0,data_wgs,lime_zero,lime_gs,1.0,-1.0,7.8869309425354
0,data_wgs,lime_zero,ks_zero,1.0,1.0,0.07693535089492798
0,data_wgs,lime_zero,ks_boundarycrawler,1.0,-1.0,7.767266750335693
0,data_wgs,lime_zero,ks_gs,1.0,-1.0,7.927983283996582
0,data_wgs,lime_boundarycrawler,lime_gs,1.0,1.0,0.19829532504081726
0,data_wgs,lime_boundarycrawler,ks_zero,1.0,-1.0,7.76336669921875
0,data_wgs,lime_boundarycrawler,ks_boundarycrawler,1.0,1.0,0.060461413115262985
0,data_wgs,lime_boundarycrawler,ks_gs,1.0,1.0,0.2228638380765915
0,data_wgs,lime_gs,ks_zero,1.0,-1.0,7.926879405975342
0,data_wgs,lime_gs,ks_boundarycrawler,1.0,1.0,0.1973458081483841
0,data_wgs,lime_gs,ks_gs,1.0,1.0,0.04729558899998665
0,data_wgs,ks_zero,ks_boundarycrawler,1.0,-1.0,7.805895805358887
0,data_wgs,ks_zero,ks_gs,1.0,-1.0,7.967735290527344
0,data_wgs,ks_boundarycrawler,ks_gs,1.0,1.0,0.20926880836486816
1,data_wgs,ig_zero,ig_boundarycrawler,1.0,1.0,6.108598709106445
1,data_wgs,ig_zero,ig_gs,1.0,1.0,6.1302924156188965
1,data_wgs,ig_zero,lime_zero,1.0,1.0,0.5942206978797913
1,data_wgs,ig_zero,lime_boundarycrawler,1.0,1.0,6.056182861328125
1,data_wgs,ig_zero,lime_gs,1.0,1.0,6.074812889099121
1,data_wgs,ig_zero,ks_zero,1.0,1.0,0.37713906168937683
1,data_wgs,ig_zero,ks_boundarycrawler,1.0,1.0,6.103672504425049
1,data_wgs,ig_zero,ks_gs,1.0,1.0,6.121400833129883
1,data_wgs,ig_boundarycrawler,ig_gs,1.0,1.0,0.05460113659501076
1,data_wgs,ig_boundarycrawler,lime_zero,1.0,1.0,5.6829833984375
1,data_wgs,ig_boundarycrawler,lime_boundarycrawler,1.0,1.0,0.052812669426202774
1,data_wgs,ig_boundarycrawler,lime_gs,1.0,1.0,0.06089887395501137
1,data_wgs,ig_boundarycrawler,ks_zero,1.0,1.0,6.301384925842285
1,data_wgs,ig_boundarycrawler,ks_boundarycrawler,1.0,1.0,0.011966449208557606
1,data_wgs,ig_boundarycrawler,ks_gs,1.0,1.0,0.036493197083473206
1,data_wgs,ig_gs,lime_zero,1.0,1.0,5.708154678344727
1,data_wgs,ig_gs,lime_boundarycrawler,1.0,1.0,0.0858931615948677
1,data_wgs,ig_gs,lime_gs,1.0,1.0,0.055485568940639496
1,data_wgs,ig_gs,ks_zero,1.0,1.0,6.325655460357666
1,data_wgs,ig_gs,ks_boundarycrawler,1.0,1.0,0.06656547635793686
1,data_wgs,ig_gs,ks_gs,1.0,1.0,0.01823868602514267
1,data_wgs,lime_zero,lime_boundarycrawler,1.0,1.0,5.631154537200928
1,data_wgs,lime_zero,lime_gs,1.0,1.0,5.652871131896973
1,data_wgs,lime_zero,ks_zero,1.0,1.0,0.6278597116470337
1,data_wgs,lime_zero,ks_boundarycrawler,1.0,1.0,5.67730188369751
1,data_wgs,lime_zero,ks_gs,1.0,1.0,5.6981611251831055
1,data_wgs,lime_boundarycrawler,lime_gs,1.0,1.0,0.04778912290930748
1,data_wgs,lime_boundarycrawler,ks_zero,1.0,1.0,6.249379634857178
1,data_wgs,lime_boundarycrawler,ks_boundarycrawler,1.0,1.0,0.050547707825899124
1,data_wgs,lime_boundarycrawler,ks_gs,1.0,1.0,0.07080316543579102
1,data_wgs,lime_gs,ks_zero,1.0,1.0,6.270291328430176
1,data_wgs,lime_gs,ks_boundarycrawler,1.0,1.0,0.0679544135928154
1,data_wgs,lime_gs,ks_gs,1.0,1.0,0.04947153851389885
1,data_wgs,ks_zero,ks_boundarycrawler,1.0,1.0,6.295895576477051
1,data_wgs,ks_zero,ks_gs,1.0,1.0,6.3159499168396
1,data_wgs,ks_boundarycrawler,ks_gs,1.0,1.0,0.048437848687171936
2,data_wgs,ig_zero,ig_boundarycrawler,1.0,1.0,6.388672351837158
2,data_wgs,ig_zero,ig_gs,1.0,1.0,6.2786383628845215
2,data_wgs,ig_zero,lime_zero,1.0,1.0,0.33130645751953125
2,data_wgs,ig_zero,lime_boundarycrawler,1.0,1.0,6.430788516998291
2,data_wgs,ig_zero,lime_gs,1.0,1.0,6.3268303871154785
2,data_wgs,ig_zero,ks_zero,1.0,1.0,0.2786348760128021
2,data_wgs,ig_zero,ks_boundarycrawler,1.0,1.0,6.380100250244141
2,data_wgs,ig_zero,ks_gs,1.0,1.0,6.2506608963012695
2,data_wgs,ig_boundarycrawler,ig_gs,1.0,1.0,0.6863412857055664
2,data_wgs,ig_boundarycrawler,lime_zero,1.0,1.0,6.076174259185791
2,data_wgs,ig_boundarycrawler,lime_boundarycrawler,1.0,1.0,0.06176089867949486
2,data_wgs,ig_boundarycrawler,lime_gs,1.0,1.0,0.5241771936416626
2,data_wgs,ig_boundarycrawler,ks_zero,1.0,1.0,6.361928462982178
2,data_wgs,ig_boundarycrawler,ks_boundarycrawler,1.0,1.0,0.02711178921163082
2,data_wgs,ig_boundarycrawler,ks_gs,1.0,1.0,0.5167869329452515
2,data_wgs,ig_gs,lime_zero,1.0,1.0,5.955973148345947
2,data_wgs,ig_gs,lime_boundarycrawler,1.0,1.0,0.7402133345603943
2,data_wgs,ig_gs,lime_gs,1.0,1.0,0.16550742089748383
2,data_wgs,ig_gs,ks_zero,1.0,1.0,6.222436904907227
2,data_wgs,ig_gs,ks_boundarycrawler,1.0,1.0,0.709758996963501
2,data_wgs,ig_gs,ks_gs,1.0,1.0,0.1787848323583603
2,data_wgs,lime_zero,lime_boundarycrawler,1.0,1.0,6.119086265563965
2,data_wgs,lime_zero,lime_gs,1.0,1.0,6.00620698928833
2,data_wgs,lime_zero,ks_zero,1.0,1.0,0.3278355002403259
2,data_wgs,lime_zero,ks_boundarycrawler,1.0,1.0,6.068059921264648
2,data_wgs,lime_zero,ks_gs,1.0,1.0,5.9303083419799805
2,data_wgs,lime_boundarycrawler,lime_gs,1.0,1.0,0.5765917301177979
2,data_wgs,lime_boundarycrawler,ks_zero,1.0,1.0,6.405963897705078
2,data_wgs,lime_boundarycrawler,ks_boundarycrawler,1.0,1.0,0.05425168573856354
2,data_wgs,lime_boundarycrawler,ks_gs,1.0,1.0,0.5733325481414795
2,data_wgs,lime_gs,ks_zero,1.0,1.0,6.27748441696167
2,data_wgs,lime_gs,ks_boundarycrawler,1.0,1.0,0.5483343005180359
2,data_wgs,lime_gs,ks_gs,1.0,1.0,0.07857182621955872
2,data_wgs,ks_zero,ks_boundarycrawler,1.0,1.0,6.3544840812683105
2,data_wgs,ks_zero,ks_gs,1.0,1.0,6.202230930328369
2,data_wgs,ks_boundarycrawler,ks_gs,1.0,1.0,0.5388807058334351
3,data_wgs,ig_zero,ig_boundarycrawler,1.0,-1.0,6.334953308105469
3,data_wgs,ig_zero,ig_gs,0.0,1.0,5.72165060043335
3,data_wgs,ig_zero,lime_zero,1.0,1.0,0.04391145333647728
3,data_wgs,ig_zero,lime_boundarycrawler,1.0,-1.0,6.290397644042969
3,data_wgs,ig_zero,lime_gs,0.0,1.0,5.665751934051514
3,data_wgs,ig_zero,ks_zero,1.0,1.0,0.03898079693317413
3,data_wgs,ig_zero,ks_boundarycrawler,1.0,-1.0,6.34157657623291
3,data_wgs,ig_zero,ks_gs,0.0,1.0,5.722256183624268
3,data_wgs,ig_boundarycrawler,ig_gs,0.0,-1.0,3.9639968872070312
3,data_wgs,ig_boundarycrawler,lime_zero,1.0,-1.0,6.291064739227295
3,data_wgs,ig_boundarycrawler,lime_boundarycrawler,1.0,1.0,0.05726282298564911
3,data_wgs,ig_boundarycrawler,lime_gs,0.0,-1.0,3.9654622077941895
3,data_wgs,ig_boundarycrawler,ks_zero,1.0,-1.0,6.309354782104492
3,data_wgs,ig_boundarycrawler,ks_boundarycrawler,1.0,1.0,0.011846155859529972
3,data_wgs,ig_boundarycrawler,ks_gs,0.0,-1.0,3.9650774002075195
3,data_wgs,ig_gs,lime_zero,0.0,1.0,5.687981128692627
3,data_wgs,ig_gs,lime_boundarycrawler,0.0,-1.0,3.9756698608398438
3,data_wgs,ig_gs,lime_gs,1.0,1.0,0.05708153545856476
3,data_wgs,ig_gs,ks_zero,0.0,1.0,5.719593048095703
3,data_wgs,ig_gs,ks_boundarycrawler,0.0,-1.0,3.9757654666900635
