idx,dataset,y,pred_target,crawler_success,gs_success,gs_radius_found,angle_x_crawler_gs_deg,sphere_frac,sphere_vol,dist_x_to_crawler,dist_x_to_gs,dist_crawler_to_gs,ring_n,ring_r_min,ring_r_max,ring_count_y0,ring_count_y1,ring_count_pred0,ring_count_pred1,attr_methods,attr_baselines,attr_ig_steps,attr_topk,attr_sg_samples,attr_sg_stdevs,attr_sg_nt_type,attr_perturb_samples,attr_perturbations_per_eval,attr_ig_zero_success,attr_ig_zero_sensitivity,attr_ig_zero_fidelity_del_auc,attr_ig_zero_fidelity_ins_auc,attr_ig_zero_fidelity_del_delta_topk,attr_ig_zero_fidelity_ins_delta_topk,attr_ig_zero_stability_lipschitz,attr_ig_zero_stability_mean_attr_change,attr_ig_zero_cosine_truegrad,attr_ig_zero_boundary_alignment,attr_ig_boundarycrawler_success,attr_ig_boundarycrawler_sensitivity,attr_ig_boundarycrawler_fidelity_del_auc,attr_ig_boundarycrawler_fidelity_ins_auc,attr_ig_boundarycrawler_fidelity_del_delta_topk,attr_ig_boundarycrawler_fidelity_ins_delta_topk,attr_ig_boundarycrawler_stability_lipschitz,attr_ig_boundarycrawler_stability_mean_attr_change,attr_ig_boundarycrawler_cosine_truegrad,attr_ig_boundarycrawler_boundary_alignment,attr_ig_gs_success,attr_ig_gs_sensitivity,attr_ig_gs_fidelity_del_auc,attr_ig_gs_fidelity_ins_auc,attr_ig_gs_fidelity_del_delta_topk,attr_ig_gs_fidelity_ins_delta_topk,attr_ig_gs_stability_lipschitz,attr_ig_gs_stability_mean_attr_change,attr_ig_gs_cosine_truegrad,attr_ig_gs_boundary_alignment,attr_lime_zero_success,attr_lime_zero_sensitivity,attr_lime_zero_fidelity_del_auc,attr_lime_zero_fidelity_ins_auc,attr_lime_zero_fidelity_del_delta_topk,attr_lime_zero_fidelity_ins_delta_topk,attr_lime_zero_stability_lipschitz,attr_lime_zero_stability_mean_attr_change,attr_lime_zero_cosine_truegrad,attr_lime_zero_boundary_alignment,attr_lime_boundarycrawler_success,attr_lime_boundarycrawler_sensitivity,attr_lime_boundarycrawler_fidelity_del_auc,attr_lime_boundarycrawler_fidelity_ins_auc,attr_lime_boundarycrawler_fidelity_del_delta_topk,attr_lime_boundarycrawler_fidelity_ins_delta_topk,attr_lime_boundarycrawler_stability_lipschitz,attr_lime_boundarycrawler_stability_mean_attr_change,attr_lime_boundarycrawler_cosine_truegrad,attr_lime_boundarycrawler_boundary_alignment,attr_lime_gs_success,attr_lime_gs_sensitivity,attr_lime_gs_fidelity_del_auc,attr_lime_gs_fidelity_ins_auc,attr_lime_gs_fidelity_del_delta_topk,attr_lime_gs_fidelity_ins_delta_topk,attr_lime_gs_stability_lipschitz,attr_lime_gs_stability_mean_attr_change,attr_lime_gs_cosine_truegrad,attr_lime_gs_boundary_alignment,attr_ks_zero_success,attr_ks_zero_sensitivity,attr_ks_zero_fidelity_del_auc,attr_ks_zero_fidelity_ins_auc,attr_ks_zero_fidelity_del_delta_topk,attr_ks_zero_fidelity_ins_delta_topk,attr_ks_zero_stability_lipschitz,attr_ks_zero_stability_mean_attr_change,attr_ks_zero_cosine_truegrad,attr_ks_zero_boundary_alignment,attr_ks_boundarycrawler_success,attr_ks_boundarycrawler_sensitivity,attr_ks_boundarycrawler_fidelity_del_auc,attr_ks_boundarycrawler_fidelity_ins_auc,attr_ks_boundarycrawler_fidelity_del_delta_topk,attr_ks_boundarycrawler_fidelity_ins_delta_topk,attr_ks_boundarycrawler_stability_lipschitz,attr_ks_boundarycrawler_stability_mean_attr_change,attr_ks_boundarycrawler_cosine_truegrad,attr_ks_boundarycrawler_boundary_alignment,attr_ks_gs_success,attr_ks_gs_sensitivity,attr_ks_gs_fidelity_del_auc,attr_ks_gs_fidelity_ins_auc,attr_ks_gs_fidelity_del_delta_topk,attr_ks_gs_fidelity_ins_delta_topk,attr_ks_gs_stability_lipschitz,attr_ks_gs_stability_mean_attr_change,attr_ks_gs_cosine_truegrad,attr_ks_gs_boundary_alignment
0,data_wgs,1,1,True,True,0.6620793342590332,14.35442997292713,0.001395,0.0019858434812815217,0.6731478571891785,0.6620793342590332,0.16718243062496185,0,0.6620793342590332,0.6731478571891785,0,0,0,0,"ig,lime,ks","zero,boundarycrawler,gs",64,1,50,0.1,smoothgrad,500,64,True,,7.179295539855957,5.668688774108887,2.936861515045166,2.6974220275878906,7.112419128417969,0.04824885595589876,-0.9808850288391113,0.9997198581695557,True,,1.325276255607605,3.7414791584014893,4.892141819000244,5.085264205932617,7.055953502655029,0.04922514638553063,0.9995372891426086,0.926654040813446,True,,1.214691162109375,3.7775492668151855,5.100874900817871,5.1947150230407715,7.705729961395264,0.04762427338088552,0.9981491565704346,0.994552493095398,True,,7.179295539855957,5.668688774108887,2.936861515045166,2.6974220275878906,8.134900093078613,0.04569405469422539,-0.992638885974884,0.998712420463562,True,,1.325276255607605,3.7414791584014893,4.892141819000244,5.085264205932617,9.394920349121094,0.05004210797099707,0.9988393783569336,0.9331843256950378,True,,1.214691162109375,3.7775492668151855,5.100874900817871,5.1947150230407715,6.163670063018799,0.04609154065450032,0.997445821762085,0.9956051111221313,True,,7.179295539855957,5.668688774108887,2.936861515045166,2.6974220275878906,7.195286750793457,0.04368946986893813,-0.9896109104156494,0.9996110796928406,True,,1.325276255607605,3.7414791584014893,4.892141819000244,5.085264205932617,6.820657730102539,0.04600933839877446,0.9992060661315918,0.9301567077636719,True,,1.214691162109375,3.7775492668151855,5.100874900817871,5.1947150230407715,6.031064510345459,0.04174124028844138,0.9977526664733887,0.9951801300048828
1,data_wgs,1,1,True,True,1.045039415359497,1.1709407380009609,0.001645,0.00569212767843607,1.0494927167892456,1.045039415359497,0.021868519484996796,0,1.045039415359497,1.0494927167892456,0,0,0,0,"ig,lime,ks","zero,boundarycrawler,gs",64,1,50,0.1,smoothgrad,500,64,True,,3.6155269145965576,9.772456169128418,9.6340970993042,3.695638656616211,8.885546684265137,0.048798132905115685,0.7164943814277649,0.9400296211242676,True,,2.0842478275299072,6.419088363647461,8.715600967407227,8.9320650100708,8.808658599853516,0.06639437740668655,0.9984527230262756,0.9980150461196899,True,,2.1126625537872314,6.413938999176025,8.660161972045898,8.917594909667969,9.90784740447998,0.06734968383486072,0.9986898899078369,0.9968794584274292,True,,3.6155269145965576,9.772456169128418,9.6340970993042,3.695638656616211,246.35411071777344,0.20286531808475652,0.7580263614654541,0.9172813296318054,True,,2.0842478275299072,6.419088363647461,8.715600967407227,8.9320650100708,13.724339485168457,0.05796415661461651,0.9981477856636047,0.9976714849472046,True,,2.1126625537872314,6.413938999176025,8.660161972045898,8.917594909667969,15.142586708068848,0.058445766506095724,0.998374342918396,0.9964019060134888,True,,3.6155269145965576,9.772456169128418,9.6340970993042,3.695638656616211,129.56915283203125,0.22036314544578392,0.7110904455184937,0.9426335096359253,True,,2.0842478275299072,6.419088363647461,8.715600967407227,8.9320650100708,11.041364669799805,0.06440091108670458,0.9983972311019897,0.9979522824287415,True,,2.1126625537872314,6.413938999176025,8.660161972045898,8.917594909667969,11.90091323852539,0.06446710117355299,0.9986056089401245,0.9967501163482666
2,data_wgs,0,0,True,True,1.344504952430725,145.50207330631574,0.11091,1.3827103259183582,1.9920732975006104,1.344504952430725,3.1922969818115234,25,1.344504952430725,1.9920732975006104,25,0,25,0,"ig,lime,ks","zero,boundarycrawler,gs",64,1,50,0.1,smoothgrad,500,64,True,,-2.790536403656006,0.011631250381469727,8.322062492370605,10.751222610473633,11.131514549255371,0.025623477669432758,0.6125122308731079,-0.9774784445762634,True,,1.4086257219314575,3.323939800262451,4.330079078674316,4.15681791305542,5.050177574157715,0.012494440865702927,0.3848024308681488,0.9091809391975403,True,,1.7105282545089722,3.2780752182006836,3.535493850708008,4.637428283691406,11.231878280639648,0.04253781467365722,0.528783917427063,-0.9999455213546753,True,,-2.790536403656006,0.011631250381469727,8.322062492370605,10.751222610473633,37.44071960449219,0.10064934622496366,0.6165366172790527,-0.9785423874855042,True,,1.4086257219314575,3.323939800262451,4.330079078674316,4.15681791305542,2.7468721866607666,0.011803092778427527,0.3719065189361572,0.9148936867713928,True,,1.7105282545089722,3.2780752182006836,3.535493850708008,4.637428283691406,17.039501190185547,0.04566430309787393,0.494560182094574,-0.9987360239028931,True,,-2.790536403656006,0.011631250381469727,8.322062492370605,10.751222610473633,100.65302276611328,0.11603888878598809,0.6327637434005737,-0.9826125502586365,True,,1.4086257219314575,3.323939800262451,4.330079078674316,4.15681791305542,6.251680374145508,0.013705158388863008,0.3805510997772217,0.9110875129699707,True,,1.7105282545089722,3.2780752182006836,3.535493850708008,4.637428283691406,45.678993225097656,0.05495135144641002,0.4943650960922241,-0.9987247586250305
3,data_wgs,1,1,True,True,1.0227152109146118,69.54883091865149,0.00469,0.009827475619269542,0.8166944980621338,1.0227152109146118,1.0626626014709473,10,0.8166944980621338,1.0227152109146118,0,10,0,10,"ig,lime,ks","zero,boundarycrawler,gs",64,1,50,0.1,smoothgrad,500,64,True,,5.9727702140808105,5.739655017852783,2.4549648761749268,1.9117722511291504,5.058470249176025,0.0390562576862673,-0.9675706624984741,0.9455258846282959,True,,0.8451485633850098,2.6156251430511475,3.810029983520508,3.810912609100342,5.456409931182861,0.041118242188046376,0.9478920102119446,0.9961235523223877,True,,1.2381227016448975,2.2793893814086914,3.0507030487060547,3.058577060699463,4.884708404541016,0.04452751508603493,0.6481976509094238,0.9937222003936768,True,,5.9727702140808105,5.739655017852783,2.4549648761749268,1.9117722511291504,8.288384437561035,0.053701450349763036,-0.9661053419113159,0.947378396987915,True,,0.8451485633850098,2.6156251430511475,3.810029983520508,3.810912609100342,6.152939319610596,0.05091837119931976,0.9439795017242432,0.994989812374115,True,,1.2381227016448975,2.2793893814086914,3.0507030487060547,3.058577060699463,6.164079666137695,0.05087307303523024,0.6417339444160461,0.9946328401565552,True,,5.9727702140808105,5.739655017852783,2.4549648761749268,1.9117722511291504,20.46884536743164,0.04490706454962492,-0.9642010927200317,0.9496828317642212,True,,0.8451485633850098,2.6156251430511475,3.810029983520508,3.810912609100342,4.896335601806641,0.04140582717955112,0.9472278952598572,0.9959385395050049,True,,1.2381227016448975,2.2793893814086914,3.0507030487060547,3.058577060699463,4.884309768676758,0.04142083236947656,0.6480129957199097,0.99374920129776
4,data_wgs,0,0,True,True,0.7911592125892639,5.104119996947179,0.00035,0.0007001746024982578,0.7979840636253357,0.7911592125892639,0.07108680158853531,0,0.7911592125892639,0.7979840636253357,0,0,0,0,"ig,lime,ks","zero,boundarycrawler,gs",64,1,50,0.1,smoothgrad,500,64,True,,-4.309881687164307,3.4083898067474365,14.983861923217773,16.3370361328125,12.46230697631836,0.08143735118210316,0.9886099100112915,-0.997579038143158,True,,1.7127659320831299,5.211088180541992,7.204067230224609,7.14592981338501,9.034558296203613,0.06579462392255664,0.9884450435638428,-0.9770170450210571,True,,1.6997268199920654,5.262424468994141,7.235581398010254,7.232294082641602,9.070151329040527,0.06566209313459695,0.9867350459098816,-0.9934139251708984,True,,-4.309881687164307,3.4083898067474365,14.983861923217773,16.3370361328125,66.09213256835938,0.13181789629161358,0.9853243231773376,-0.9959476590156555,True,,1.7127659320831299,5.211088180541992,7.204067230224609,7.14592981338501,11.709688186645508,0.06650673866000337,0.9874545931816101,-0.9783615469932556,True,,1.6997268199920654,5.262424468994141,7.235581398010254,7.232294082641602,10.315923690795898,0.06709435709441701,0.9858416318893433,-0.9940198659896851,True,,-4.309881687164307,3.4083898067474365,14.983861923217773,16.3370361328125,21.3027400970459,0.10445446278899909,0.9873231649398804,-0.996965765953064,True,,1.7127659320831299,5.211088180541992,7.204067230224609,7.14592981338501,9.35920524597168,0.07954148491844534,0.9882680773735046,-0.9772642850875854,True,,1.6997268199920654,5.262424468994141,7.235581398010254,7.232294082641602,9.139626502990723,0.07930090362206102,0.9867262244224548,-0.9934201240539551
5,data_wgs,0,0,True,True,1.031550407409668,9.272900264278256,0.000875,0.0029791004914932998,1.0410308837890625,1.031550407409668,0.16779929399490356,0,1.031550407409668,1.0410308837890625,0,0,0,0,"ig,lime,ks","zero,boundarycrawler,gs",64,1,50,0.1,smoothgrad,500,64,True,,-2.3443803787231445,3.0635194778442383,10.571221351623535,15.807842254638672,5.505740165710449,0.039399935646603504,0.9962929487228394,-0.994336724281311,True,,3.399202585220337,4.835181713104248,3.346342086791992,6.564306735992432,11.084111213684082,0.07010481236502528,0.999736487865448,-0.9865150451660156,True,,3.117426872253418,4.73861026763916,3.897676944732666,6.407812595367432,4.990618705749512,0.045737471772978704,0.9999999403953552,-0.9996788501739502,True,,-2.3443803787231445,3.0635194778442383,10.571221351623535,15.807842254638672,726.7156982421875,0.33886127633353075,0.8869530558586121,-0.958960771560669,True,,3.399202585220337,4.835181713104248,3.346342086791992,6.564306735992432,421.35882568359375,0.20905205039307476,0.9808556437492371,-0.9274139404296875,True,,3.117426872253418,4.73861026763916,3.897676944732666,6.407812595367432,328.2613830566406,0.16833638474345208,0.9707317352294922,-0.9642855525016785,True,,-2.3443803787231445,3.0635194778442383,10.571221351623535,15.807842254638672,124.06468200683594,0.1769792769414683,0.9194924235343933,-0.9777380228042603,True,,3.399202585220337,4.835181713104248,3.346342086791992,6.564306735992432,73.81266784667969,0.11955128678431114,0.9764310121536255,-0.9191374778747559,True,,3.117426872253418,4.73861026763916,3.897676944732666,6.407812595367432,56.189117431640625,0.10143339425946275,0.9671639204025269,-0.9603618383407593
6,data_wgs,1,1,True,True,1.275344729423523,5.239618512529226,7e-05,0.00035977565758575647,1.2790629863739014,1.275344729423523,0.11681671440601349,0,1.275344729423523,1.2790629863739014,0,0,0,0,"ig,lime,ks","zero,boundarycrawler,gs",64,1,50,0.1,smoothgrad,500,64,True,,4.833407878875732,10.298270225524902,8.598307609558105,4.280610084533691,8.995720863342285,0.05811064854885141,0.6190184354782104,0.8313465118408203,True,,3.3425204753875732,7.042091369628906,7.752394199371338,9.251317024230957,6.583510398864746,0.05123196396355827,0.9931670427322388,0.8756775856018066,True,,3.4683446884155273,7.015878677368164,7.489156723022461,9.233657836914062,6.766781330108643,0.04822838424394528,0.9947632551193237,0.8196529150009155,True,,4.833407878875732,10.298270225524902,8.598307609558105,4.280610084533691,77.82320404052734,0.14078144573916992,0.6834623217582703,0.7811609506607056,True,,3.3425204753875732,7.042091369628906,7.752394199371338,9.251317024230957,27.856361389160156,0.07713748887181282,0.9934437274932861,0.8745178580284119,True,,3.4683446884155273,7.015878677368164,7.489156723022461,9.233657836914062,31.43416976928711,0.08164132256060838,0.9956513047218323,0.8144111633300781,True,,4.833407878875732,10.298270225524902,8.598307609558105,4.280610084533691,68.00559997558594,0.12742719238934416,0.6611064076423645,0.7996582984924316,True,,3.3425204753875732,7.042091369628906,7.752394199371338,9.251317024230957,21.810792922973633,0.07457720929135879,0.9936749935150146,0.8735260963439941,True,,3.4683446884155273,7.015878677368164,7.489156723022461,9.233657836914062,24.57309913635254,0.07950433821727833,0.9957939386367798,0.8135141134262085
7,data_wgs,0,0,True,True,1.0041195154190063,59.63088770582698,0.02262,0.0480276889736663,0.8220999240875244,1.0041195154190063,0.9216419458389282,8,0.8220999240875244,1.0041195154190063,8,0,8,0,"ig,lime,ks","zero,boundarycrawler,gs",64,1,50,0.1,smoothgrad,500,64,True,,-4.588241100311279,2.8296008110046387,14.472551345825195,15.535469055175781,14.658791542053223,0.08006672567377487,0.987742006778717,-0.9983504414558411,True,,1.3012748956680298,4.542122840881348,6.94863224029541,6.1951704025268555,8.699774742126465,0.08401224041978518,0.9872233271598816,-0.9094740152359009,True,,1.0739376544952393,5.2879719734191895,7.471111297607422,7.483455657958984,9.200662612915039,0.08922848285486301,0.9532029032707214,-0.7254636883735657,True,,-4.588241100311279,2.8296008110046387,14.472551345825195,15.535469055175781,77.72215270996094,0.07675360416372617,0.9842093586921692,-0.9969081878662109,True,,1.3012748956680298,4.542122840881348,6.94863224029541,6.1951704025268555,75.56430053710938,0.07836829417695602,0.985836923122406,-0.9129661321640015,True,,1.0739376544952393,5.2879719734191895,7.471111297607422,7.483455657958984,13.662172317504883,0.07128486968576908,0.9551416635513306,-0.729907751083374,True,,-4.588241100311279,2.8296008110046387,14.472551345825195,15.535469055175781,12.739105224609375,0.07925690086558461,0.9856849312782288,-0.9975427985191345,True,,1.3012748956680298,4.542122840881348,6.94863224029541,6.1951704025268555,17.572738647460938,0.07652496813486019,0.9875613451004028,-0.90858393907547,True,,1.0739376544952393,5.2879719734191895,7.471111297607422,7.483455657958984,9.11294174194336,0.07463336819782854,0.9537073969841003,-0.7266141176223755
8,data_wgs,1,1,True,True,1.2164452075958252,12.989009279378166,1e-05,4.254136929452433e-05,1.1636725664138794,1.2164452075958252,0.27426889538764954,1,1.1636725664138794,1.2164452075958252,0,1,0,1,"ig,lime,ks","zero,boundarycrawler,gs",64,1,50,0.1,smoothgrad,500,64,True,,5.1559529304504395,9.451804161071777,6.5207977294921875,3.065150260925293,13.775262832641602,0.06909852831934889,0.5696819424629211,0.9690073728561401,True,,3.349238157272339,5.870229244232178,6.146617412567139,7.8648295402526855,5.787178993225098,0.056754723113651075,0.999100923538208,0.9434880018234253,True,,2.919701337814331,6.051835536956787,7.000751495361328,8.242860794067383,8.169682502746582,0.062220718758180735,0.9938233494758606,0.9838635921478271,True,,5.1559529304504395,9.451804161071777,6.5207977294921875,3.065150260925293,40.81446075439453,0.12431122884154319,0.6066131591796875,0.9567176103591919,True,,3.349238157272339,5.870229244232178,6.146617412567139,7.8648295402526855,27.29037094116211,0.08216403620317578,0.9998230338096619,0.9510430097579956,True,,2.919701337814331,6.051835536956787,7.000751495361328,8.242860794067383,21.389196395874023,0.06880105452922483,0.9930760264396667,0.9826719760894775,True,,5.1559529304504395,9.451804161071777,6.5207977294921875,3.065150260925293,29.695518493652344,0.10982761556903521,0.5736021995544434,0.9678161144256592,True,,3.349238157272339,5.870229244232178,6.146617412567139,7.8648295402526855,22.88668441772461,0.08433508096883695,0.9997876882553101,0.950488269329071,True,,2.919701337814331,6.051835536956787,7.000751495361328,8.242860794067383,17.603363037109375,0.0750385501421988,0.9931629300117493,0.9828091859817505
9,data_wgs,0,0,True,True,1.2768856287002563,3.1374103493783254,0.00033,0.0017206108644130802,1.288277506828308,1.2768856287002563,0.07114073634147644,2,1.2768856287002563,1.288277506828308,2,0,2,0,"ig,lime,ks","zero,boundarycrawler,gs",64,1,50,0.1,smoothgrad,500,64,True,,-1.2538166046142578,5.295114517211914,16.10954475402832,17.69788360595703,10.57236385345459,0.08979186001233756,0.9047806262969971,-0.7995805144309998,True,,4.734550476074219,7.979372978210449,8.4652099609375,10.06920051574707,7.5852742195129395,0.08635966998214523,0.9398788809776306,-0.719950795173645,True,,4.877941608428955,7.9217939376831055,8.179346084594727,9.951287269592285,7.7192158699035645,0.08736003575225672,0.9527254104614258,-0.6512002348899841,True,,-1.2538166046142578,5.295114517211914,16.10954475402832,17.69788360595703,20.91897964477539,0.10620816859106223,0.8899531364440918,-0.8193167448043823,True,,4.734550476074219,7.979372978210449,8.4652099609375,10.06920051574707,22.58357048034668,0.10113305880998572,0.9230238795280457,-0.7513726949691772,True,,4.877941608428955,7.9217939376831055,8.179346084594727,9.951287269592285,24.43164825439453,0.10457178192834059,0.9329212307929993,-0.6952775716781616,True,,-1.2538166046142578,5.295114517211914,16.10954475402832,17.69788360595703,38.415992736816406,0.1280098432675004,0.8930573463439941,-0.8153688311576843,True,,4.734550476074219,7.979372978210449,8.4652099609375,10.06920051574707,38.96051025390625,0.11669503735999266,0.9244930744171143,-0.7488356828689575,True,,4.877941608428955,7.9217939376831055,8.179346084594727,9.951287269592285,42.52301788330078,0.119496842349569,0.9343891143798828,-0.6923263072967529
