idx,dataset,y,pred_target,crawler_success,gs_success,gs_radius_found,angle_x_crawler_gs_deg,sphere_frac,sphere_vol,dist_x_to_crawler,dist_x_to_gs,dist_crawler_to_gs,ring_n,ring_r_min,ring_r_max,ring_count_y0,ring_count_y1,ring_count_pred0,ring_count_pred1,attr_methods,attr_baselines,attr_ig_steps,attr_topk,attr_sg_samples,attr_sg_stdevs,attr_sg_nt_type,attr_perturb_samples,attr_perturbations_per_eval,attr_ig_zero_success,attr_ig_zero_sensitivity,attr_ig_zero_fidelity_del_auc,attr_ig_zero_fidelity_ins_auc,attr_ig_zero_fidelity_del_delta_topk,attr_ig_zero_fidelity_ins_delta_topk,attr_ig_zero_stability_lipschitz,attr_ig_zero_stability_mean_attr_change,attr_ig_zero_cosine_truegrad,attr_ig_zero_boundary_alignment,attr_ig_boundarycrawler_success,attr_ig_boundarycrawler_sensitivity,attr_ig_boundarycrawler_fidelity_del_auc,attr_ig_boundarycrawler_fidelity_ins_auc,attr_ig_boundarycrawler_fidelity_del_delta_topk,attr_ig_boundarycrawler_fidelity_ins_delta_topk,attr_ig_boundarycrawler_stability_lipschitz,attr_ig_boundarycrawler_stability_mean_attr_change,attr_ig_boundarycrawler_cosine_truegrad,attr_ig_boundarycrawler_boundary_alignment,attr_ig_gs_success,attr_ig_gs_sensitivity,attr_ig_gs_fidelity_del_auc,attr_ig_gs_fidelity_ins_auc,attr_ig_gs_fidelity_del_delta_topk,attr_ig_gs_fidelity_ins_delta_topk,attr_ig_gs_stability_lipschitz,attr_ig_gs_stability_mean_attr_change,attr_ig_gs_cosine_truegrad,attr_ig_gs_boundary_alignment,attr_lime_zero_success,attr_lime_zero_sensitivity,attr_lime_zero_fidelity_del_auc,attr_lime_zero_fidelity_ins_auc,attr_lime_zero_fidelity_del_delta_topk,attr_lime_zero_fidelity_ins_delta_topk,attr_lime_zero_stability_lipschitz,attr_lime_zero_stability_mean_attr_change,attr_lime_zero_cosine_truegrad,attr_lime_zero_boundary_alignment,attr_lime_boundarycrawler_success,attr_lime_boundarycrawler_sensitivity,attr_lime_boundarycrawler_fidelity_del_auc,attr_lime_boundarycrawler_fidelity_ins_auc,attr_lime_boundarycrawler_fidelity_del_delta_topk,attr_lime_boundarycrawler_fidelity_ins_delta_topk,attr_lime_boundarycrawler_stability_lipschitz,attr_lime_boundarycrawler_stability_mean_attr_change,attr_lime_boundarycrawler_cosine_truegrad,attr_lime_boundarycrawler_boundary_alignment,attr_lime_gs_success,attr_lime_gs_sensitivity,attr_lime_gs_fidelity_del_auc,attr_lime_gs_fidelity_ins_auc,attr_lime_gs_fidelity_del_delta_topk,attr_lime_gs_fidelity_ins_delta_topk,attr_lime_gs_stability_lipschitz,attr_lime_gs_stability_mean_attr_change,attr_lime_gs_cosine_truegrad,attr_lime_gs_boundary_alignment,attr_ks_zero_success,attr_ks_zero_sensitivity,attr_ks_zero_fidelity_del_auc,attr_ks_zero_fidelity_ins_auc,attr_ks_zero_fidelity_del_delta_topk,attr_ks_zero_fidelity_ins_delta_topk,attr_ks_zero_stability_lipschitz,attr_ks_zero_stability_mean_attr_change,attr_ks_zero_cosine_truegrad,attr_ks_zero_boundary_alignment,attr_ks_boundarycrawler_success,attr_ks_boundarycrawler_sensitivity,attr_ks_boundarycrawler_fidelity_del_auc,attr_ks_boundarycrawler_fidelity_ins_auc,attr_ks_boundarycrawler_fidelity_del_delta_topk,attr_ks_boundarycrawler_fidelity_ins_delta_topk,attr_ks_boundarycrawler_stability_lipschitz,attr_ks_boundarycrawler_stability_mean_attr_change,attr_ks_boundarycrawler_cosine_truegrad,attr_ks_boundarycrawler_boundary_alignment,attr_ks_gs_success,attr_ks_gs_sensitivity,attr_ks_gs_fidelity_del_auc,attr_ks_gs_fidelity_ins_auc,attr_ks_gs_fidelity_del_delta_topk,attr_ks_gs_fidelity_ins_delta_topk,attr_ks_gs_stability_lipschitz,attr_ks_gs_stability_mean_attr_change,attr_ks_gs_cosine_truegrad,attr_ks_gs_boundary_alignment
0,data_wgs,0,0,True,True,8.359999999999985,40.92050889815518,0.0,0.0,6.48806619644165,8.342376708984375,5.4674601554870605,73,6.48806619644165,8.359999999999985,73,0,73,0,"ig,lime,ks","zero,boundarycrawler,gs",64,10,50,0.1,smoothgrad,300,64,True,,1.4473518133163452,13.814947128295898,19.643394470214844,18.321462631225586,0.7011609673500061,0.02086232720563809,0.8814989924430847,0.19174537062644958,True,,9.591493606567383,17.4001522064209,12.314321517944336,13.701213836669922,0.8646110892295837,0.02165986718609929,0.8457468748092651,0.062438786029815674,True,,9.021686553955078,18.201757431030273,12.729192733764648,12.896270751953125,0.8318275213241577,0.022525718715041877,0.7307109832763672,-0.07984532415866852,True,,0.46170252561569214,13.572355270385742,22.206724166870117,17.63334083557129,22.55817413330078,0.6285671790440878,0.8748809099197388,0.18346542119979858,True,,9.567540168762207,17.401527404785156,12.314321517944336,13.701213836669922,4.478994369506836,0.1162245400249958,0.8428618907928467,0.0639510452747345,True,,9.023141860961914,18.182022094726562,12.729192733764648,12.896270751953125,8.670644760131836,0.22643025517463683,0.7242828607559204,-0.09289863705635071,True,,0.6293618679046631,13.57111930847168,22.059972763061523,17.576894760131836,38.173789978027344,1.0334781726201376,0.8801473379135132,0.18323999643325806,True,,9.579160690307617,17.295730590820312,12.534173011779785,13.637378692626953,26.17115020751953,0.700589324037234,0.8483651876449585,0.03354260325431824,True,,9.06087589263916,18.1810359954834,12.729192733764648,12.896270751953125,33.663578033447266,0.873037048180898,0.7129504084587097,-0.10811561346054077
1,data_wgs,1,1,True,True,8.209999999999983,37.86147508848814,0.0,0.0,6.509899616241455,8.172804832458496,5.0164265632629395,83,6.509899616241455,8.209999999999983,0,83,0,83,"ig,lime,ks","zero,boundarycrawler,gs",64,10,50,0.1,smoothgrad,300,64,True,,5.7783708572387695,20.08452606201172,26.74358367919922,25.01817512512207,1.0682793855667114,0.027158791820208233,0.8874130249023438,0.38853779435157776,True,,9.515408515930176,22.57363510131836,21.5107421875,22.158958435058594,1.0981849431991577,0.03226982206106186,0.8362987041473389,-0.03331649303436279,True,,8.607522964477539,24.227375030517578,22.73371124267578,23.328012466430664,1.0959408283233643,0.03268114210416873,0.7465236186981201,0.14003485441207886,True,,5.827691555023193,20.001726150512695,25.024707794189453,24.42791175842285,17.24901580810547,0.326275110244751,0.880617618560791,0.3686281442642212,True,,9.497044563293457,22.511011123657227,21.5107421875,22.158958435058594,11.612907409667969,0.22852132519086202,0.8314691781997681,-0.03336946666240692,True,,8.732657432556152,24.26280403137207,21.464248657226562,23.50086212158203,14.231597900390625,0.2605749204754829,0.7469816207885742,0.1235070526599884,True,,5.8736958503723145,20.05953598022461,25.705419540405273,25.068445205688477,21.80987548828125,0.39924693206946055,0.8850932121276855,0.37634629011154175,True,,9.666911125183105,22.5489501953125,20.88848876953125,21.66032600402832,63.261383056640625,1.0274607678254446,0.8404644131660461,-0.04230126738548279,True,,9.140449523925781,23.954864501953125,21.0440673828125,22.784278869628906,75.53865051269531,1.238515951236089,0.7391939163208008,0.1427483856678009
2,data_wgs,0,0,True,True,10.460000000000017,45.49079801198866,0.0,0.0,7.355374336242676,10.413798332214355,7.426677227020264,150,7.355374336242676,10.460000000000017,150,0,150,0,"ig,lime,ks","zero,boundarycrawler,gs",64,10,50,0.1,smoothgrad,300,64,True,,2.6091361045837402,15.328927993774414,22.172338485717773,21.346017837524414,0.9694228172302246,0.022730845647553604,0.8935896158218384,0.20346106588840485,True,,9.921062469482422,18.748409271240234,14.175661087036133,16.393165588378906,0.9493243098258972,0.022629139417161544,0.8209323287010193,0.01781792938709259,True,,9.115708351135254,20.198902130126953,14.575277328491211,15.6329345703125,0.9888458251953125,0.023077737788359323,0.5952849984169006,0.16600647568702698,True,,0.6301662921905518,14.827362060546875,24.9846134185791,20.626447677612305,33.11223602294922,0.6011619756619135,0.8667841553688049,0.10252243280410767,True,,9.921062469482422,18.748409271240234,14.175661087036133,16.393165588378906,6.119924068450928,0.1414652593433857,0.8179816007614136,0.032837554812431335,True,,9.229122161865234,20.23965835571289,13.365625381469727,15.395610809326172,9.640277862548828,0.20689264784256617,0.5983432531356812,0.16856445372104645,True,,0.6028985381126404,14.552660942077637,25.24818992614746,19.550464630126953,46.17174530029297,0.9708759367465973,0.8596899509429932,0.05593918263912201,True,,10.026333808898926,18.688295364379883,14.065139770507812,16.28944206237793,35.89662551879883,0.993934154510498,0.809092104434967,0.07798303663730621,True,,9.228296279907227,20.18224334716797,13.372882843017578,15.444330215454102,33.26249313354492,0.8912183344364166,0.5815661549568176,0.1881006807088852
3,data_wgs,1,1,True,True,3.3599999999999963,35.24544886271601,0.0,0.0,2.855354070663452,3.346402168273926,1.935017704963684,0,2.855354070663452,3.3599999999999963,0,0,0,0,"ig,lime,ks","zero,boundarycrawler,gs",64,10,50,0.1,smoothgrad,300,64,True,,3.8247995376586914,9.950247764587402,13.488627433776855,13.32254695892334,1.6932977437973022,0.04380989770094554,0.36275479197502136,0.37028956413269043,True,,5.20151424407959,11.449901580810547,10.2877197265625,10.471662521362305,1.3089842796325684,0.034779162829120955,0.918516993522644,0.08065873384475708,True,,4.689439296722412,12.125387191772461,10.41648006439209,10.484417915344238,1.2972537279129028,0.03355135520299276,0.8243018388748169,-0.02107599377632141,True,,3.0869040489196777,10.470027923583984,13.488627433776855,13.32254695892334,16.813425064086914,0.3398890500267347,0.38680583238601685,0.4275885820388794,True,,5.218033313751221,11.430713653564453,10.2877197265625,10.471662521362305,2.6158905029296875,0.0634802798430125,0.9122702479362488,0.0794132649898529,True,,4.697620868682861,12.110856056213379,10.41648006439209,10.484417915344238,2.497168779373169,0.06427861712872981,0.821017861366272,-0.011338159441947937,True,,3.0041890144348145,10.251960754394531,13.646992683410645,12.79189395904541,21.093067169189453,0.4342409998178482,0.40870440006256104,0.4580111503601074,True,,5.207393646240234,11.452559471130371,10.2877197265625,10.471662521362305,4.107864856719971,0.10276252379020055,0.9192118048667908,0.07643631100654602,True,,4.693403720855713,12.129613876342773,10.41648006439209,10.484417915344238,5.0470380783081055,0.12504057362675666,0.8273870944976807,-0.02548232674598694
4,data_wgs,1,1,True,True,6.959999999999984,35.445795068497155,0.0,0.0,5.496428489685059,6.958874225616455,4.039373397827148,3,5.496428489685059,6.959999999999984,0,3,0,3,"ig,lime,ks","zero,boundarycrawler,gs",64,10,50,0.1,smoothgrad,300,64,True,,5.0350823402404785,19.551130294799805,26.122163772583008,24.35905647277832,1.1330875158309937,0.03160597415020069,0.7213276624679565,0.36700761318206787,True,,10.104713439941406,21.823896408081055,20.291528701782227,20.788429260253906,1.3313868045806885,0.034892494107286134,0.9243446588516235,0.10105176270008087,True,,8.80117416381836,23.361228942871094,20.34326171875,20.946956634521484,1.3343530893325806,0.03587282846371333,0.7875779867172241,-0.06530018150806427,True,,5.097319602966309,19.62635040283203,26.122163772583008,24.35905647277832,21.050880432128906,0.4293292810519536,0.7236034274101257,0.36218833923339844,True,,10.107444763183594,21.81958770751953,20.291528701782227,20.788429260253906,5.104617595672607,0.11578951925039291,0.9245623350143433,0.10079056024551392,True,,8.80117416381836,23.361228942871094,20.34326171875,20.946956634521484,8.303398132324219,0.20345894594987232,0.7898024320602417,-0.07466262578964233,True,,5.061422824859619,19.64348602294922,26.122163772583008,24.35905647277832,24.311128616333008,0.46082951029141744,0.7422760725021362,0.37991833686828613,True,,10.109456062316895,21.829792022705078,20.291528701782227,20.788429260253906,22.803495407104492,0.5173139800628026,0.9269956350326538,0.10025511682033539,True,,8.84477424621582,23.37346839904785,20.34326171875,20.946956634521484,21.42168617248535,0.4994160006443659,0.7899876236915588,-0.0763903558254242
5,data_wgs,0,0,True,True,6.759999999999985,39.767208510740325,0.0,0.0,5.188662528991699,6.749579429626465,4.317502498626709,12,5.188662528991699,6.759999999999985,12,0,12,0,"ig,lime,ks","zero,boundarycrawler,gs",64,10,50,0.1,smoothgrad,300,64,True,,1.7724065780639648,15.035353660583496,20.62476348876953,19.681957244873047,0.8802375793457031,0.022392562900980312,0.8461017608642578,-0.3516920506954193,True,,10.311210632324219,17.92981719970703,12.417482376098633,12.748604774475098,0.9632500410079956,0.0242818179850777,0.8720653057098389,0.018086910247802734,True,,8.510249137878418,17.482267379760742,14.441557884216309,14.203392028808594,0.9381069540977478,0.02254036261389653,0.85532146692276,-0.014095544815063477,True,,1.648824691772461,15.17059326171875,21.298053741455078,20.34528923034668,20.85316276550293,0.4697039167086283,0.8368253707885742,-0.37761056423187256,True,,10.311210632324219,17.92981719970703,12.417482376098633,12.748604774475098,7.553236484527588,0.15606383581956226,0.863938570022583,0.018069475889205933,True,,8.508342742919922,17.48797035217285,14.441557884216309,14.203392028808594,7.477326393127441,0.18925760487715404,0.8528094291687012,-0.006210982799530029,True,,1.1554137468338013,15.138089179992676,22.858936309814453,19.791109085083008,47.19231033325195,0.9741208573182424,0.8234329223632812,-0.396164208650589,True,,10.344511032104492,17.925498962402344,12.417482376098633,12.748604774475098,30.391340255737305,0.6663792490959167,0.886397123336792,0.04673725366592407,True,,8.502163887023926,17.48712921142578,14.302799224853516,14.190139770507812,24.857343673706055,0.5611298620700836,0.8628089427947998,-0.007144525647163391
6,data_wgs,2,2,True,True,12.11000000000004,44.91019893226475,0.0,0.0,8.906720161437988,12.109334945678711,8.555556297302246,53,8.906720161437988,12.11000000000004,0,0,0,0,"ig,lime,ks","zero,boundarycrawler,gs",64,10,50,0.1,smoothgrad,300,64,True,,4.666720867156982,15.755626678466797,20.982189178466797,20.26897621154785,0.5872989892959595,0.01737794348349174,0.8812233209609985,-0.00447709858417511,True,,10.134923934936523,19.040624618530273,14.439108848571777,15.914966583251953,0.6872862577438354,0.02031939399118225,0.6792460680007935,0.178445503115654,True,,7.694432258605957,18.826932907104492,16.990137100219727,17.176795959472656,0.7215058207511902,0.020560241335382066,0.6559179425239563,-0.6756007671356201,True,,4.098023891448975,15.610536575317383,23.21811294555664,19.884111404418945,13.919062614440918,0.30521508355935417,0.8608249425888062,-0.020383328199386597,True,,10.214183807373047,19.003873825073242,14.439108848571777,15.914966583251953,17.32956314086914,0.3594682842493057,0.671210527420044,0.18559162318706512,True,,7.670767784118652,18.80658721923828,16.990137100219727,17.176795959472656,16.129257202148438,0.3662262459595998,0.6607624292373657,-0.6591997146606445,True,,4.4211225509643555,15.608480453491211,22.138500213623047,20.081083297729492,16.704160690307617,0.4461857497692108,0.866022527217865,-0.005302533507347107,True,,10.361781120300293,18.792518615722656,14.439108848571777,15.914966583251953,49.77261734008789,1.2928718864917754,0.6508787274360657,0.16786673665046692,True,,7.6705169677734375,18.794204711914062,16.990137100219727,17.176795959472656,41.790191650390625,1.056302644809087,0.6468185186386108,-0.6750151515007019
7,data_wgs,1,1,True,True,5.559999999999989,34.68482515655808,0.0,0.0,4.437816143035889,5.558109760284424,3.165684461593628,3,4.437816143035889,5.559999999999989,0,3,0,3,"ig,lime,ks","zero,boundarycrawler,gs",64,10,50,0.1,smoothgrad,300,64,True,,4.534668922424316,15.10643196105957,18.087282180786133,18.114818572998047,1.2495158910751343,0.03366684205830097,0.7300979495048523,0.8329160809516907,True,,7.3620195388793945,16.15085220336914,14.891683578491211,14.958033561706543,1.3153513669967651,0.035388756170868875,0.8449594974517822,0.04546773433685303,True,,7.662113189697266,15.19881820678711,15.254966735839844,15.358356475830078,1.3780897855758667,0.03622937984764576,0.8638929128646851,0.7726417779922485,True,,4.295267105102539,15.392143249511719,18.087282180786133,18.114818572998047,21.035512924194336,0.41842290659745535,0.743748664855957,0.8173348903656006,True,,7.353449821472168,16.13678550720215,14.891683578491211,14.958033561706543,7.411116123199463,0.14581532801191013,0.8278381824493408,0.017142102122306824,True,,7.66005802154541,15.194560050964355,15.254966735839844,15.358356475830078,6.611996173858643,0.12412736266851425,0.8497740626335144,0.7743867635726929,True,,4.523409843444824,15.186424255371094,18.087282180786133,18.114818572998047,18.899145126342773,0.3584089785814285,0.7372995615005493,0.826160192489624,True,,7.376736640930176,16.16085433959961,14.821371078491211,15.126368522644043,26.324687957763672,0.39316244175036746,0.8465931415557861,0.03227101266384125,True,,7.6644744873046875,15.191974639892578,15.254966735839844,15.358356475830078,14.619109153747559,0.24986878633499146,0.8599264621734619,0.777269721031189
8,data_wgs,2,2,True,True,9.36,40.341232326867505,0.0,0.0,6.926438808441162,9.3440523147583,6.0519280433654785,103,6.926438808441162,9.36,0,0,0,0,"ig,lime,ks","zero,boundarycrawler,gs",64,10,50,0.1,smoothgrad,300,64,True,,4.512399196624756,15.916181564331055,21.127714157104492,20.308732986450195,0.726309061050415,0.01913589301208655,0.8468900918960571,-0.1480565369129181,True,,9.71393871307373,18.445466995239258,14.699840545654297,14.668767929077148,0.8142000436782837,0.022602924332022666,0.6882451772689819,0.02492794394493103,True,,9.811260223388672,17.923765182495117,13.519573211669922,15.11401081085205,0.7766635417938232,0.022144773602485658,0.6297242045402527,-0.3026376962661743,True,,4.372878551483154,15.982488632202148,21.127714157104492,20.308732986450195,14.440740585327148,0.3557439019282659,0.8488824963569641,-0.10553798824548721,True,,9.75220012664795,18.470308303833008,14.120332717895508,15.115999221801758,9.030852317810059,0.21448970586061478,0.6799048185348511,0.04060986638069153,True,,9.92477035522461,17.76272964477539,13.706254959106445,14.562335014343262,8.400890350341797,0.23222837646802266,0.6282230615615845,-0.2851465046405792,True,,4.312816143035889,15.959419250488281,21.127714157104492,20.308732986450195,23.894569396972656,0.5475050469239553,0.8441335558891296,-0.12795212864875793,True,,9.803048133850098,18.302490234375,14.699840545654297,14.668767929077148,47.67523956298828,0.921694811185201,0.6623181700706482,0.006079614162445068,True,,10.20020866394043,17.6656494140625,13.519573211669922,15.11401081085205,41.93024444580078,0.8799842596054077,0.591336727142334,-0.29442715644836426
9,data_wgs,2,2,True,True,10.960000000000022,38.88939394788299,0.0,0.0,8.50623893737793,10.948330879211426,6.873587131500244,111,8.50623893737793,10.960000000000022,0,0,0,0,"ig,lime,ks","zero,boundarycrawler,gs",64,10,50,0.1,smoothgrad,300,64,True,,5.419480800628662,16.056320190429688,22.062166213989258,20.79682731628418,0.6801124215126038,0.017609241760025422,0.8974545001983643,-0.11446090042591095,True,,10.428003311157227,18.82561492919922,14.30555534362793,16.434186935424805,0.7393219470977783,0.018938609678298236,0.7206407785415649,0.034393176436424255,True,,8.51717758178711,18.920024871826172,16.423538208007812,16.161556243896484,0.7310449481010437,0.019291049459328254,0.6533045768737793,-0.23585088551044464,True,,5.3231377601623535,16.05990982055664,22.062166213989258,20.79682731628418,9.503960609436035,0.2362813949584961,0.8938403129577637,-0.11290925741195679,True,,10.522455215454102,18.832351684570312,14.30555534362793,16.434186935424805,12.218399047851562,0.32251098851362864,0.7158071398735046,0.042090222239494324,True,,8.489103317260742,18.953716278076172,16.423538208007812,16.161556243896484,15.928010940551758,0.3900590350230535,0.6427222490310669,-0.21658962965011597,True,,5.23817253112793,15.998315811157227,22.674043655395508,20.350629806518555,22.390735626220703,0.5052345097064972,0.8909990191459656,-0.13025547564029694,True,,10.494894027709961,18.641855239868164,14.206836700439453,15.393632888793945,61.10104751586914,1.130057422320048,0.7095298767089844,-0.02310815453529358,True,,8.754568099975586,18.621789932250977,16.21109962463379,16.033649444580078,53.48117446899414,1.0714921911557516,0.6102244257926941,-0.2509329319000244
