dataset,method_a,method_b,jaccard_topk,spearman_rank,delta_l2
data_wgs,ig_boundarycrawler,ig_gs,0.7254795204795205,0.6408452757153039,3.7919632222255073
data_wgs,ig_boundarycrawler,ks_boundarycrawler,0.8954467754467754,0.9571310127774875,0.6503526486891011
data_wgs,ig_boundarycrawler,ks_gs,0.7159523809523809,0.6333214677848542,3.852917490998904
data_wgs,ig_boundarycrawler,ks_zero,0.6705683205683205,0.4912083645987635,5.391979139645894
data_wgs,ig_boundarycrawler,lime_boundarycrawler,0.966111111111111,0.9904821961124738,0.32461148807158074
data_wgs,ig_boundarycrawler,lime_gs,0.7246187146187146,0.6395655168336816,3.739310579498609
data_wgs,ig_boundarycrawler,lime_zero,0.6621911421911422,0.48119050315736484,5.41754257996877
data_wgs,ig_gs,ks_boundarycrawler,0.7091774891774891,0.6283036096995541,3.844077926278114
data_wgs,ig_gs,ks_gs,0.8721250971250972,0.9690357740720114,0.643892990903308
data_wgs,ig_gs,ks_zero,0.6579897879897879,0.3641904973304158,6.402676661809285
data_wgs,ig_gs,lime_boundarycrawler,0.7217682317682318,0.6387559933820739,3.7764527467886606
data_wgs,ig_gs,lime_gs,0.9471717171717171,0.989773863653342,0.34436964528014263
data_wgs,ig_gs,lime_zero,0.6500754800754801,0.3577381162313072,6.418694702386856
data_wgs,ig_zero,ig_boundarycrawler,0.6348934398934399,0.44229169119997985,5.440093917051951
data_wgs,ig_zero,ig_gs,0.633018093018093,0.3260833523189649,6.4587533756097155
data_wgs,ig_zero,ks_boundarycrawler,0.6344466644466644,0.4350000265077171,5.493490162293116
data_wgs,ig_zero,ks_gs,0.626110556110556,0.3242023996455957,6.5041734874248505
data_wgs,ig_zero,ks_zero,0.896010101010101,0.9591607737541199,1.0109943315883478
data_wgs,ig_zero,lime_boundarycrawler,0.6385248085248085,0.4410535975875488,5.467059901158015
data_wgs,ig_zero,lime_gs,0.6287967587967588,0.3241964475956176,6.452716397444407
data_wgs,ig_zero,lime_zero,0.9126767676767678,0.9696429148316383,0.8796554591755072
data_wgs,ks_boundarycrawler,ks_gs,0.7105044955044956,0.6528452824161181,3.795831708709399
data_wgs,ks_zero,ks_boundarycrawler,0.6666144966144966,0.48351788814024377,5.443756798903148
data_wgs,ks_zero,ks_gs,0.6471312021312021,0.3628035929729231,6.444257584810257
data_wgs,lime_boundarycrawler,ks_boundarycrawler,0.8928088578088578,0.9535179183880488,0.723184773599108
data_wgs,lime_boundarycrawler,ks_gs,0.7128876678876679,0.6310536109399724,3.837407200336456
data_wgs,lime_boundarycrawler,ks_zero,0.6743090243090243,0.4899702702726548,5.42745290239652
data_wgs,lime_boundarycrawler,lime_gs,0.7227078477078477,0.6400714693303841,3.7045943011840183
data_wgs,lime_gs,ks_boundarycrawler,0.7057819957819957,0.6269821807833181,3.791207613348961
data_wgs,lime_gs,ks_gs,0.8652874902874904,0.9655952935417493,0.6994128095606963
data_wgs,lime_gs,ks_zero,0.6549450549450548,0.36180954425789724,6.398513304392496
data_wgs,lime_zero,ks_boundarycrawler,0.6580863580863581,0.47367264938075093,5.470093523661296
data_wgs,lime_zero,ks_gs,0.6419230769230769,0.3565178781995653,6.461027956406276
data_wgs,lime_zero,ks_zero,0.9281313131313131,0.9813691040873528,0.5683173350741466
data_wgs,lime_zero,lime_boundarycrawler,0.6642152292152292,0.48005955319463584,5.456600082317988
data_wgs,lime_zero,lime_gs,0.6475918525918526,0.3553393062635894,6.418105181852977
