idx,dataset,method_a,method_b,jaccard_topk,spearman_rank,delta_l2
0,data_wgs,ig_zero,ig_boundarycrawler,0.5384615384615384,0.5678571462631226,3.771674871444702
0,data_wgs,ig_zero,ig_gs,0.6666666666666666,0.37142860889434814,4.207748889923096
0,data_wgs,ig_zero,lime_zero,0.8181818181818182,0.9357143044471741,1.1311006546020508
0,data_wgs,ig_zero,lime_boundarycrawler,0.5384615384615384,0.5821428894996643,3.8393263816833496
0,data_wgs,ig_zero,lime_gs,0.6666666666666666,0.3857143521308899,4.348398685455322
0,data_wgs,ig_zero,ks_zero,0.8181818181818182,0.9285714626312256,1.1589430570602417
0,data_wgs,ig_zero,ks_boundarycrawler,0.42857142857142855,0.49642860889434814,3.7858941555023193
0,data_wgs,ig_zero,ks_gs,0.6666666666666666,0.30714288353919983,4.428459644317627
0,data_wgs,ig_boundarycrawler,ig_gs,0.6666666666666666,0.8714286088943481,2.509963274002075
0,data_wgs,ig_boundarycrawler,lime_zero,0.6666666666666666,0.574999988079071,4.388729095458984
0,data_wgs,ig_boundarycrawler,lime_boundarycrawler,1.0,0.9964286088943481,0.243273064494133
0,data_wgs,ig_boundarycrawler,lime_gs,0.6666666666666666,0.8571428656578064,2.386262893676758
0,data_wgs,ig_boundarycrawler,ks_zero,0.6666666666666666,0.6500000357627869,4.050631523132324
0,data_wgs,ig_boundarycrawler,ks_boundarycrawler,0.8181818181818182,0.9571428894996643,0.48267391324043274
0,data_wgs,ig_boundarycrawler,ks_gs,0.6666666666666666,0.7678572535514832,2.819185495376587
0,data_wgs,ig_gs,lime_zero,0.8181818181818182,0.38928571343421936,4.598978042602539
0,data_wgs,ig_gs,lime_boundarycrawler,0.6666666666666666,0.8678572177886963,2.5462136268615723
0,data_wgs,ig_gs,lime_gs,1.0,0.985714316368103,0.37791988253593445
0,data_wgs,ig_gs,ks_zero,0.8181818181818182,0.42500001192092896,4.433248996734619
0,data_wgs,ig_gs,ks_boundarycrawler,0.5384615384615384,0.8642857670783997,2.357435464859009
0,data_wgs,ig_gs,ks_gs,1.0,0.9500000476837158,0.6117371916770935
0,data_wgs,lime_zero,lime_boundarycrawler,0.6666666666666666,0.5928571820259094,4.4749908447265625
0,data_wgs,lime_zero,lime_gs,0.8181818181818182,0.375,4.788712024688721
0,data_wgs,lime_zero,ks_zero,0.8181818181818182,0.9714286923408508,0.9606611132621765
0,data_wgs,lime_zero,ks_boundarycrawler,0.5384615384615384,0.521428644657135,4.4340925216674805
0,data_wgs,lime_zero,ks_gs,0.8181818181818182,0.3285714387893677,4.852365016937256
0,data_wgs,lime_boundarycrawler,lime_gs,0.6666666666666666,0.8535715341567993,2.399506092071533
0,data_wgs,lime_boundarycrawler,ks_zero,0.6666666666666666,0.6642857789993286,4.132907867431641
0,data_wgs,lime_boundarycrawler,ks_boundarycrawler,0.8181818181818182,0.9535714387893677,0.46024394035339355
0,data_wgs,lime_boundarycrawler,ks_gs,0.6666666666666666,0.7642858028411865,2.8352694511413574
0,data_wgs,lime_gs,ks_zero,0.8181818181818182,0.4107142984867096,4.585393905639648
0,data_wgs,lime_gs,ks_boundarycrawler,0.5384615384615384,0.8571428656578064,2.2120895385742188
0,data_wgs,lime_gs,ks_gs,1.0,0.9642857909202576,0.6489659547805786
0,data_wgs,ks_zero,ks_boundarycrawler,0.5384615384615384,0.5642858147621155,4.125222206115723
0,data_wgs,ks_zero,ks_gs,0.8181818181818182,0.3392857313156128,4.72774076461792
0,data_wgs,ks_boundarycrawler,ks_gs,0.5384615384615384,0.8107143640518188,2.5785062313079834
1,data_wgs,ig_zero,ig_boundarycrawler,0.6666666666666666,0.4821428656578064,5.972746849060059
1,data_wgs,ig_zero,ig_gs,0.42857142857142855,0.20357145369052887,6.6944355964660645
1,data_wgs,ig_zero,lime_zero,0.8181818181818182,0.982142984867096,0.7771754860877991
1,data_wgs,ig_zero,lime_boundarycrawler,0.6666666666666666,0.4535714387893677,6.14337682723999
1,data_wgs,ig_zero,lime_gs,0.5384615384615384,0.20357142388820648,6.681673049926758
1,data_wgs,ig_zero,ks_zero,0.8181818181818182,0.985714316368103,0.7833835482597351
1,data_wgs,ig_zero,ks_boundarycrawler,0.5384615384615384,0.4642857611179352,5.953895092010498
1,data_wgs,ig_zero,ks_gs,0.5384615384615384,0.1607142984867096,6.808971405029297
1,data_wgs,ig_boundarycrawler,ig_gs,0.6666666666666666,0.7785714268684387,4.00468635559082
1,data_wgs,ig_boundarycrawler,lime_zero,0.6666666666666666,0.5071429014205933,5.565834045410156
1,data_wgs,ig_boundarycrawler,lime_boundarycrawler,1.0,0.985714316368103,0.3064284026622772
1,data_wgs,ig_boundarycrawler,lime_gs,0.8181818181818182,0.7714287042617798,3.8857955932617188
1,data_wgs,ig_boundarycrawler,ks_zero,0.6666666666666666,0.5142857432365417,5.5220723152160645
1,data_wgs,ig_boundarycrawler,ks_boundarycrawler,0.6666666666666666,0.8928571939468384,0.7242615818977356
1,data_wgs,ig_boundarycrawler,ks_gs,0.6666666666666666,0.5785714387893677,4.1747145652771
1,data_wgs,ig_gs,lime_zero,0.42857142857142855,0.26071426272392273,6.163476943969727
1,data_wgs,ig_gs,lime_boundarycrawler,0.6666666666666666,0.7642858028411865,4.164839744567871
1,data_wgs,ig_gs,lime_gs,0.8181818181818182,0.9928572177886963,0.2717946767807007
1,data_wgs,ig_gs,ks_zero,0.42857142857142855,0.23928572237491608,6.169994354248047
1,data_wgs,ig_gs,ks_boundarycrawler,0.6666666666666666,0.7821428775787354,4.001690864562988
1,data_wgs,ig_gs,ks_gs,0.6666666666666666,0.9214286804199219,1.1104103326797485
1,data_wgs,lime_zero,lime_boundarycrawler,0.6666666666666666,0.45357146859169006,5.745118141174316
1,data_wgs,lime_zero,lime_gs,0.5384615384615384,0.2571428716182709,6.144104957580566
1,data_wgs,lime_zero,ks_zero,0.8181818181818182,0.9892857074737549,0.2952079176902771
1,data_wgs,lime_zero,ks_boundarycrawler,0.6666666666666666,0.5035714507102966,5.579416275024414
1,data_wgs,lime_zero,ks_gs,0.5384615384615384,0.22857144474983215,6.318497657775879
1,data_wgs,lime_boundarycrawler,lime_gs,0.8181818181818182,0.7535714507102966,4.043637752532959
1,data_wgs,lime_boundarycrawler,ks_zero,0.6666666666666666,0.4714285731315613,5.699758529663086
1,data_wgs,lime_boundarycrawler,ks_boundarycrawler,0.6666666666666666,0.8785715103149414,0.7944907546043396
1,data_wgs,lime_boundarycrawler,ks_gs,0.6666666666666666,0.5642856955528259,4.338957786560059
1,data_wgs,lime_gs,ks_zero,0.5384615384615384,0.24285714328289032,6.15118932723999
1,data_wgs,lime_gs,ks_boundarycrawler,0.6666666666666666,0.785714328289032,3.8840525150299072
1,data_wgs,lime_gs,ks_gs,0.8181818181818182,0.9142857789993286,1.1016192436218262
1,data_wgs,ks_zero,ks_boundarycrawler,0.6666666666666666,0.4928571581840515,5.552708148956299
1,data_wgs,ks_zero,ks_gs,0.5384615384615384,0.196428582072258,6.346656322479248
1,data_wgs,ks_boundarycrawler,ks_gs,0.6666666666666666,0.6964285969734192,3.98893141746521
2,data_wgs,ig_zero,ig_boundarycrawler,0.6666666666666666,0.6000000238418579,3.3422935009002686
2,data_wgs,ig_zero,ig_gs,0.5384615384615384,-0.0035714467521756887,5.756402969360352
2,data_wgs,ig_zero,lime_zero,0.8181818181818182,0.9285714626312256,1.9047435522079468
2,data_wgs,ig_zero,lime_boundarycrawler,0.6666666666666666,0.6000000238418579,3.3643205165863037
2,data_wgs,ig_zero,lime_gs,0.5384615384615384,-0.039285723119974136,5.659022331237793
2,data_wgs,ig_zero,ks_zero,0.8181818181818182,0.8214285969734192,2.1645348072052
2,data_wgs,ig_zero,ks_boundarycrawler,0.5384615384615384,0.5571429133415222,3.3074002265930176
2,data_wgs,ig_zero,ks_gs,0.5384615384615384,-0.02500000037252903,5.9514641761779785
2,data_wgs,ig_boundarycrawler,ig_gs,0.6666666666666666,0.3500000238418579,4.814335823059082
2,data_wgs,ig_boundarycrawler,lime_zero,0.6666666666666666,0.6285714507102966,4.141907691955566
2,data_wgs,ig_boundarycrawler,lime_boundarycrawler,1.0,1.0000001192092896,0.23328442871570587
2,data_wgs,ig_boundarycrawler,lime_gs,0.8181818181818182,0.3321428894996643,4.663059234619141
2,data_wgs,ig_boundarycrawler,ks_zero,0.6666666666666666,0.6357144117355347,4.037866592407227
2,data_wgs,ig_boundarycrawler,ks_boundarycrawler,0.8181818181818182,0.9607143402099609,0.7654438018798828
2,data_wgs,ig_boundarycrawler,ks_gs,0.8181818181818182,0.3285713791847229,5.0872273445129395
2,data_wgs,ig_gs,lime_zero,0.42857142857142855,0.05714286118745804,6.2667365074157715
2,data_wgs,ig_gs,lime_boundarycrawler,0.6666666666666666,0.3500000238418579,4.773858070373535
2,data_wgs,ig_gs,lime_gs,0.8181818181818182,0.9928571581840515,0.3163002133369446
2,data_wgs,ig_gs,ks_zero,0.6666666666666666,0.09642858803272247,6.298855781555176
2,data_wgs,ig_gs,ks_boundarycrawler,0.8181818181818182,0.2857142686843872,4.6361284255981445
2,data_wgs,ig_gs,ks_gs,0.8181818181818182,0.982142984867096,0.6604943871498108
2,data_wgs,lime_zero,lime_boundarycrawler,0.6666666666666666,0.6285714507102966,4.19078254699707
2,data_wgs,lime_zero,lime_gs,0.5384615384615384,0.04642856866121292,6.170685291290283
2,data_wgs,lime_zero,ks_zero,0.6666666666666666,0.9464285969734192,0.828980028629303
2,data_wgs,lime_zero,ks_boundarycrawler,0.5384615384615384,0.5607143640518188,4.140868186950684
2,data_wgs,lime_zero,ks_gs,0.5384615384615384,0.03928569331765175,6.442300319671631
2,data_wgs,lime_boundarycrawler,lime_gs,0.8181818181818182,0.3321428894996643,4.6154608726501465
2,data_wgs,lime_boundarycrawler,ks_zero,0.6666666666666666,0.6357144117355347,4.075664520263672
2,data_wgs,lime_boundarycrawler,ks_boundarycrawler,0.8181818181818182,0.9607143402099609,0.813664436340332
2,data_wgs,lime_boundarycrawler,ks_gs,0.8181818181818182,0.3285713791847229,5.050587177276611
2,data_wgs,lime_gs,ks_zero,0.6666666666666666,0.08571427315473557,6.182513236999512
2,data_wgs,lime_gs,ks_boundarycrawler,1.0,0.26071426272392273,4.5065131187438965
2,data_wgs,lime_gs,ks_gs,0.8181818181818182,0.971428632736206,0.8902978301048279
2,data_wgs,ks_zero,ks_boundarycrawler,0.6666666666666666,0.5857143402099609,4.04256534576416
2,data_wgs,ks_zero,ks_gs,0.6666666666666666,0.09285713732242584,6.476467132568359
2,data_wgs,ks_boundarycrawler,ks_gs,0.8181818181818182,0.30000004172325134,4.821451663970947
3,data_wgs,ig_zero,ig_boundarycrawler,0.6666666666666666,0.2500000298023224,9.89876651763916
3,data_wgs,ig_zero,ig_gs,0.6666666666666666,-0.010714292526245117,10.369006156921387
3,data_wgs,ig_zero,lime_zero,1.0,0.9607143402099609,1.7306101322174072
3,data_wgs,ig_zero,lime_boundarycrawler,0.6666666666666666,0.267857164144516,9.900684356689453
3,data_wgs,ig_zero,lime_gs,0.6666666666666666,0.021428577601909637,10.301691055297852
3,data_wgs,ig_zero,ks_zero,0.8181818181818182,0.9464285373687744,1.8461287021636963
3,data_wgs,ig_zero,ks_boundarycrawler,0.6666666666666666,0.26428571343421936,9.891615867614746
3,data_wgs,ig_zero,ks_gs,0.6666666666666666,0.04999999329447746,10.322407722473145
3,data_wgs,ig_boundarycrawler,ig_gs,0.8181818181818182,0.7285714745521545,1.9523048400878906
3,data_wgs,ig_boundarycrawler,lime_zero,0.6666666666666666,0.08214285969734192,8.53542709350586
3,data_wgs,ig_boundarycrawler,lime_boundarycrawler,1.0,0.9964286088943481,0.10398270189762115
3,data_wgs,ig_boundarycrawler,lime_gs,0.8181818181818182,0.735714316368103,1.9438459873199463
3,data_wgs,ig_boundarycrawler,ks_zero,0.5384615384615384,0.15000002086162567,8.62062931060791
3,data_wgs,ig_boundarycrawler,ks_boundarycrawler,1.0,0.9964285492897034,0.08389588445425034
3,data_wgs,ig_boundarycrawler,ks_gs,0.8181818181818182,0.7535715103149414,1.9281513690948486
3,data_wgs,ig_gs,lime_zero,0.6666666666666666,-0.10000002384185791,9.042468070983887
3,data_wgs,ig_gs,lime_boundarycrawler,0.8181818181818182,0.7214286923408508,1.9349480867385864
3,data_wgs,ig_gs,lime_gs,1.0,0.985714316368103,0.15804524719715118
3,data_wgs,ig_gs,ks_zero,0.5384615384615384,-0.014285746961832047,9.127538681030273
3,data_wgs,ig_gs,ks_boundarycrawler,0.8181818181818182,0.7250000834465027,1.9597556591033936
3,data_wgs,ig_gs,ks_gs,1.0,0.982142984867096,0.10232921689748764
