idx,dataset,y,pred_target,crawler_success,gs_success,gs_radius_found,angle_x_crawler_gs_deg,sphere_frac,sphere_vol,dist_x_to_crawler,dist_x_to_gs,dist_crawler_to_gs,ring_n,ring_r_min,ring_r_max,ring_count_y0,ring_count_y1,ring_count_pred0,ring_count_pred1,attr_methods,attr_baselines,attr_ig_steps,attr_topk,attr_sg_samples,attr_sg_stdevs,attr_sg_nt_type,attr_perturb_samples,attr_perturbations_per_eval,attr_ig_zero_success,attr_ig_zero_sensitivity,attr_ig_zero_fidelity_del_auc,attr_ig_zero_fidelity_ins_auc,attr_ig_zero_fidelity_del_delta_topk,attr_ig_zero_fidelity_ins_delta_topk,attr_ig_zero_stability_lipschitz,attr_ig_zero_stability_mean_attr_change,attr_ig_zero_cosine_truegrad,attr_ig_zero_boundary_alignment,attr_ig_boundarycrawler_success,attr_ig_boundarycrawler_sensitivity,attr_ig_boundarycrawler_fidelity_del_auc,attr_ig_boundarycrawler_fidelity_ins_auc,attr_ig_boundarycrawler_fidelity_del_delta_topk,attr_ig_boundarycrawler_fidelity_ins_delta_topk,attr_ig_boundarycrawler_stability_lipschitz,attr_ig_boundarycrawler_stability_mean_attr_change,attr_ig_boundarycrawler_cosine_truegrad,attr_ig_boundarycrawler_boundary_alignment,attr_ig_gs_success,attr_ig_gs_sensitivity,attr_ig_gs_fidelity_del_auc,attr_ig_gs_fidelity_ins_auc,attr_ig_gs_fidelity_del_delta_topk,attr_ig_gs_fidelity_ins_delta_topk,attr_ig_gs_stability_lipschitz,attr_ig_gs_stability_mean_attr_change,attr_ig_gs_cosine_truegrad,attr_ig_gs_boundary_alignment,attr_lime_zero_success,attr_lime_zero_sensitivity,attr_lime_zero_fidelity_del_auc,attr_lime_zero_fidelity_ins_auc,attr_lime_zero_fidelity_del_delta_topk,attr_lime_zero_fidelity_ins_delta_topk,attr_lime_zero_stability_lipschitz,attr_lime_zero_stability_mean_attr_change,attr_lime_zero_cosine_truegrad,attr_lime_zero_boundary_alignment,attr_lime_boundarycrawler_success,attr_lime_boundarycrawler_sensitivity,attr_lime_boundarycrawler_fidelity_del_auc,attr_lime_boundarycrawler_fidelity_ins_auc,attr_lime_boundarycrawler_fidelity_del_delta_topk,attr_lime_boundarycrawler_fidelity_ins_delta_topk,attr_lime_boundarycrawler_stability_lipschitz,attr_lime_boundarycrawler_stability_mean_attr_change,attr_lime_boundarycrawler_cosine_truegrad,attr_lime_boundarycrawler_boundary_alignment,attr_lime_gs_success,attr_lime_gs_sensitivity,attr_lime_gs_fidelity_del_auc,attr_lime_gs_fidelity_ins_auc,attr_lime_gs_fidelity_del_delta_topk,attr_lime_gs_fidelity_ins_delta_topk,attr_lime_gs_stability_lipschitz,attr_lime_gs_stability_mean_attr_change,attr_lime_gs_cosine_truegrad,attr_lime_gs_boundary_alignment,attr_ks_zero_success,attr_ks_zero_sensitivity,attr_ks_zero_fidelity_del_auc,attr_ks_zero_fidelity_ins_auc,attr_ks_zero_fidelity_del_delta_topk,attr_ks_zero_fidelity_ins_delta_topk,attr_ks_zero_stability_lipschitz,attr_ks_zero_stability_mean_attr_change,attr_ks_zero_cosine_truegrad,attr_ks_zero_boundary_alignment,attr_ks_boundarycrawler_success,attr_ks_boundarycrawler_sensitivity,attr_ks_boundarycrawler_fidelity_del_auc,attr_ks_boundarycrawler_fidelity_ins_auc,attr_ks_boundarycrawler_fidelity_del_delta_topk,attr_ks_boundarycrawler_fidelity_ins_delta_topk,attr_ks_boundarycrawler_stability_lipschitz,attr_ks_boundarycrawler_stability_mean_attr_change,attr_ks_boundarycrawler_cosine_truegrad,attr_ks_boundarycrawler_boundary_alignment,attr_ks_gs_success,attr_ks_gs_sensitivity,attr_ks_gs_fidelity_del_auc,attr_ks_gs_fidelity_ins_auc,attr_ks_gs_fidelity_del_delta_topk,attr_ks_gs_fidelity_ins_delta_topk,attr_ks_gs_stability_lipschitz,attr_ks_gs_stability_mean_attr_change,attr_ks_gs_cosine_truegrad,attr_ks_gs_boundary_alignment
0,data_wgs,2,2,True,True,2.609999999999999,24.3727568342632,0.0,0.0,2.433969020843506,2.587280750274658,1.070489525794983,0,2.433969020843506,2.609999999999999,0,0,0,0,"ig,lime,ks","zero,boundarycrawler,gs",64,5,50,0.1,smoothgrad,300,64,True,,2.3311233520507812,10.256768226623535,12.82199478149414,11.080343246459961,2.041839599609375,0.03829800511399905,0.6233425140380859,0.6682859063148499,True,,6.087558746337891,10.151840209960938,9.036190032958984,9.082127571105957,1.7426584959030151,0.03824891032030185,0.9507676959037781,0.786280632019043,True,,5.88496208190918,10.465213775634766,9.114215850830078,9.206493377685547,1.755150318145752,0.039009875245392324,0.8908687233924866,0.7105715870857239,True,,2.3509860038757324,10.697988510131836,11.55827522277832,12.162948608398438,15.053263664245605,0.20333390682935715,0.635191798210144,0.6998658180236816,True,,6.087558746337891,10.151840209960938,9.036190032958984,9.082127571105957,3.2402443885803223,0.055760806798934935,0.9475364089012146,0.7843875288963318,True,,5.88496208190918,10.465213775634766,9.114215850830078,9.206493377685547,3.1297640800476074,0.05795459387203058,0.8845923542976379,0.7087351679801941,True,,2.3509860038757324,10.697988510131836,11.55827522277832,12.162948608398438,28.879430770874023,0.2646912097930908,0.637231171131134,0.6995103359222412,True,,6.087558746337891,10.151840209960938,9.036190032958984,9.082127571105957,7.499433517456055,0.1068647775799036,0.9508088827133179,0.7835049629211426,True,,5.88496208190918,10.465213775634766,9.114215850830078,9.206493377685547,9.441061019897461,0.11208864251772563,0.888893187046051,0.7112406492233276
1,data_wgs,1,1,True,True,6.609999999999985,19.893941171179485,0.0,0.0,6.226003646850586,6.603919506072998,2.2472422122955322,29,6.226003646850586,6.609999999999985,0,29,0,29,"ig,lime,ks","zero,boundarycrawler,gs",64,5,50,0.1,smoothgrad,300,64,True,,-0.42141973972320557,17.12295913696289,28.143238067626953,21.765783309936523,2.8471474647521973,0.03533732673774163,0.8563969135284424,-0.24826845526695251,True,,9.445157051086426,18.2174015045166,16.097166061401367,17.70210838317871,1.348120927810669,0.028745802771300077,0.8548382520675659,0.1781284511089325,True,,8.410798072814941,19.052370071411133,17.36460304260254,17.38694953918457,1.28350830078125,0.026730896377315124,0.7795599102973938,0.5449738502502441,True,,0.7305546998977661,17.05352020263672,24.241575241088867,21.153818130493164,41.08235168457031,0.5239996393521626,0.8476404547691345,-0.2527042031288147,True,,9.445157051086426,18.2174015045166,16.097166061401367,17.70210838317871,18.67496681213379,0.1864422731101513,0.8546397686004639,0.16702944040298462,True,,8.366915702819824,19.03154754638672,17.36460304260254,17.38694953918457,18.99249839782715,0.1779590499897798,0.7737542390823364,0.5510332584381104,True,,1.3902208805084229,16.95412254333496,24.241575241088867,21.153818130493164,108.71800231933594,1.2508264303207397,0.8317674398422241,-0.26256442070007324,True,,9.445157051086426,18.2174015045166,16.097166061401367,17.70210838317871,57.67548370361328,0.715019142627716,0.8627955317497253,0.19848209619522095,True,,8.48473072052002,19.10072898864746,16.77313995361328,17.773820877075195,55.6577262878418,0.7065758844216664,0.7834946513175964,0.565775990486145
2,data_wgs,2,2,True,True,5.709999999999988,52.35514601152241,0.0,0.0,5.400574207305908,5.698714256286621,4.903807163238525,22,5.400574207305908,5.709999999999988,0,0,0,0,"ig,lime,ks","zero,boundarycrawler,gs",64,5,50,0.1,smoothgrad,300,64,True,,5.524389266967773,16.25332260131836,21.129234313964844,20.056716918945312,1.7090047597885132,0.02849944109718005,0.8909440040588379,0.9250756502151489,True,,8.642946243286133,16.963497161865234,17.215103149414062,18.858842849731445,1.5922677516937256,0.03179761047164599,0.8463828563690186,0.6828613877296448,True,,6.772469520568848,17.101137161254883,19.60188102722168,20.688003540039062,1.7550206184387207,0.03457536852608124,0.8855127096176147,0.934874415397644,True,,5.5522308349609375,16.430789947509766,21.129234313964844,20.056716918945312,19.089279174804688,0.1708737574517727,0.9094020128250122,0.9205458164215088,True,,8.653266906738281,16.94636344909668,17.215103149414062,18.858842849731445,21.183656692504883,0.23520484218994778,0.8406028747558594,0.6783744692802429,True,,6.772469520568848,17.101137161254883,19.60188102722168,20.688003540039062,26.30592155456543,0.3424502049883207,0.890826404094696,0.9405959844589233,True,,5.447907447814941,16.410507202148438,21.129234313964844,20.056716918945312,20.451610565185547,0.2571453243494034,0.9083939790725708,0.9206666946411133,True,,8.642946243286133,16.963497161865234,17.215103149414062,18.858842849731445,38.04078674316406,0.6344861576954524,0.8391308784484863,0.6873652338981628,True,,6.736710548400879,17.17414093017578,19.60188102722168,20.688003540039062,38.04505157470703,0.7211764981349309,0.9015958309173584,0.9339566826820374
3,data_wgs,1,1,True,True,3.5599999999999956,17.392109119352202,0.0,0.0,3.420165538787842,3.5593836307525635,1.0641932487487793,3,3.420165538787842,3.5599999999999956,0,3,0,3,"ig,lime,ks","zero,boundarycrawler,gs",64,5,50,0.1,smoothgrad,300,64,True,,-1.4374580383300781,12.375669479370117,22.850296020507812,15.236810684204102,2.2587664127349854,0.0347819692765673,0.9095415472984314,0.005791306495666504,True,,5.488371849060059,15.314241409301758,14.328327178955078,14.630796432495117,2.473158597946167,0.03625639701882998,0.9555833339691162,-0.8615076541900635,True,,4.859325408935547,15.598603248596191,14.832258224487305,14.907259941101074,2.035689115524292,0.03609627423187097,0.9552135467529297,-0.9017135500907898,True,,-1.1352596282958984,12.959297180175781,21.44088363647461,16.59564781188965,49.621177673339844,0.5530078758796056,0.8453449606895447,-0.002393946051597595,True,,5.488371849060059,15.314241409301758,14.328327178955078,14.630796432495117,3.6252548694610596,0.06848219148814678,0.9545708894729614,-0.8626322746276855,True,,4.871025562286377,15.597370147705078,14.832258224487305,14.907259941101074,7.681218147277832,0.07712827324867248,0.9532042741775513,-0.9025019407272339,True,,-1.3428270816802979,12.7764892578125,21.44088363647461,16.59564781188965,163.1096954345703,1.7413601636886598,0.8585749268531799,-0.027074873447418213,True,,5.49094820022583,15.314727783203125,14.328327178955078,14.630796432495117,20.870258331298828,0.2597340762615204,0.9550038576126099,-0.8629745244979858,True,,4.871025562286377,15.597370147705078,14.832258224487305,14.907259941101074,17.394495010375977,0.22675372213125228,0.9545024633407593,-0.9031367301940918
4,data_wgs,2,2,True,True,5.35999999999999,26.292983007722025,0.0,0.0,4.8448591232299805,5.334612846374512,2.3638453483581543,20,4.8448591232299805,5.35999999999999,0,0,0,0,"ig,lime,ks","zero,boundarycrawler,gs",64,5,50,0.1,smoothgrad,300,64,True,,5.542525768280029,16.715831756591797,20.81950569152832,21.04741096496582,1.6791400909423828,0.029384037759155036,0.863789975643158,0.9360325336456299,True,,9.959869384765625,16.82282829284668,15.822105407714844,16.127063751220703,1.764253854751587,0.036164804361760616,0.8851447105407715,0.5281044840812683,True,,8.516096115112305,17.095603942871094,16.827463150024414,17.39820098876953,1.643310546875,0.03342634861667951,0.882460355758667,0.9033305644989014,True,,5.574409008026123,16.71672821044922,20.81950569152832,21.04741096496582,19.31589126586914,0.2295254463950793,0.8483008146286011,0.9266327619552612,True,,9.959869384765625,16.82282829284668,15.822105407714844,16.127063751220703,19.097442626953125,0.13598445964356262,0.8842263221740723,0.5285428762435913,True,,8.516096115112305,17.095603942871094,16.827463150024414,17.39820098876953,25.273412704467773,0.17209601352612178,0.8829065561294556,0.907082736492157,True,,5.574409008026123,16.71672821044922,20.81950569152832,21.04741096496582,20.01367950439453,0.22747236142555874,0.8529790639877319,0.9237464666366577,True,,9.959869384765625,16.82282829284668,15.822105407714844,16.127063751220703,29.83681297302246,0.32296041200558345,0.8842628598213196,0.5473757386207581,True,,8.502337455749512,17.081371307373047,16.827463150024414,17.39820098876953,26.91718292236328,0.3152588700254758,0.8813493251800537,0.9112157821655273
5,data_wgs,1,1,True,True,4.209999999999994,22.503194906767575,0.0,0.0,3.9581263065338135,4.197796821594238,1.6086318492889404,11,3.9581263065338135,4.209999999999994,0,11,0,11,"ig,lime,ks","zero,boundarycrawler,gs",64,5,50,0.1,smoothgrad,300,64,True,,-3.009136915206909,12.173015594482422,22.8050479888916,14.712764739990234,1.8775702714920044,0.02561960813278953,0.880154013633728,-0.19419021904468536,True,,5.38945198059082,14.575455665588379,14.448806762695312,15.029717445373535,2.1302566528320312,0.02806687510261933,0.9284101724624634,-0.8666419982910156,True,,4.410123825073242,15.011878967285156,14.917250633239746,14.801840782165527,1.7303822040557861,0.02694305470213294,0.8917673230171204,-0.9440585970878601,True,,-0.5300514698028564,12.330941200256348,18.78777313232422,16.14459991455078,49.84012985229492,0.6914244165023168,0.8538243770599365,-0.14671748876571655,True,,5.38945198059082,14.575455665588379,14.448806762695312,15.029717445373535,13.479702949523926,0.21510975807905197,0.930192232131958,-0.8715469241142273,True,,4.414003372192383,15.008588790893555,14.917250633239746,14.801840782165527,14.869229316711426,0.23911402771870297,0.8941769003868103,-0.9445791840553284,True,,-1.0381027460098267,12.266836166381836,19.290008544921875,14.269718170166016,130.23805236816406,1.8513613184293112,0.8622801303863525,-0.18410465121269226,True,,5.400840759277344,14.55642032623291,14.448806762695312,15.029717445373535,38.775672912597656,0.6859328677256902,0.9131870269775391,-0.8809037208557129,True,,4.426748275756836,14.960638999938965,14.917250633239746,14.801840782165527,35.48878479003906,0.6154305835564932,0.8798468112945557,-0.944141685962677
6,data_wgs,2,2,True,True,5.15999999999999,18.227433793214484,0.0,0.0,4.874177932739258,5.129713535308838,1.6045241355895996,5,4.874177932739258,5.15999999999999,0,0,0,0,"ig,lime,ks","zero,boundarycrawler,gs",64,5,50,0.1,smoothgrad,300,64,True,,3.29246187210083,15.93121337890625,21.032291412353516,18.082563400268555,1.884516716003418,0.029586727234224477,0.8116052150726318,0.8498491048812866,True,,5.1504669189453125,16.080148696899414,17.790159225463867,18.51935386657715,1.9552323818206787,0.03234556696067254,0.840661883354187,0.9298346042633057,True,,5.965254783630371,15.588462829589844,17.358491897583008,18.814096450805664,2.0714175701141357,0.03239796118189891,0.902549147605896,0.8485684394836426,True,,4.141793727874756,15.796730041503906,17.692028045654297,17.478811264038086,30.410730361938477,0.29000675280888877,0.8313684463500977,0.8399015665054321,True,,5.147806167602539,16.06283950805664,17.790159225463867,18.51935386657715,43.838619232177734,0.3098426654934883,0.8322919607162476,0.928318977355957,True,,5.965254783630371,15.588462829589844,17.358491897583008,18.814096450805664,45.47877502441406,0.32017929553985597,0.8992508053779602,0.8514160513877869,True,,4.141793727874756,15.796730041503906,17.692028045654297,17.478811264038086,22.73506736755371,0.32152191599210106,0.8339449167251587,0.8326228857040405,True,,5.1504669189453125,16.080148696899414,17.790159225463867,18.51935386657715,35.77863693237305,0.3303641597429911,0.8453805446624756,0.9331824779510498,True,,5.965254783630371,15.588462829589844,17.358491897583008,18.814096450805664,39.59502410888672,0.37966136187314986,0.9070025682449341,0.8594748377799988
7,data_wgs,1,1,True,True,3.0099999999999976,16.062132635754235,0.0,0.0,2.9023680686950684,3.0029172897338867,0.8310132026672363,1,2.9023680686950684,3.0099999999999976,0,1,0,1,"ig,lime,ks","zero,boundarycrawler,gs",64,5,50,0.1,smoothgrad,300,64,True,,-2.8003170490264893,10.093714714050293,18.933914184570312,9.216726303100586,1.9557145833969116,0.035877012616644305,0.5735124945640564,-0.4680415391921997,True,,4.557145595550537,12.046884536743164,11.818319320678711,12.020591735839844,2.2238283157348633,0.04009966614345709,0.9674563407897949,-0.8521075248718262,True,,4.43085241317749,12.137603759765625,11.494600296020508,11.74134349822998,2.2267143726348877,0.03977518929168582,0.9364182949066162,-0.9221656322479248,True,,-2.9386653900146484,11.244997024536133,16.79710578918457,12.039046287536621,67.02740478515625,0.8735247939825058,0.6022204756736755,-0.4165572226047516,True,,4.557145595550537,12.046884536743164,11.818319320678711,12.020591735839844,4.223870277404785,0.06951578843096892,0.966607928276062,-0.8530325889587402,True,,4.43085241317749,12.137603759765625,11.494600296020508,11.74134349822998,4.6425395011901855,0.0839332631478707,0.9359163045883179,-0.921902060508728,True,,-2.9386653900146484,11.244997024536133,16.79710578918457,12.039046287536621,149.1173095703125,2.2909682671229046,0.558617115020752,-0.4732475280761719,True,,4.559263229370117,12.043331146240234,11.818319320678711,12.020591735839844,14.108502388000488,0.166828266531229,0.9665541648864746,-0.8521831035614014,True,,4.428763389587402,12.133363723754883,11.511313438415527,11.707419395446777,14.529364585876465,0.17858972201744716,0.9360713958740234,-0.9202354550361633
8,data_wgs,0,0,True,True,4.809999999999992,31.783237189382383,0.0,0.0,4.472338676452637,4.772144317626953,2.5476815700531006,9,4.472338676452637,4.809999999999992,9,0,9,0,"ig,lime,ks","zero,boundarycrawler,gs",64,5,50,0.1,smoothgrad,300,64,True,,0.7052926421165466,13.773412704467773,24.725154876708984,20.29019546508789,1.8343266248703003,0.03171473974362016,0.7659778594970703,-0.4403483271598816,True,,8.67236614227295,15.725683212280273,13.026966094970703,14.872542381286621,1.5842007398605347,0.03297441741451621,0.9033857583999634,-0.574846625328064,True,,8.122156143188477,16.35862922668457,14.160322189331055,14.407415390014648,2.974773645401001,0.038240915071219204,0.7973055839538574,-0.8637264370918274,True,,0.6326133608818054,13.675226211547852,24.725154876708984,20.29019546508789,23.889169692993164,0.38541845281918846,0.7373294830322266,-0.5555987358093262,True,,8.67236614227295,15.725683212280273,13.026966094970703,14.872542381286621,16.00261878967285,0.20169708455602328,0.9070575833320618,-0.5716985464096069,True,,8.122156143188477,16.35862922668457,14.160322189331055,14.407415390014648,21.54205322265625,0.2945903092622757,0.7953828573226929,-0.8602322936058044,True,,1.2203178405761719,13.395176887512207,20.02351951599121,18.049802780151367,44.44953918457031,0.5445236633221309,0.7225122451782227,-0.5592342615127563,True,,8.67236614227295,15.725683212280273,13.026966094970703,14.872542381286621,72.69413757324219,0.6509178717931111,0.8892025351524353,-0.6049748659133911,True,,8.122156143188477,16.35862922668457,14.160322189331055,14.407415390014648,66.52706146240234,0.6199823389450709,0.7805811166763306,-0.8705775141716003
9,data_wgs,0,0,True,True,3.509999999999996,23.301941725930337,0.0,0.0,3.22005558013916,3.4885144233703613,1.3800686597824097,4,3.22005558013916,3.509999999999996,4,0,4,0,"ig,lime,ks","zero,boundarycrawler,gs",64,5,50,0.1,smoothgrad,300,64,True,,1.0740541219711304,13.16028118133545,20.61581802368164,18.017351150512695,3.0101587772369385,0.0440996961047252,0.7326606512069702,-0.45639222860336304,True,,9.613142967224121,15.177934646606445,11.981929779052734,12.2161283493042,2.087357759475708,0.04021384573231141,0.9461573362350464,-0.6676713228225708,True,,9.038619041442871,15.184210777282715,12.551872253417969,12.324660301208496,1.9277814626693726,0.03873615171760321,0.9241938591003418,-0.8592743277549744,True,,-1.106365442276001,13.264508247375488,29.280818939208984,18.07863426208496,46.497962951660156,0.740669184923172,0.7490044832229614,-0.39152225852012634,True,,9.613142967224121,15.177934646606445,11.981929779052734,12.2161283493042,6.059786319732666,0.08220244497060776,0.9443520307540894,-0.6675059199333191,True,,9.038619041442871,15.184210777282715,12.551872253417969,12.324660301208496,5.872309684753418,0.07620269233981768,0.9232451915740967,-0.8593859672546387,True,,-1.2651642560958862,13.13561725616455,29.280818939208984,18.07863426208496,75.94013977050781,0.9070270756880442,0.7298237085342407,-0.40806788206100464,True,,9.613142967224121,15.177934646606445,11.981929779052734,12.2161283493042,10.999320983886719,0.1278282436231772,0.9478926658630371,-0.6643467545509338,True,,9.038619041442871,15.184210777282715,12.551872253417969,12.324660301208496,4.687963485717773,0.07852945973475774,0.9272624254226685,-0.8558615446090698
