feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,class
-8.254776000976562500e-01,5.467002987861633301e-01,2.900760993361473083e-02,-3.056066751480102539e+00,-1.373096227645874023e+00,-2.850183248519897461e+00,-5.173658370971679688e+00,-1.812407255172729492e+00,2.000000000000000000e+00
1.349046349525451660e+00,3.119809865951538086e+00,-6.698150634765625000e+00,7.252870559692382812e+00,3.627919673919677734e+00,-4.288235306739807129e-01,-4.281299591064453125e+00,-4.388620257377624512e-01,1.000000000000000000e+00
-2.639399051666259766e+00,-8.041559904813766479e-02,-8.176491260528564453e-01,-2.209026336669921875e+00,1.196916699409484863e+00,-5.195969104766845703e+00,-3.154077768325805664e+00,-3.263257980346679688e+00,2.000000000000000000e+00
2.438323974609375000e+00,1.530965209007263184e+00,-7.349962234497070312e+00,3.312399625778198242e+00,5.668759346008300781e+00,-3.287598609924316406e+00,-3.546826362609863281e+00,-3.615712165832519531e+00,1.000000000000000000e+00
-4.183662414550781250e+00,-6.513799726963043213e-02,1.129362463951110840e+00,-4.378460407257080078e+00,-4.641050994396209717e-01,-3.415659904479980469e+00,-3.555535793304443359e+00,-2.525166749954223633e+00,2.000000000000000000e+00
9.428817629814147949e-01,1.444371223449707031e+00,-5.648904323577880859e+00,5.193361759185791016e+00,1.048665881156921387e+00,-1.750740170478820801e+00,-3.806041955947875977e+00,-4.861058712005615234e+00,1.000000000000000000e+00
-3.368175983428955078e+00,-5.935770273208618164e-01,-3.734880685806274414e+00,-2.016468286514282227e+00,7.449212074279785156e-01,-6.114402294158935547e+00,-1.472234249114990234e+00,-2.625724375247955322e-01,2.000000000000000000e+00
-1.585651874542236328e+00,4.323132991790771484e+00,-4.732166767120361328e+00,5.363601684570312500e+00,4.751750946044921875e+00,-4.408352375030517578e+00,-2.471542596817016602e+00,-3.567416429519653320e+00,1.000000000000000000e+00
-1.513539791107177734e+00,5.832633018493652344e+00,3.298423767089843750e+00,-1.378003358840942383e+00,-1.225003123283386230e+00,-1.369917750358581543e+00,-5.357507705688476562e+00,4.255466938018798828e+00,0.000000000000000000e+00
-2.228515148162841797e+00,2.671232700347900391e+00,2.371064662933349609e+00,-1.683750003576278687e-01,-3.089134693145751953e+00,-5.773898124694824219e+00,-3.922843456268310547e+00,4.912055015563964844e+00,0.000000000000000000e+00
-7.574095726013183594e-01,3.862244844436645508e+00,-5.491081237792968750e+00,5.000837802886962891e+00,3.749358177185058594e+00,-3.264966249465942383e+00,-2.301709651947021484e+00,-3.878310441970825195e+00,1.000000000000000000e+00
-1.083257317543029785e+00,4.732595920562744141e+00,1.774521112442016602e+00,9.011663794517517090e-01,-2.978111028671264648e+00,-6.005307197570800781e+00,-6.441442012786865234e+00,4.776657581329345703e+00,0.000000000000000000e+00
2.543225049972534180e+00,5.213389873504638672e+00,-7.173130035400390625e+00,1.879211902618408203e+00,6.130874156951904297e+00,-2.292187690734863281e+00,-4.484189510345458984e+00,-2.364011287689208984e+00,1.000000000000000000e+00
1.812908649444580078e+00,3.412209033966064453e+00,-5.275156497955322266e+00,7.391915321350097656e+00,3.669532537460327148e+00,-2.129994153976440430e+00,-2.182863950729370117e+00,-2.533575057983398438e+00,1.000000000000000000e+00
-1.617025852203369141e+00,-2.385379523038864136e-01,2.066134214401245117e-01,-1.067378044128417969e+00,1.579634308815002441e+00,-4.841979980468750000e+00,-1.663652420043945312e+00,4.568394124507904053e-01,2.000000000000000000e+00
-3.532788753509521484e+00,1.383807063102722168e+00,1.375254392623901367e+00,-1.044904232025146484e+00,1.544155478477478027e+00,-5.086871623992919922e+00,-3.348829984664916992e+00,5.380467772483825684e-01,2.000000000000000000e+00
-2.072638422250747681e-01,5.097371101379394531e+00,3.662729263305664062e+00,1.939342498779296875e+00,-1.865484476089477539e+00,-4.242907524108886719e+00,-2.443072795867919922e+00,3.958160877227783203e+00,0.000000000000000000e+00
-3.258674144744873047e-01,7.593386173248291016e+00,2.351130008697509766e+00,-1.054195687174797058e-01,-3.714158296585083008e+00,-1.377740144729614258e+00,-5.388110160827636719e+00,2.462973356246948242e+00,0.000000000000000000e+00
-1.884878993034362793e+00,4.084465980529785156e+00,3.032636642456054688e-01,-3.913930654525756836e-01,-4.946024894714355469e+00,-4.591751098632812500e+00,-4.471191406250000000e+00,4.013083457946777344e+00,0.000000000000000000e+00
2.217389106750488281e+00,1.706245303153991699e+00,3.349329710006713867e+00,-1.432488918304443359e+00,-4.147711277008056641e+00,-1.806628942489624023e+00,-4.322743892669677734e+00,2.045144319534301758e+00,0.000000000000000000e+00
-2.155556917190551758e+00,4.069602489471435547e+00,1.417379498481750488e+00,3.765002012252807617e+00,-3.460059404373168945e+00,-5.026621341705322266e+00,-3.185346603393554688e+00,1.830495953559875488e+00,0.000000000000000000e+00
-1.060643466189503670e-03,2.812582731246948242e+00,3.114645719528198242e+00,3.148937702178955078e+00,-7.147280216217041016e+00,-4.635397911071777344e+00,-3.553555727005004883e+00,3.357193470001220703e+00,0.000000000000000000e+00
-6.651234030723571777e-01,4.561549127101898193e-01,-3.046044588088989258e+00,-3.291945219039916992e+00,1.007569670677185059e+00,-3.718559741973876953e+00,8.802597522735595703e-01,-3.415363550186157227e+00,2.000000000000000000e+00
-1.986008167266845703e+00,3.858305692672729492e+00,2.911617517471313477e+00,3.551081120967864990e-01,-3.005151271820068359e+00,-3.269535899162292480e-01,-3.112476825714111328e+00,3.172726154327392578e+00,0.000000000000000000e+00
2.350524663925170898e+00,4.420714855194091797e+00,2.621587991714477539e+00,2.562566518783569336e+00,-1.781524658203125000e+00,-1.659509301185607910e+00,-3.461068630218505859e+00,1.947254061698913574e+00,0.000000000000000000e+00
5.313788056373596191e-01,2.308362722396850586e+00,-6.046869277954101562e+00,7.833406448364257812e+00,9.129348397254943848e-01,-2.599498033523559570e+00,-1.463409960269927979e-01,-3.155755043029785156e+00,1.000000000000000000e+00
-2.269981861114501953e+00,5.424657344818115234e+00,3.866438627243041992e+00,2.383505105972290039e+00,-4.698639869689941406e+00,-3.903873443603515625e+00,-3.922268629074096680e+00,5.125079154968261719e+00,0.000000000000000000e+00
-9.705074876546859741e-02,2.343291342258453369e-01,4.043087959289550781e+00,-1.622985839843750000e+00,-3.983474969863891602e+00,-5.119559764862060547e+00,-6.361186027526855469e+00,5.403001785278320312e+00,0.000000000000000000e+00
-1.847782135009765625e+00,2.219983376562595367e-02,1.107011437416076660e+00,-2.213285446166992188e+00,-5.607902407646179199e-01,-4.195356369018554688e+00,-1.810511469841003418e+00,5.074406266212463379e-01,2.000000000000000000e+00
1.687055230140686035e+00,-7.239987254142761230e-01,-6.536830902099609375e+00,4.274390220642089844e+00,2.873136758804321289e+00,-4.690824508666992188e+00,-2.598282337188720703e+00,-2.788744449615478516e+00,1.000000000000000000e+00
-1.306666493415832520e+00,2.754126071929931641e+00,4.034173488616943359e+00,2.114484310150146484e+00,-2.253265619277954102e+00,-4.804135799407958984e+00,-2.314972400665283203e+00,1.558984875679016113e+00,0.000000000000000000e+00
1.633448362350463867e+00,2.775658607482910156e+00,-4.728883266448974609e+00,5.536307811737060547e+00,-4.699137210845947266e-01,-3.321520090103149414e+00,-2.819767475128173828e+00,-4.892476081848144531e+00,1.000000000000000000e+00
-7.044392228126525879e-01,2.243565320968627930e+00,-4.843999862670898438e+00,4.386923313140869141e+00,3.131620168685913086e+00,-5.699382305145263672e+00,-4.004837512969970703e+00,-3.026687622070312500e+00,1.000000000000000000e+00
-3.472381830215454102e+00,3.427376747131347656e+00,1.628981232643127441e+00,2.572268247604370117e+00,-2.924386262893676758e+00,-6.084615230560302734e+00,-3.933037996292114258e+00,3.084138154983520508e+00,0.000000000000000000e+00
-2.138645887374877930e+00,5.781546115875244141e+00,2.855462551116943359e+00,-5.277955159544944763e-02,-2.090413808822631836e+00,-2.979105472564697266e+00,-3.199870586395263672e+00,4.606204509735107422e+00,0.000000000000000000e+00
-1.138546347618103027e+00,3.215216875076293945e+00,4.604625701904296875e+00,1.794949889183044434e+00,-4.995682716369628906e+00,-3.725562810897827148e+00,-5.732591152191162109e+00,1.587561845779418945e+00,0.000000000000000000e+00
