dataset,method_a,method_b,jaccard_topk,spearman_rank,delta_l2
data_wgs,ig_boundarycrawler,ig_gs,0.7626190476190476,0.9011309078335762,0.8553884751722216
data_wgs,ig_boundarycrawler,ks_boundarycrawler,1.0,0.9999999815225601,3.2358746716454335e-06
data_wgs,ig_boundarycrawler,ks_gs,0.7626190476190476,0.9011309078335762,0.85538867931813
data_wgs,ig_boundarycrawler,ks_zero,0.7832142857142856,0.7792261527851224,2.08537225022912
data_wgs,ig_boundarycrawler,lime_boundarycrawler,0.965,0.9968452189862728,0.11725408980622888
data_wgs,ig_boundarycrawler,lime_gs,0.7609523809523808,0.9012499569356441,0.8489194692671299
data_wgs,ig_boundarycrawler,lime_zero,0.7873809523809524,0.7774404388293624,2.0737842144072056
data_wgs,ig_gs,ks_boundarycrawler,0.7626190476190476,0.9011309078335762,0.8553886226564645
data_wgs,ig_gs,ks_gs,1.0,0.9999999777972698,3.3162337791736718e-06
data_wgs,ig_gs,ks_zero,0.7285714285714286,0.687380914054811,2.2051097969710827
data_wgs,ig_gs,lime_boundarycrawler,0.7626190476190476,0.9008332894742489,0.8633363534137607
data_wgs,ig_gs,lime_gs,0.995,0.9960118801891804,0.11335352141410113
data_wgs,ig_gs,lime_zero,0.7276190476190476,0.6857142475992442,2.1937055200338365
data_wgs,ig_zero,ig_boundarycrawler,0.7832142857142856,0.7792261527851224,2.085371470749378
data_wgs,ig_zero,ig_gs,0.7285714285714286,0.687380914054811,2.205109066218138
data_wgs,ig_zero,ks_boundarycrawler,0.7832142857142856,0.7792261527851224,2.085371086150408
data_wgs,ig_zero,ks_gs,0.7285714285714286,0.687380914054811,2.205108851790428
data_wgs,ig_zero,ks_zero,1.0,0.9999999764561653,4.074404936034171e-06
data_wgs,ig_zero,lime_boundarycrawler,0.7796428571428571,0.7790475806593895,2.0896564950048924
data_wgs,ig_zero,lime_gs,0.7269047619047619,0.688452341593802,2.1993701231479643
data_wgs,ig_zero,lime_zero,0.9933333333333333,0.9981547385454178,0.11919015238061548
data_wgs,ks_boundarycrawler,ks_gs,0.7626190476190476,0.9011309078335762,0.8553888282552361
data_wgs,ks_zero,ks_boundarycrawler,0.7832142857142856,0.7792261527851224,2.0853718614578245
data_wgs,ks_zero,ks_gs,0.7285714285714286,0.687380914054811,2.205109580606222
data_wgs,lime_boundarycrawler,ks_boundarycrawler,0.965,0.9968452189862728,0.11725462084636092
data_wgs,lime_boundarycrawler,ks_gs,0.7626190476190476,0.9008332894742489,0.863336617462337
data_wgs,lime_boundarycrawler,ks_zero,0.7796428571428571,0.7790475806593895,2.089657348841429
data_wgs,lime_boundarycrawler,lime_gs,0.7609523809523808,0.9013690045475959,0.8412752855569124
data_wgs,lime_gs,ks_boundarycrawler,0.7609523809523808,0.9012499569356441,0.8489196889847517
data_wgs,lime_gs,ks_gs,0.995,0.9960118801891804,0.11335396733134985
data_wgs,lime_gs,ks_zero,0.7269047619047619,0.688452341593802,2.199370921999216
data_wgs,lime_zero,ks_boundarycrawler,0.7873809523809524,0.7774404388293624,2.073783870637417
data_wgs,lime_zero,ks_gs,0.7276190476190476,0.6857142475992442,2.1937053342163564
data_wgs,lime_zero,ks_zero,0.9933333333333333,0.9981547385454178,0.11919119404628872
data_wgs,lime_zero,lime_boundarycrawler,0.782142857142857,0.7771428190916777,2.0717197972536088
data_wgs,lime_zero,lime_gs,0.7259523809523809,0.6867856751382351,2.182424554973841
