idx,dataset,y,pred_target,crawler_success,gs_success,gs_radius_found,angle_x_crawler_gs_deg,sphere_frac,sphere_vol,dist_x_to_crawler,dist_x_to_gs,dist_crawler_to_gs,ring_n,ring_r_min,ring_r_max,ring_count_y0,ring_count_y1,ring_count_pred0,ring_count_pred1,attr_methods,attr_baselines,attr_ig_steps,attr_topk,attr_sg_samples,attr_sg_stdevs,attr_sg_nt_type,attr_perturb_samples,attr_perturbations_per_eval,attr_ig_zero_success,attr_ig_zero_sensitivity,attr_ig_zero_fidelity_del_auc,attr_ig_zero_fidelity_ins_auc,attr_ig_zero_fidelity_del_delta_topk,attr_ig_zero_fidelity_ins_delta_topk,attr_ig_zero_stability_lipschitz,attr_ig_zero_stability_mean_attr_change,attr_ig_zero_cosine_truegrad,attr_ig_zero_boundary_alignment,attr_ig_boundarycrawler_success,attr_ig_boundarycrawler_sensitivity,attr_ig_boundarycrawler_fidelity_del_auc,attr_ig_boundarycrawler_fidelity_ins_auc,attr_ig_boundarycrawler_fidelity_del_delta_topk,attr_ig_boundarycrawler_fidelity_ins_delta_topk,attr_ig_boundarycrawler_stability_lipschitz,attr_ig_boundarycrawler_stability_mean_attr_change,attr_ig_boundarycrawler_cosine_truegrad,attr_ig_boundarycrawler_boundary_alignment,attr_ig_gs_success,attr_ig_gs_sensitivity,attr_ig_gs_fidelity_del_auc,attr_ig_gs_fidelity_ins_auc,attr_ig_gs_fidelity_del_delta_topk,attr_ig_gs_fidelity_ins_delta_topk,attr_ig_gs_stability_lipschitz,attr_ig_gs_stability_mean_attr_change,attr_ig_gs_cosine_truegrad,attr_ig_gs_boundary_alignment,attr_lime_zero_success,attr_lime_zero_sensitivity,attr_lime_zero_fidelity_del_auc,attr_lime_zero_fidelity_ins_auc,attr_lime_zero_fidelity_del_delta_topk,attr_lime_zero_fidelity_ins_delta_topk,attr_lime_zero_stability_lipschitz,attr_lime_zero_stability_mean_attr_change,attr_lime_zero_cosine_truegrad,attr_lime_zero_boundary_alignment,attr_lime_boundarycrawler_success,attr_lime_boundarycrawler_sensitivity,attr_lime_boundarycrawler_fidelity_del_auc,attr_lime_boundarycrawler_fidelity_ins_auc,attr_lime_boundarycrawler_fidelity_del_delta_topk,attr_lime_boundarycrawler_fidelity_ins_delta_topk,attr_lime_boundarycrawler_stability_lipschitz,attr_lime_boundarycrawler_stability_mean_attr_change,attr_lime_boundarycrawler_cosine_truegrad,attr_lime_boundarycrawler_boundary_alignment,attr_lime_gs_success,attr_lime_gs_sensitivity,attr_lime_gs_fidelity_del_auc,attr_lime_gs_fidelity_ins_auc,attr_lime_gs_fidelity_del_delta_topk,attr_lime_gs_fidelity_ins_delta_topk,attr_lime_gs_stability_lipschitz,attr_lime_gs_stability_mean_attr_change,attr_lime_gs_cosine_truegrad,attr_lime_gs_boundary_alignment,attr_ks_zero_success,attr_ks_zero_sensitivity,attr_ks_zero_fidelity_del_auc,attr_ks_zero_fidelity_ins_auc,attr_ks_zero_fidelity_del_delta_topk,attr_ks_zero_fidelity_ins_delta_topk,attr_ks_zero_stability_lipschitz,attr_ks_zero_stability_mean_attr_change,attr_ks_zero_cosine_truegrad,attr_ks_zero_boundary_alignment,attr_ks_boundarycrawler_success,attr_ks_boundarycrawler_sensitivity,attr_ks_boundarycrawler_fidelity_del_auc,attr_ks_boundarycrawler_fidelity_ins_auc,attr_ks_boundarycrawler_fidelity_del_delta_topk,attr_ks_boundarycrawler_fidelity_ins_delta_topk,attr_ks_boundarycrawler_stability_lipschitz,attr_ks_boundarycrawler_stability_mean_attr_change,attr_ks_boundarycrawler_cosine_truegrad,attr_ks_boundarycrawler_boundary_alignment,attr_ks_gs_success,attr_ks_gs_sensitivity,attr_ks_gs_fidelity_del_auc,attr_ks_gs_fidelity_ins_auc,attr_ks_gs_fidelity_del_delta_topk,attr_ks_gs_fidelity_ins_delta_topk,attr_ks_gs_stability_lipschitz,attr_ks_gs_stability_mean_attr_change,attr_ks_gs_cosine_truegrad,attr_ks_gs_boundary_alignment
0,data_wgs,8,8,True,True,5.4099999999999895,26.721700201004023,0.0,0.0,4.735994815826416,5.401453018188477,2.4304187297821045,31,4.735994815826416,5.4099999999999895,0,0,0,0,"ig,lime,ks","zero,boundarycrawler,gs",64,5,50,0.1,smoothgrad,500,64,True,,3.462664842605591,52.78413009643555,57.25769805908203,71.01290893554688,5.614954948425293,0.09995259729524454,0.7736129760742188,-0.3720521330833435,True,,21.81040382385254,42.98931884765625,41.32267761230469,43.627037048339844,5.160757064819336,0.09868476937214533,0.9591537714004517,-0.6130644083023071,True,,21.043048858642578,43.17822265625,42.663368225097656,44.2829704284668,5.485454082489014,0.10515645407140255,0.9778025150299072,-0.6784890294075012,True,,3.1656665802001953,52.12786102294922,57.75524139404297,72.47019958496094,197.90118408203125,2.4881455381711324,0.7945319414138794,-0.3574627637863159,True,,21.81040382385254,42.98931884765625,41.32267761230469,43.627037048339844,20.3133544921875,0.25435507396856943,0.9644101858139038,-0.611927330493927,True,,21.043048858642578,43.17822265625,42.663368225097656,44.2829704284668,44.3441047668457,0.48890865246454873,0.9770746231079102,-0.6740864515304565,True,,4.537442207336426,52.998504638671875,57.75524139404297,72.47019958496094,188.75062561035156,2.6912206610043845,0.8001259565353394,-0.3873349726200104,True,,21.81040382385254,42.98931884765625,41.32267761230469,43.627037048339844,23.2252140045166,0.3857622012495995,0.9668078422546387,-0.6123694181442261,True,,21.043048858642578,43.17822265625,42.663368225097656,44.2829704284668,35.30094528198242,0.35996275196472804,0.9757689237594604,-0.6831575632095337
1,data_wgs,8,8,True,True,2.709999999999998,23.07163272163789,0.0,0.0,2.455573558807373,2.6693553924560547,1.046072244644165,0,2.455573558807373,2.709999999999998,0,0,0,0,"ig,lime,ks","zero,boundarycrawler,gs",64,5,50,0.1,smoothgrad,500,64,True,,0.7941187620162964,30.144554138183594,29.671627044677734,46.6721305847168,6.5069193840026855,0.11481529424587886,0.6023539900779724,-0.16699714958667755,True,,13.390222549438477,21.480833053588867,20.274381637573242,20.16663360595703,4.134334564208984,0.08575935910145442,0.9841939806938171,-0.2762725055217743,True,,12.154701232910156,22.085025787353516,21.64814567565918,21.244653701782227,3.991373062133789,0.08220256033043066,0.9484450817108154,-0.2608512341976166,True,,0.48720455169677734,30.484132766723633,32.22671127319336,44.78910827636719,79.7708740234375,1.2322771926720937,0.6614267826080322,-0.21026569604873657,True,,13.390222549438477,21.480833053588867,20.274381637573242,20.16663360595703,6.8155717849731445,0.12445605720082918,0.9839155077934265,-0.2900788486003876,True,,12.192115783691406,22.131614685058594,21.461259841918945,21.403076171875,7.782940864562988,0.12216931929190954,0.9495242238044739,-0.28407731652259827,True,,0.5615791082382202,30.36766242980957,32.22671127319336,44.78910827636719,199.0596160888672,2.0390800654888155,0.6577850580215454,-0.2888418138027191,True,,13.390222549438477,21.480833053588867,20.274381637573242,20.16663360595703,11.826459884643555,0.1572480358183384,0.9830520749092102,-0.28244489431381226,True,,12.168754577636719,22.1118106842041,21.64814567565918,21.244653701782227,10.572259902954102,0.15985902796188992,0.9488029479980469,-0.27407053112983704
2,data_wgs,7,7,True,True,2.1100000000000008,24.142637917387326,5e-06,0.00680712493678041,2.0687150955200195,2.0870189666748047,0.8692694902420044,0,2.0687150955200195,2.1100000000000008,0,0,0,0,"ig,lime,ks","zero,boundarycrawler,gs",64,5,50,0.1,smoothgrad,500,64,True,,5.136098861694336,6.488659858703613,19.426713943481445,7.814278602600098,7.020820617675781,0.12510147703190644,0.41572049260139465,0.29188230633735657,True,,9.681527137756348,17.980144500732422,16.289737701416016,16.65668296813965,3.888690710067749,0.08050192526231209,0.9118932485580444,0.6561453938484192,True,,7.958102226257324,19.145967483520508,18.312808990478516,18.59723472595215,3.7696471214294434,0.07775773393611113,0.8657400012016296,0.7450278997421265,True,,3.3733808994293213,8.630205154418945,16.704605102539062,13.990015029907227,129.23345947265625,1.5695938408374785,0.4092690348625183,0.25368520617485046,True,,9.67429256439209,17.987442016601562,16.289737701416016,16.65668296813965,6.40582799911499,0.10456614196300507,0.9048303365707397,0.6607725620269775,True,,7.958102226257324,19.145967483520508,18.312808990478516,18.59723472595215,6.496748447418213,0.10763126264015833,0.8571256995201111,0.7458686232566833,True,,3.489079236984253,8.323600769042969,16.704605102539062,13.990015029907227,157.87493896484375,2.537306582927704,0.3878183662891388,0.18803586065769196,True,,9.681527137756348,17.980144500732422,16.289737701416016,16.65668296813965,10.931257247924805,0.12047625755270322,0.90678471326828,0.6575225591659546,True,,7.958102226257324,19.145967483520508,18.312808990478516,18.59723472595215,10.68284797668457,0.127589430163304,0.8609193563461304,0.7458724975585938
3,data_wgs,7,7,True,True,2.4599999999999995,17.668239795124144,0.0,0.0,2.3501269817352295,2.449697732925415,0.7436664700508118,0,2.3501269817352295,2.4599999999999995,0,0,0,0,"ig,lime,ks","zero,boundarycrawler,gs",64,5,50,0.1,smoothgrad,500,64,True,,0.10093539953231812,18.168312072753906,34.7896728515625,31.136878967285156,12.893302917480469,0.154128427306811,0.44545936584472656,0.5923828482627869,True,,11.063419342041016,22.005996704101562,19.985107421875,22.772247314453125,7.825525283813477,0.11120152994990348,0.8830884695053101,0.4025045931339264,True,,9.27641487121582,23.013225555419922,22.228960037231445,23.149450302124023,7.8641862869262695,0.12371909233431021,0.8248562812805176,0.5262742638587952,True,,-2.847916603088379,19.695018768310547,34.7896728515625,31.136878967285156,111.38314819335938,1.7596016903718312,0.4571927785873413,0.7982165217399597,True,,11.029546737670898,22.017932891845703,19.985107421875,22.772247314453125,14.833836555480957,0.20778542111317316,0.8805919885635376,0.40697261691093445,True,,9.27641487121582,23.013225555419922,22.228960037231445,23.149450302124023,14.144454002380371,0.188584287216266,0.8205357789993286,0.5284470319747925,True,,-1.450563907623291,20.592361450195312,34.7896728515625,31.136878967285156,142.30838012695312,2.3895010550816855,0.5052448511123657,0.7592831254005432,True,,11.029546737670898,22.017932891845703,19.985107421875,22.772247314453125,16.796903610229492,0.2855935230851173,0.8833089470863342,0.40905559062957764,True,,9.27641487121582,23.013225555419922,22.228960037231445,23.149450302124023,18.797080993652344,0.24946126639842986,0.8221563100814819,0.5294135212898254
4,data_wgs,7,7,True,True,2.1100000000000008,28.20760286042524,0.0,0.0,2.053093194961548,2.1041791439056396,1.0142526626586914,0,2.053093194961548,2.1100000000000008,0,0,0,0,"ig,lime,ks","zero,boundarycrawler,gs",64,5,50,0.1,smoothgrad,500,64,True,,-2.927032947540283,22.748737335205078,34.24191665649414,35.34319305419922,11.333236694335938,0.12153435995181401,0.4891698956489563,0.7737941145896912,True,,16.815427780151367,25.987022399902344,15.765962600708008,15.359770774841309,4.504714012145996,0.08364632800221443,0.6676842570304871,0.43203943967819214,True,,17.81546974182129,25.761844635009766,13.43079662322998,13.406155586242676,4.671031475067139,0.0826881809780995,0.6935902833938599,-0.1537863314151764,True,,-3.684601068496704,22.367977142333984,39.52140808105469,34.0125732421875,67.4737548828125,0.9071640113989512,0.5847753882408142,0.8718128204345703,True,,16.815427780151367,25.987022399902344,15.765962600708008,15.359770774841309,14.22829818725586,0.1696373554567496,0.6565781831741333,0.4575757682323456,True,,17.81546974182129,25.761844635009766,13.43079662322998,13.406155586242676,13.453831672668457,0.15464744592706361,0.7025954127311707,-0.15444478392601013,True,,-3.6036362648010254,22.343032836914062,39.52140808105469,34.0125732421875,142.87454223632812,2.1207363486289976,0.571004331111908,0.8369228839874268,True,,16.815427780151367,25.987022399902344,15.765962600708008,15.359770774841309,19.68878173828125,0.31108416070540745,0.6638744473457336,0.4460906982421875,True,,17.84953498840332,25.786670684814453,13.43079662322998,13.406155586242676,14.063203811645508,0.24952147180835407,0.6921328902244568,-0.15987041592597961
5,data_wgs,4,4,True,True,4.359999999999993,21.008059292602614,0.0,0.0,3.9546289443969727,4.3272624015808105,1.5536472797393799,26,3.9546289443969727,4.359999999999993,0,0,0,0,"ig,lime,ks","zero,boundarycrawler,gs",64,5,50,0.1,smoothgrad,500,64,True,,0.8029550313949585,16.59929656982422,44.630088806152344,29.366601943969727,4.112329006195068,0.07245682987074058,0.7631708979606628,-0.48813867568969727,True,,12.099845886230469,30.85505485534668,29.040325164794922,28.918331146240234,4.488659858703613,0.06324648174146812,0.9133899807929993,0.3349559009075165,True,,12.03512954711914,31.300004959106445,28.729862213134766,28.68158721923828,4.581518173217773,0.05862172407408555,0.8673014640808105,0.49716371297836304,True,,1.4848637580871582,20.642213821411133,41.348350524902344,38.94065475463867,86.21702575683594,1.2284674266974132,0.765188992023468,-0.3822167217731476,True,,12.105868339538574,30.85008430480957,29.040325164794922,28.918331146240234,6.738574981689453,0.10064612490435441,0.9156940579414368,0.33556097745895386,True,,12.052396774291992,31.28706169128418,28.626407623291016,28.497180938720703,7.797847270965576,0.12779038349787394,0.8680573105812073,0.49580296874046326,True,,1.4848637580871582,20.642213821411133,41.348350524902344,38.94065475463867,225.653076171875,2.992424805959066,0.7759058475494385,-0.4064726233482361,True,,12.099845886230469,30.85505485534668,29.040325164794922,28.918331146240234,5.904469013214111,0.09716874646643797,0.9187270402908325,0.3276064991950989,True,,12.052396774291992,31.28706169128418,28.626407623291016,28.497180938720703,10.081323623657227,0.14531457697351774,0.8748927712440491,0.4802525043487549
6,data_wgs,1,1,True,True,2.1100000000000008,32.04590203265432,0.0,0.0,1.9012893438339233,2.100945472717285,1.1212502717971802,0,1.9012893438339233,2.1100000000000008,0,0,0,0,"ig,lime,ks","zero,boundarycrawler,gs",64,5,50,0.1,smoothgrad,500,64,True,,-5.5012335777282715,8.842113494873047,23.427663803100586,20.861684799194336,5.618693828582764,0.06686395583674312,0.7367582321166992,-0.439893901348114,True,,8.295318603515625,13.774935722351074,9.392333984375,9.519845008850098,2.708052396774292,0.04766857251524925,0.9009144306182861,-0.3929087519645691,True,,8.27965259552002,13.38267707824707,8.595459938049316,8.528231620788574,2.8685500621795654,0.04812706684072812,0.7808120250701904,-0.24357196688652039,True,,-7.210756301879883,9.177325248718262,23.427663803100586,20.861684799194336,69.88824462890625,0.7392102211713791,0.7396135926246643,-0.35854867100715637,True,,8.295318603515625,13.774935722351074,9.392333984375,9.519845008850098,12.855029106140137,0.1365592213968436,0.8889880180358887,-0.42730313539505005,True,,8.47574520111084,13.50662899017334,8.496329307556152,8.723809242248535,16.351591110229492,0.17965392594536145,0.7621544599533081,-0.32004767656326294,True,,-8.106912612915039,8.1724214553833,23.427663803100586,20.861684799194336,185.05393981933594,1.376874609788259,0.7283380031585693,-0.41168683767318726,True,,8.28660774230957,13.794602394104004,9.392333984375,9.519845008850098,23.8106632232666,0.19657116035620373,0.8934211134910583,-0.4184640049934387,True,,8.47574520111084,13.50662899017334,8.496329307556152,8.723809242248535,20.02660369873047,0.17227233971158665,0.7695162296295166,-0.3147761821746826
7,data_wgs,1,1,True,True,1.4100000000000008,19.28303082169268,1.5e-05,0.0006259704935361342,1.3381638526916504,1.4071133136749268,0.4647851884365082,0,1.3381638526916504,1.4100000000000008,0,0,0,0,"ig,lime,ks","zero,boundarycrawler,gs",64,5,50,0.1,smoothgrad,500,64,True,,-7.905829429626465,10.126577377319336,28.584104537963867,25.404098510742188,11.040862083435059,0.1270888683696588,0.5632212162017822,-0.74253249168396,True,,10.052505493164062,13.471661567687988,6.879336357116699,6.812018394470215,3.3618106842041016,0.06429583858698606,0.950222373008728,-0.7780642509460449,True,,9.951480865478516,13.052347183227539,6.997982025146484,6.950761795043945,3.3210811614990234,0.06411405752102534,0.9756148457527161,-0.6372211575508118,True,,-10.966899871826172,10.175396919250488,28.584104537963867,25.404098510742188,112.18266296386719,1.1641848186651866,0.678524911403656,-0.6200554966926575,True,,10.052505493164062,13.471661567687988,6.879336357116699,6.812018394470215,3.3256497383117676,0.05957101155072451,0.9470086097717285,-0.7753984332084656,True,,9.951480865478516,13.052347183227539,6.997982025146484,6.950761795043945,3.680164098739624,0.06065757547815641,0.9714392423629761,-0.6304260492324829,True,,-11.078436851501465,10.164816856384277,28.584104537963867,25.404098510742188,205.80264282226562,2.00949250459671,0.6541496515274048,-0.6327025294303894,True,,10.052505493164062,13.471661567687988,6.879336357116699,6.812018394470215,3.743292808532715,0.06603252245113253,0.950859546661377,-0.777908444404602,True,,9.951480865478516,13.052347183227539,6.997982025146484,6.950761795043945,3.8635780811309814,0.06677695171286663,0.9755208492279053,-0.6387532949447632
8,data_wgs,0,0,True,True,3.5599999999999956,38.20257319910815,0.0,0.0,3.039006471633911,3.51043701171875,2.1890408992767334,6,3.039006471633911,3.5599999999999956,6,0,6,0,"ig,lime,ks","zero,boundarycrawler,gs",64,5,50,0.1,smoothgrad,500,64,True,,6.55083703994751,37.103904724121094,61.6004638671875,52.173828125,9.953008651733398,0.1115971989929676,0.8434420824050903,-0.1667141318321228,True,,31.713058471679688,49.49827194213867,28.375322341918945,28.621095657348633,5.405143737792969,0.09659245225290457,0.8320184946060181,0.46711844205856323,True,,26.713603973388672,50.2347297668457,31.929180145263672,32.89258575439453,5.404531955718994,0.09472012209395568,0.8563104867935181,0.146328866481781,True,,7.05147647857666,37.82666015625,61.6004638671875,52.173828125,97.88865661621094,1.0881635308265687,0.8676080107688904,-0.06194883584976196,True,,31.68145179748535,49.44624710083008,28.375322341918945,28.621095657348633,7.880033016204834,0.12702056591709454,0.8305785655975342,0.4735589027404785,True,,26.713603973388672,50.2347297668457,31.929180145263672,32.89258575439453,10.370970726013184,0.12608368173241616,0.8547767400741577,0.17245572805404663,True,,7.619363784790039,38.72605895996094,61.6004638671875,52.173828125,184.39109802246094,2.0581849892934163,0.8713489770889282,-0.08886094391345978,True,,31.68145179748535,49.44624710083008,28.375322341918945,28.621095657348633,10.972518920898438,0.15683918769160907,0.8340204954147339,0.47263264656066895,True,,26.713603973388672,50.2347297668457,31.929180145263672,32.89258575439453,8.264138221740723,0.11079634577035904,0.8563498854637146,0.17076045274734497
9,data_wgs,1,1,True,True,2.859999999999998,20.19659399436581,0.0,0.0,2.786818742752075,2.854660749435425,0.9914154410362244,0,2.786818742752075,2.859999999999998,0,0,0,0,"ig,lime,ks","zero,boundarycrawler,gs",64,5,50,0.1,smoothgrad,500,64,True,,-3.4265575408935547,11.962838172912598,22.514026641845703,23.468860626220703,5.775879859924316,0.04472615240762631,0.7694545984268188,-0.4337737262248993,True,,11.693193435668945,17.401288986206055,8.199843406677246,8.86342716217041,2.3929505348205566,0.036221656731019417,0.631123960018158,-0.356876015663147,True,,12.461431503295898,17.845985412597656,7.163094520568848,8.726299285888672,2.3255999088287354,0.034856469246248405,0.5512722134590149,0.12085196375846863,True,,-4.2621049880981445,11.554829597473145,22.514026641845703,23.468860626220703,49.65453338623047,0.740491983294487,0.7730194926261902,-0.44995903968811035,True,,11.631641387939453,17.355714797973633,8.711283683776855,8.609662055969238,14.231754302978516,0.1857245112458865,0.6359790563583374,-0.34470200538635254,True,,12.326200485229492,17.777973175048828,7.825528144836426,8.431900024414062,10.89160442352295,0.1799752742052078,0.5691624283790588,0.11215150356292725,True,,-7.083544731140137,11.119963645935059,31.523117065429688,21.132238388061523,58.50231170654297,0.971341735124588,0.7559537887573242,-0.473137766122818,True,,11.60582160949707,17.388437271118164,8.711283683776855,8.609662055969238,27.582441329956055,0.42151672542095187,0.6285822987556458,-0.404864639043808,True,,12.361736297607422,17.792137145996094,7.541245460510254,8.545204162597656,27.071949005126953,0.4446845387419065,0.567418098449707,0.05266845226287842
