feature1,feature2,class
-4.204567199234823249e-01,-7.328800743550787367e-01,0.000000000000000000e+00
3.063933471988254720e+00,6.352950767037924606e+00,1.000000000000000000e+00
-2.926677706965753245e+00,-2.288716755319561980e-01,0.000000000000000000e+00
3.349689233653217801e+00,6.199134356931506495e+00,1.000000000000000000e+00
4.238384640198303188e+00,5.772346087073715104e+00,1.000000000000000000e+00
9.846740099643365163e-01,-1.780038587060391309e-01,0.000000000000000000e+00
3.033749221868803136e+00,7.502281491825291582e+00,1.000000000000000000e+00
-1.788418844887446735e+00,-7.240761676629913213e-01,0.000000000000000000e+00
3.594117832676092306e+00,6.650521703095112258e+00,1.000000000000000000e+00
-1.123221120726512812e+00,-1.479430413060577099e+00,0.000000000000000000e+00
-1.476880262098439367e+00,-2.908037045367088402e-01,0.000000000000000000e+00
3.449190242043699506e+00,5.768934470697895556e+00,1.000000000000000000e+00
3.518840066881562034e+00,6.862365309445764616e+00,1.000000000000000000e+00
-2.207252171915835781e+00,-6.246575061149759467e-01,0.000000000000000000e+00
5.245202383219826459e+00,7.190062362003852847e+00,1.000000000000000000e+00
-1.450349892103437011e+00,1.024355602243319119e+00,0.000000000000000000e+00
3.972238001391237283e+00,6.910112833626157247e+00,1.000000000000000000e+00
-2.125031734703973996e+00,2.660092480830510420e-01,0.000000000000000000e+00
-2.724363462115674928e+00,6.851341498223002535e-01,0.000000000000000000e+00
-2.368037861778378605e+00,-5.723926640224881179e-01,0.000000000000000000e+00
-2.122829083429680352e+00,-1.665941874745212603e+00,0.000000000000000000e+00
4.397027678234719517e+00,7.046186234610362753e+00,1.000000000000000000e+00
2.417820990355563193e+00,6.882368743688024537e+00,1.000000000000000000e+00
-2.809650357078219862e+00,-8.498260460315090192e-01,0.000000000000000000e+00
3.526187107135692944e+00,5.948834114351118529e+00,1.000000000000000000e+00
1.780912285029394138e+00,5.736298924452126968e+00,1.000000000000000000e+00
-2.632734157342264236e+00,-2.599688687611836357e-01,0.000000000000000000e+00
-3.009957296316716491e+00,1.894453212523117269e-02,0.000000000000000000e+00
-8.547415741126174193e-01,-2.855114105670714109e-02,0.000000000000000000e+00
3.486909235883860703e+00,6.263479398968577527e+00,1.000000000000000000e+00
3.460840263504941117e+00,6.702301872253400461e+00,1.000000000000000000e+00
3.600524479969717806e+00,7.473513208031100419e+00,1.000000000000000000e+00
3.930076603879523844e+00,5.553801082385087184e+00,1.000000000000000000e+00
4.226899314195197377e+00,6.715218476673463499e+00,1.000000000000000000e+00
-1.997251716603822169e+00,-6.414479613874563002e-02,0.000000000000000000e+00
2.435343123587646819e+00,6.855465375765163571e+00,1.000000000000000000e+00
-1.866471039834583179e+00,-1.238562205786630788e+00,0.000000000000000000e+00
-2.971299457825753443e-01,2.531448792507419165e-01,0.000000000000000000e+00
3.581534847552009460e+00,6.425023393194719823e+00,1.000000000000000000e+00
-1.872882838600788524e+00,1.773005060274149836e-01,0.000000000000000000e+00
-1.103210186468710052e+00,9.564832905375466598e-01,0.000000000000000000e+00
3.020659484002607975e+00,7.252381537184726668e+00,1.000000000000000000e+00
-2.035625332243840013e+00,-1.585423382927645675e-01,0.000000000000000000e+00
-2.734062754960792763e+00,2.828831221114231909e-01,0.000000000000000000e+00
-1.992122871309566889e+00,-1.009030222320852932e+00,0.000000000000000000e+00
-2.424152708387798061e+00,9.329212205005166236e-01,0.000000000000000000e+00
-2.038226903656699562e+00,-8.010330114817667546e-01,0.000000000000000000e+00
-9.522005410360675492e-01,-8.184146869356516696e-01,0.000000000000000000e+00
3.436370179327809637e+00,5.960015618909499935e+00,1.000000000000000000e+00
3.310938966172281894e+00,6.423223769193523225e+00,1.000000000000000000e+00
4.494610764954788173e+00,7.180910402736056852e+00,1.000000000000000000e+00
3.976338024305797525e+00,6.639523670228141050e+00,1.000000000000000000e+00
-2.535799928281042170e+00,5.556892454930341119e-01,0.000000000000000000e+00
-2.900288800073811402e+00,-1.703288854467819302e+00,0.000000000000000000e+00
4.247638264626865556e+00,6.109595337549146521e+00,1.000000000000000000e+00
-3.019451024532677330e+00,-1.544098691468401174e+00,0.000000000000000000e+00
2.218909508056074564e+00,6.721423081845125047e+00,1.000000000000000000e+00
-2.714631182170055279e+00,-1.372778451878970962e+00,0.000000000000000000e+00
3.274329223197574468e+00,6.479716475754284666e+00,1.000000000000000000e+00
